monopterus_albus ENSMALG00000020580
mastacembelus_armatus ENSMAMG00000021708
oryzias_latipes ENSORLG00000007333
oryzias_melastigma ENSOMEG00000001558
kryptolebias_marmoratus ENSKMAG00000005750
seriola_lalandi_dorsalis ENSSLDG00000021985
seriola_dumerili ENSSDUG00000023313
amphiprion_percula ENSAPEG00000010504
amphiprion_ocellaris ENSAOCG00000020049
scophthalmus_maximus ENSSMAG00000021428
astatotilapia_calliptera ENSACLG00000000581
maylandia_zebra ENSMZEG00005014677
pundamilia_nyererei ENSPNYG00000009214
haplochromis_burtoni ENSHBUG00000018128
neolamprologus_brichardi ENSNBRG00000011709
poecilia_reticulata ENSPREG00000023129
poecilia_latipinna ENSPLAG00000019033
xiphophorus_maculatus ENSXMAG00000028212
gambusia_affinis ENSGAFG00000017124
cyprinodon_variegatus ENSCVAG00000018707
amphilophus_citrinellus ENSACIG00000022375
acanthochromis_polyacanthus ENSAPOG00000001065
labrus_bergylta ENSLBEG00000026940
cynoglossus_semilaevis ENSCSEG00000019513
periophthalmus_magnuspinnatus ENSPMGG00000006185
anabas_testudineus ENSATEG00000005892
hippocampus_comes ENSHCOG00000002574
pygocentrus_nattereri ENSPNAG00000003217
astyanax_mexicanus ENSAMXG00000038078
