mus_spicilegus ENSMSIG00000030701
mus_spretus MGP_SPRETEiJ_G0026592
mus_musculus ENSMUSG00000027983
mus_caroli MGP_CAROLIEiJ_G0025639
mus_pahari MGP_PahariEiJ_G0027088
rattus_norvegicus ENSRNOG00000011053
meriones_unguiculatus ENSMUGG00000022558
cricetulus_griseus ENSCGRG00000001773
cricetulus_griseus ENSCGRG00001000440
cricetulus_griseus ENSCGRG00015005870
mesocricetus_auratus ENSMAUG00000015035
microtus_ochrogaster ENSMOCG00000012427
peromyscus_maniculatus ENSPEMG00000012213
nannospalax_galili ENSNGAG00000024149
jaculus_jaculus ENSJJAG00000016573
castor_canadensis ENSCCNG00000024702
ictidomys_tridecemlineatus ENSSTOG00000001353
marmota_marmota ENSMMMG00000010155
marmota_marmota ENSMMMG00000010161
urocitellus_parryii ENSUPAG00010008973
spermophilus_dauricus ENSSDAG00000005136
oryctolagus_cuniculus ENSOCUG00000002281
ochotona_princeps ENSOPRG00000003427
pan_troglodytes ENSPTRG00000016349
pan_paniscus ENSPPAG00000043345
homo_sapiens ENSG00000155016
gorilla_gorilla ENSGGOG00000014716
pongo_abelii ENSPPYG00000014985
nomascus_leucogenys ENSNLEG00000012977
macaca_mulatta ENSMMUG00000058349
macaca_nemestrina ENSMNEG00000030586
macaca_fascicularis ENSMFAG00000003841
theropithecus_gelada ENSTGEG00000000938
cercocebus_atys ENSCATG00000035461
papio_anubis ENSPANG00000011417
mandrillus_leucophaeus ENSMLEG00000041080
chlorocebus_sabaeus ENSCSAG00000003974
colobus_angolensis ENSCANG00000031535
piliocolobus_tephrosceles ENSPTEG00000034054
rhinopithecus_bieti ENSRBIG00000034596
rhinopithecus_roxellana ENSRROG00000043971
saimiri_boliviensis ENSSBOG00000030554
callithrix_jacchus ENSCJAG00000019545
cebus_capucinus ENSCCAG00000026790
aotus_nancymaae ENSANAG00000021010
carlito_syrichta ENSTSYG00000008958
propithecus_coquereli ENSPCOG00000027221
prolemur_simus ENSPSMG00000008757
microcebus_murinus ENSMICG00000012817
otolemur_garnettii ENSOGAG00000015840
dasypus_novemcinctus ENSDNOG00000000863
pteropus_vampyrus ENSPVAG00000016125
myotis_lucifugus ENSMLUG00000008831
tursiops_truncatus ENSTTRG00000012117
tursiops_truncatus ENSTTRG00000008065
bos_indicus ENSBIXG00005024695
bos_indicus ENSBIXG00000027476
bos_taurus ENSBTAG00000012972
bos_mutus ENSBMUG00000018417
bison_bison ENSBBBG00000023696
capra_hircus ENSCHIG00000026026
ovis_aries ENSOARG00000008403
vicugna_pacos ENSVPAG00000005946
sus_scrofa ENSSSCG00000009151
ursus_americanus ENSUAMG00000027143
ursus_maritimus ENSUMAG00000000418
ailuropoda_melanoleuca ENSAMEG00000001857
neovison_vison ENSNVIG00000006464
mustela_putorius ENSMPUG00000008902
canis_lupus ENSCAFG00000011203
canis_lupus ENSCAFG00020010041
vulpes_vulpes ENSVVUG00000017417
panthera_pardus ENSPPRG00000022125
panthera_tigris ENSPTIG00000014483
felis_catus ENSFCAG00000015335
dipodomys_ordii ENSDORG00000010109
procavia_capensis ENSPCAG00000000914
echinops_telfairi ENSETEG00000013226
loxodonta_africana ENSLAFG00000016424
vombatus_ursinus ENSVURG00010003762
phascolarctos_cinereus ENSPCIG00000030523
notamacropus_eugenii ENSMEUG00000009853
sarcophilus_harrisii ENSSHAG00000005871
monodelphis_domestica ENSMODG00000020607
choloepus_hoffmanni ENSCHOG00000005927
chinchilla_lanigera ENSCLAG00000002674
octodon_degus ENSODEG00000010344
cavia_aperea ENSCAPG00000005510
cavia_porcellus ENSCPOG00000011750
heterocephalus_glaber ENSHGLG00000000911
heterocephalus_glaber ENSHGLG00100015518
fukomys_damarensis ENSFDAG00000017479
tupaia_belangeri ENSTBEG00000011492
equus_asinus ENSEASG00005004558
equus_caballus ENSECAG00000021232
erinaceus_europaeus ENSEEUG00000009382
ornithorhynchus_anatinus ENSOANG00000004947
pogona_vitticeps ENSPVIG00000016373
anolis_carolinensis ENSACAG00000008194
notechis_scutatus ENSNSUG00000003680
salvator_merianae ENSSMRG00000014648
sphenodon_punctatus ENSSPUG00000006202
apteryx_owenii ENSAOWG00000012421
apteryx_haastii ENSAHAG00000002165
apteryx_rowi ENSARWG00000000871
dromaius_novaehollandiae ENSDNVG00000004872
nothoprocta_perdicaria ENSNPEG00000001881
calidris_pygmaea ENSCPGG00000009619
calidris_pugnax ENSCPUG00000001351
melopsittacus_undulatus ENSMUNG00000002220
taeniopygia_guttata ENSTGUG00000003983
lonchura_striata ENSLSDG00000012667
serinus_canaria ENSSCAG00000013091
junco_hyemalis ENSJHYG00000004241
zonotrichia_albicollis ENSZALG00000005523
cyanistes_caeruleus ENSCCEG00000011857
parus_major ENSPMJG00000010059
ficedula_albicollis ENSFALG00000012296
lepidothrix_coronata ENSLCOG00000006452
manacus_vitellinus ENSMVIG00005015427
gallus_gallus ENSGALG00000027908
meleagris_gallopavo ENSMGAG00000005823
coturnix_japonica ENSCJPG00005009541
numida_meleagris ENSNMEG00000014456
anser_brachyrhynchus ENSABRG00000007628
anas_platyrhynchos ENSAPLG00000007095
crocodylus_porosus ENSCPRG00005005868
chelonoidis_abingdonii ENSCABG00000003979
chelonoidis_abingdonii ENSCABG00000003981
gopherus_agassizii ENSGAGG00000018514
chrysemys_picta ENSCPBG00000004111
pelodiscus_sinensis ENSPSIG00000006117
xenopus_tropicalis ENSXETG00000016756
latimeria_chalumnae ENSLACG00000002364
xenopus_tropicalis ENSXETG00000018436
latimeria_chalumnae ENSLACG00000000315
scleropages_formosus ENSSFOG00015014549
paramormyrops_kingsleyae ENSPKIG00000012757
astyanax_mexicanus ENSAMXG00005000109
astyanax_mexicanus ENSAMXG00000010249
pygocentrus_nattereri ENSPNAG00000019273
ictalurus_punctatus ENSIPUG00000008854
electrophorus_electricus ENSEEEG00000011395
danio_rerio ENSDARG00000026548
denticeps_clupeoides ENSDCDG00000025568
betta_splendens ENSBSLG00000000082
cynoglossus_semilaevis ENSCSEG00000011794
gouania_willdenowi ENSGWIG00000014149
amphiprion_percula ENSAPEG00000014152
amphiprion_ocellaris ENSAOCG00000020142
acanthochromis_polyacanthus ENSAPOG00000010311
stegastes_partitus ENSSPAG00000001313
parambassis_ranga ENSPRNG00000020855
astatotilapia_calliptera ENSACLG00000022053
maylandia_zebra ENSMZEG00005019621
haplochromis_burtoni ENSHBUG00000015834
pundamilia_nyererei ENSPNYG00000010070
neolamprologus_brichardi ENSNBRG00000012526
oreochromis_niloticus ENSONIG00000017505
amphilophus_citrinellus ENSACIG00000020086
takifugu_rubripes ENSTRUG00000008392
tetraodon_nigroviridis ENSTNIG00000018024
mola_mola ENSMMOG00000006354
labrus_bergylta ENSLBEG00000014883
cottoperca_gobio ENSCGOG00000013287
gasterosteus_aculeatus ENSGACG00000017462
larimichthys_crocea ENSLCRG00005006492
larimichthys_crocea ENSLCRG00005006485
monopterus_albus ENSMALG00000022046
mastacembelus_armatus ENSMAMG00000015679
anabas_testudineus ENSATEG00000015287
scophthalmus_maximus ENSSMAG00000006946
lates_calcarifer ENSLCAG00010005111
seriola_dumerili ENSSDUG00000001985
seriola_lalandi ENSSLDG00000023490
poecilia_formosa ENSPFOG00000010924
poecilia_mexicana ENSPMEG00000009459
poecilia_latipinna ENSPLAG00000011289
poecilia_reticulata ENSPREG00000002597
xiphophorus_maculatus ENSXMAG00000010239
xiphophorus_couchianus ENSXCOG00000010225
gambusia_affinis ENSGAFG00000016085
fundulus_heteroclitus ENSFHEG00000006267
cyprinodon_variegatus ENSCVAG00000002264
kryptolebias_marmoratus ENSKMAG00000001804
oryzias_latipes ENSORLG00000006861
oryzias_latipes ENSORLG00020020539
oryzias_latipes ENSORLG00015020728
oryzias_melastigma ENSOMEG00000006015
periophthalmus_magnuspinnatus ENSPMGG00000008260
hippocampus_comes ENSHCOG00000004328
gadus_morhua ENSGMOG00000017507
hucho_hucho ENSHHUG00000015557
hucho_hucho ENSHHUG00000052805
esox_lucius ENSELUG00000016801
lepisosteus_oculatus ENSLOCG00000012294
erpetoichthys_calabaricus ENSECRG00000014600
callorhinchus_milii ENSCMIG00000006261
petromyzon_marinus ENSPMAG00000002361
