pteropus_vampyrus ENSPVAG00000005173
myotis_lucifugus ENSMLUG00000001995
equus_asinus_asinus ENSEASG00005018981
equus_caballus ENSECAG00000014342
ailuropoda_melanoleuca ENSAMEG00000014395
ursus_maritimus ENSUMAG00000009953
ursus_americanus ENSUAMG00000024576
mustela_putorius_furo ENSMPUG00000010906
neovison_vison ENSNVIG00000000033
canis_lupus_familiaris ENSCAFG00000014909
canis_lupus_dingo ENSCAFG00020014286
vulpes_vulpes ENSVVUG00000023285
panthera_pardus ENSPPRG00000009044
panthera_tigris_altaica ENSPTIG00000009937
felis_catus ENSFCAG00000025749
bos_mutus ENSBMUG00000023538
bos_taurus ENSBTAG00000050135
bison_bison_bison ENSBBBG00000001089
ovis_aries ENSOARG00000018006
capra_hircus ENSCHIG00000013337
tursiops_truncatus ENSTTRG00000011769
sus_scrofa ENSSSCG00000007637
pan_troglodytes ENSPTRG00000047991
pan_paniscus ENSPPAG00000042347
homo_sapiens ENSG00000146833
pongo_abelii ENSPPYG00000017391
gorilla_gorilla ENSGGOG00000044005
nomascus_leucogenys ENSNLEG00000011309
rhinopithecus_bieti ENSRBIG00000044371
rhinopithecus_roxellana ENSRROG00000044048
colobus_angolensis_palliatus ENSCANG00000035967
piliocolobus_tephrosceles ENSPTEG00000018026
macaca_fascicularis ENSMFAG00000037036
macaca_mulatta ENSMMUG00000022502
macaca_nemestrina ENSMNEG00000032676
theropithecus_gelada ENSTGEG00000011846
mandrillus_leucophaeus ENSMLEG00000043935
cercocebus_atys ENSCATG00000043750
papio_anubis ENSPANG00000006101
chlorocebus_sabaeus ENSCSAG00000017827
cebus_capucinus ENSCCAG00000029392
saimiri_boliviensis_boliviensis ENSSBOG00000032029
callithrix_jacchus ENSCJAG00000015702
aotus_nancymaae ENSANAG00000036020
carlito_syrichta ENSTSYG00000002282
prolemur_simus ENSPSMG00000000738
microcebus_murinus ENSMICG00000005567
propithecus_coquereli ENSPCOG00000003840
otolemur_garnettii ENSOGAG00000010646
ochotona_princeps ENSOPRG00000003282
tupaia_belangeri ENSTBEG00000005185
choloepus_hoffmanni ENSCHOG00000005776
dasypus_novemcinctus ENSDNOG00000041714
