meleagris_gallopavo ENSMGAG00000003506
gallus_gallus ENSGALG00000003682
numida_meleagris ENSNMEG00000016333
coturnix_japonica ENSCJPG00005020108
nothoprocta_perdicaria ENSNPEG00000012178
crocodylus_porosus ENSCPRG00005017177
phascolarctos_cinereus ENSPCIG00000003197
sarcophilus_harrisii ENSSHAG00000013731
chinchilla_lanigera ENSCLAG00000008050
rhinopithecus_roxellana ENSRROG00000032973
choloepus_hoffmanni ENSCHOG00000005462
gorilla_gorilla ENSGGOG00000042717
homo_sapiens ENSG00000182196
pan_paniscus ENSPPAG00000028900
pan_troglodytes ENSPTRG00000005590
pongo_abelii ENSPPYG00000005079
nomascus_leucogenys ENSNLEG00000002378
colobus_angolensis_palliatus ENSCANG00000008517
piliocolobus_tephrosceles ENSPTEG00000007231
macaca_nemestrina ENSMNEG00000015953
macaca_mulatta ENSMMUG00000015930
theropithecus_gelada ENSTGEG00000026550
papio_anubis ENSPANG00000029614
theropithecus_gelada ENSTGEG00000007020
cercocebus_atys ENSCATG00000000284
chlorocebus_sabaeus ENSCSAG00000002076
papio_anubis ENSPANG00000003696
macaca_fascicularis ENSMFAG00000034524
cercocebus_atys ENSCATG00000004525
rhinopithecus_roxellana ENSRROG00000028559
rhinopithecus_bieti ENSRBIG00000035918
cebus_capucinus ENSCCAG00000037235
callithrix_jacchus ENSCJAG00000016476
saimiri_boliviensis_boliviensis ENSSBOG00000033244
aotus_nancymaae ENSANAG00000035845
carlito_syrichta ENSTSYG00000030992
prolemur_simus ENSPSMG00000019581
microcebus_murinus ENSMICG00000032330
propithecus_coquereli ENSPCOG00000018734
otolemur_garnettii ENSOGAG00000015951
cavia_aperea ENSCAPG00000015583
cavia_porcellus ENSCPOG00000031539
octodon_degus ENSODEG00000010162
heterocephalus_glaber_male ENSHGLG00100018434
heterocephalus_glaber_female ENSHGLG00000011726
fukomys_damarensis ENSFDAG00000009535
marmota_marmota_marmota ENSMMMG00000024531
ictidomys_tridecemlineatus ENSSTOG00000010405
urocitellus_parryii ENSUPAG00010018055
spermophilus_dauricus ENSSDAG00000018684
cricetulus_griseus_crigri ENSCGRG00000002843
cricetulus_griseus_chok1gshd ENSCGRG00001024174
cricetulus_griseus_crigri-picr ENSCGRG00015024481
