latimeria_chalumnae ENSLACG00000014082
xenopus_tropicalis ENSXETG00000002998
monopterus_albus ENSMALG00000007531
mastacembelus_armatus ENSMAMG00000008875
anabas_testudineus ENSATEG00000006102
betta_splendens ENSBSLG00000021349
seriola_dumerili ENSSDUG00000011478
seriola_lalandi ENSSLDG00000000877
scophthalmus_maximus ENSSMAG00000001513
lates_calcarifer ENSLCAG00010005831
amphiprion_percula ENSAPEG00000017489
amphiprion_ocellaris ENSAOCG00000006210
acanthochromis_polyacanthus ENSAPOG00000008539
stegastes_partitus ENSSPAG00000010598
parambassis_ranga ENSPRNG00000015061
xiphophorus_maculatus ENSXMAG00000002846
xiphophorus_couchianus ENSXCOG00000020244
gambusia_affinis ENSGAFG00000001313
poecilia_formosa ENSPFOG00000006354
poecilia_mexicana ENSPMEG00000014713
poecilia_latipinna ENSPLAG00000020643
cyprinodon_variegatus ENSCVAG00000014510
fundulus_heteroclitus ENSFHEG00000022549
kryptolebias_marmoratus ENSKMAG00000016246
oryzias_latipes ENSORLG00000008266
oryzias_latipes ENSORLG00020004403
oryzias_latipes ENSORLG00015017960
oryzias_melastigma ENSOMEG00000005503
gouania_willdenowi ENSGWIG00000005344
astatotilapia_calliptera ENSACLG00000021066
maylandia_zebra ENSMZEG00005022256
haplochromis_burtoni ENSHBUG00000016335
neolamprologus_brichardi ENSNBRG00000020110
pundamilia_nyererei ENSPNYG00000010530
oreochromis_niloticus ENSONIG00000015165
amphilophus_citrinellus ENSACIG00000023717
takifugu_rubripes ENSTRUG00000006893
tetraodon_nigroviridis ENSTNIG00000019239
mola_mola ENSMMOG00000007099
larimichthys_crocea ENSLCRG00005021703
labrus_bergylta ENSLBEG00000006690
cottoperca_gobio ENSCGOG00000011419
gasterosteus_aculeatus ENSGACG00000010798
cynoglossus_semilaevis ENSCSEG00000013699
hippocampus_comes ENSHCOG00000012026
gadus_morhua ENSGMOG00000013096
hucho_hucho ENSHHUG00000000430
hucho_hucho ENSHHUG00000029128
esox_lucius ENSELUG00000019483
denticeps_clupeoides ENSDCDG00000005650
clupea_harengus ENSCHAG00000001101
astyanax_mexicanus ENSAMXG00000007430
astyanax_mexicanus ENSAMXG00005014811
pygocentrus_nattereri ENSPNAG00000012022
electrophorus_electricus ENSEEEG00000017196
danio_rerio ENSDARG00000074163
paramormyrops_kingsleyae ENSPKIG00000020661
scleropages_formosus ENSSFOG00015023774
lepisosteus_oculatus ENSLOCG00000014347
paramormyrops_kingsleyae ENSPKIG00000021308
scleropages_formosus ENSSFOG00015019924
clupea_harengus ENSCHAG00000023068
nothoprocta_perdicaria ENSNPEG00000009922
dromaius_novaehollandiae ENSDNVG00000008458
anser_brachyrhynchus ENSABRG00000004448
anas_platyrhynchos ENSAPLG00000006592
numida_meleagris ENSNMEG00000009933
calidris_pygmaea ENSCPGG00000002194
calidris_pugnax ENSCPUG00000009812
erpetoichthys_calabaricus ENSECRG00000017712
callorhinchus_milii ENSCMIG00000003329
