meleagris_gallopavo ENSMGAG00000006107
gallus_gallus ENSGALG00000054678
taeniopygia_guttata ENSTGUG00000006611
junco_hyemalis ENSJHYG00000016433
ficedula_albicollis ENSFALG00000011948
xenopus_tropicalis ENSXETG00000030627
oryzias_latipes_asm223469v1 ENSORLG00015006905
neolamprologus_brichardi ENSNBRG00000011229
xiphophorus_couchianus ENSXCOG00000009536
seriola_lalandi_dorsalis ENSSLDG00000009670
periophthalmus_magnuspinnatus ENSPMGG00000014699
oryzias_latipes_asm223469v1 ENSORLG00015021370
oryzias_latipes ENSORLG00020003424
oryzias_melastigma ENSOMEG00000013501
poecilia_mexicana ENSPMEG00000016360
fundulus_heteroclitus ENSFHEG00000002251
periophthalmus_magnuspinnatus ENSPMGG00000003063
danio_rerio ENSDARG00000115552
scleropages_formosus ENSSFOG00015010500
anolis_carolinensis ENSACAG00000012820
crocodylus_porosus ENSCPRG00005012118
