petromyzon_marinus ENSPMAG00000005521
eptatretus_burgeri ENSEBUG00000005912
scleropages_formosus ENSSFOG00015011992
paramormyrops_kingsleyae ENSPKIG00000008132
gasterosteus_aculeatus ENSGACG00000005921
mola_mola ENSMMOG00000007771
labrus_bergylta ENSLBEG00000012410
monopterus_albus ENSMALG00000002735
hippocampus_comes ENSHCOG00000013515
poecilia_mexicana ENSPMEG00000018060
poecilia_latipinna ENSPLAG00000018527
poecilia_reticulata ENSPREG00000022698
xiphophorus_maculatus ENSXMAG00000009528
fundulus_heteroclitus ENSFHEG00000007680
cyprinodon_variegatus ENSCVAG00000003352
kryptolebias_marmoratus ENSKMAG00000017666
oryzias_latipes_asm223469v1 ENSORLG00015003405
oryzias_melastigma ENSOMEG00000001556
maylandia_zebra ENSMZEG00005005696
astatotilapia_calliptera ENSACLG00000002105
amphilophus_citrinellus ENSACIG00000020804
periophthalmus_magnuspinnatus ENSPMGG00000019814
gadus_morhua ENSGMOG00000004707
esox_lucius ENSELUG00000012591
pygocentrus_nattereri ENSPNAG00000010459
astyanax_mexicanus ENSAMXG00000009370
ictalurus_punctatus ENSIPUG00000006205
danio_rerio ENSDARG00000031483
lepisosteus_oculatus ENSLOCG00000017076
fundulus_heteroclitus ENSFHEG00000003088
cyprinodon_variegatus ENSCVAG00000021135
poecilia_mexicana ENSPMEG00000004886
poecilia_latipinna ENSPLAG00000023431
poecilia_formosa ENSPFOG00000013368
poecilia_reticulata ENSPREG00000021570
xiphophorus_couchianus ENSXCOG00000011446
xiphophorus_maculatus ENSXMAG00000014357
gambusia_affinis ENSGAFG00000018153
oryzias_latipes ENSORLG00000028143
oryzias_latipes_asm223469v1 ENSORLG00015020998
oryzias_latipes ENSORLG00020020548
oryzias_melastigma ENSOMEG00000010888
astatotilapia_calliptera ENSACLG00000011158
pundamilia_nyererei ENSPNYG00000001677
maylandia_zebra ENSMZEG00005025922
haplochromis_burtoni ENSHBUG00000016144
neolamprologus_brichardi ENSNBRG00000004814
oreochromis_niloticus ENSONIG00000000141
amphilophus_citrinellus ENSACIG00000011472
mastacembelus_armatus ENSMAMG00000001876
monopterus_albus ENSMALG00000002551
amphiprion_percula ENSAPEG00000006274
stegastes_partitus ENSSPAG00000010054
anabas_testudineus ENSATEG00000021734
seriola_lalandi_dorsalis ENSSLDG00000017752
seriola_dumerili ENSSDUG00000013671
cynoglossus_semilaevis ENSCSEG00000020570
takifugu_rubripes ENSTRUG00000008551
tetraodon_nigroviridis ENSTNIG00000003267
mola_mola ENSMMOG00000013669
labrus_bergylta ENSLBEG00000000752
gasterosteus_aculeatus ENSGACG00000019798
periophthalmus_magnuspinnatus ENSPMGG00000002568
gadus_morhua ENSGMOG00000007245
esox_lucius ENSELUG00000010517
pygocentrus_nattereri ENSPNAG00000001921
astyanax_mexicanus ENSAMXG00000002187
danio_rerio ENSDARG00000073699
chelonoidis_abingdonii ENSCABG00000009258
gopherus_agassizii ENSGAGG00000016755
chrysemys_picta_bellii ENSCPBG00000024016
pelodiscus_sinensis ENSPSIG00000002267
sphenodon_punctatus ENSSPUG00000015669
taeniopygia_guttata ENSTGUG00000012730
lonchura_striata_domestica ENSLSDG00000007824
junco_hyemalis ENSJHYG00000017954
zonotrichia_albicollis ENSZALG00000005445
serinus_canaria ENSSCAG00000008087
ficedula_albicollis ENSFALG00000006950
parus_major ENSPMJG00000008590
cyanistes_caeruleus ENSCCEG00000000300
manacus_vitellinus ENSMVIG00005010005
lepidothrix_coronata ENSLCOG00000015765
calidris_pygmaea ENSCPGG00000006749
calidris_pugnax ENSCPUG00000015037
anas_platyrhynchos_platyrhynchos ENSAPLG00000021718
melopsittacus_undulatus ENSMUNG00000010763
gallus_gallus ENSGALG00000015970
coturnix_japonica ENSCJPG00005007115
meleagris_gallopavo ENSMGAG00000013846
numida_meleagris ENSNMEG00000015025
anser_brachyrhynchus ENSABRG00000002887
apteryx_haastii ENSAHAG00000016150
apteryx_owenii ENSAOWG00000016890
apteryx_rowi ENSARWG00000013089
dromaius_novaehollandiae ENSDNVG00000004265
nothoprocta_perdicaria ENSNPEG00000009800
crocodylus_porosus ENSCPRG00005013025
pogona_vitticeps ENSPVIG00000019420
anolis_carolinensis ENSACAG00000023226
notechis_scutatus ENSNSUG00000006284
salvator_merianae ENSSMRG00000015174
anolis_carolinensis ENSACAG00000008314
phascolarctos_cinereus ENSPCIG00000034658
notamacropus_eugenii ENSMEUG00000014230
sarcophilus_harrisii ENSSHAG00000012247
monodelphis_domestica ENSMODG00000018579
ursus_maritimus ENSUMAG00000011261
ailuropoda_melanoleuca ENSAMEG00000012170
neovison_vison ENSNVIG00000003118
mustela_putorius_furo ENSMPUG00000005963
canis_lupus_dingo ENSCAFG00020008319
vulpes_vulpes ENSVVUG00000009380
canis_lupus_familiaris ENSCAFG00000002589
panthera_pardus ENSPPRG00000003665
panthera_tigris_altaica ENSPTIG00000012131
felis_catus ENSFCAG00000010489
bos_mutus ENSBMUG00000016347
bos_taurus ENSBTAG00000035054
bison_bison_bison ENSBBBG00000017784
ovis_aries ENSOARG00000011573
capra_hircus ENSCHIG00000016312
tursiops_truncatus ENSTTRG00000007287
sus_scrofa ENSSSCG00000004274
vicugna_pacos ENSVPAG00000004800
pteropus_vampyrus ENSPVAG00000016694
erinaceus_europaeus ENSEEUG00000007833
equus_caballus ENSECAG00000011035
equus_asinus_asinus ENSEASG00005003877
sorex_araneus ENSSARG00000001242
myotis_lucifugus ENSMLUG00000011234
homo_sapiens ENSG00000112280
gorilla_gorilla ENSGGOG00000010221
pan_troglodytes ENSPTRG00000018329
pan_paniscus ENSPPAG00000036128
pongo_abelii ENSPPYG00000016759
nomascus_leucogenys ENSNLEG00000000726
rhinopithecus_bieti ENSRBIG00000039570
rhinopithecus_roxellana ENSRROG00000039731
colobus_angolensis_palliatus ENSCANG00000040955
piliocolobus_tephrosceles ENSPTEG00000011712
papio_anubis ENSPANG00000021650
theropithecus_gelada ENSTGEG00000009777
macaca_mulatta ENSMMUG00000005577
macaca_nemestrina ENSMNEG00000030689
macaca_fascicularis ENSMFAG00000031890
mandrillus_leucophaeus ENSMLEG00000029825
cercocebus_atys ENSCATG00000028556
chlorocebus_sabaeus ENSCSAG00000013786
cebus_capucinus ENSCCAG00000022900
saimiri_boliviensis_boliviensis ENSSBOG00000029347
callithrix_jacchus ENSCJAG00000003767
aotus_nancymaae ENSANAG00000035941
carlito_syrichta ENSTSYG00000001067
microcebus_murinus ENSMICG00000003102
prolemur_simus ENSPSMG00000001412
propithecus_coquereli ENSPCOG00000020452
otolemur_garnettii ENSOGAG00000002670
tupaia_belangeri ENSTBEG00000010352
cavia_porcellus ENSCPOG00000005651
cavia_aperea ENSCAPG00000017577
chinchilla_lanigera ENSCLAG00000001060
heterocephalus_glaber_male ENSHGLG00100006282
heterocephalus_glaber_female ENSHGLG00000002726
castor_canadensis ENSCCNG00000020392
peromyscus_maniculatus_bairdii ENSPEMG00000019296
microtus_ochrogaster ENSMOCG00000002297
cricetulus_griseus_crigri-picr ENSCGRG00015022323
cricetulus_griseus_crigri ENSCGRG00000006282
mesocricetus_auratus ENSMAUG00000017024
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014803
mus_spicilegus ENSMSIG00000028828
mus_musculus ENSMUSG00000026147
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0013999
mus_pahari MGP_PahariEiJ_G0027248
rattus_norvegicus ENSRNOG00000012920
meriones_unguiculatus ENSMUGG00000018919
nannospalax_galili ENSNGAG00000001148
jaculus_jaculus ENSJJAG00000023571
urocitellus_parryii ENSUPAG00010012340
ictidomys_tridecemlineatus ENSSTOG00000005082
spermophilus_dauricus ENSSDAG00000010729
marmota_marmota_marmota ENSMMMG00000002263
oryctolagus_cuniculus ENSOCUG00000012367
ochotona_princeps ENSOPRG00000002998
loxodonta_africana ENSLAFG00000015016
procavia_capensis ENSPCAG00000013217
echinops_telfairi ENSETEG00000002151
dasypus_novemcinctus ENSDNOG00000015999
choloepus_hoffmanni ENSCHOG00000004812
ornithorhynchus_anatinus ENSOANG00000014937
xenopus_tropicalis ENSXETG00000017926
latimeria_chalumnae ENSLACG00000022396
maylandia_zebra ENSMZEG00005005703
latimeria_chalumnae ENSLACG00000001118
