pan_troglodytes ENSPTRG00000017270
pan_paniscus ENSPPAG00000043005
homo_sapiens ENSG00000152377
gorilla_gorilla ENSGGOG00000000808
pongo_abelii ENSPPYG00000015812
nomascus_leucogenys ENSNLEG00000030120
rhinopithecus_bieti ENSRBIG00000028982
rhinopithecus_roxellana ENSRROG00000038915
piliocolobus_tephrosceles ENSPTEG00000033518
colobus_angolensis ENSCANG00000006465
mandrillus_leucophaeus ENSMLEG00000034389
cercocebus_atys ENSCATG00000031614
papio_anubis ENSPANG00000003995
theropithecus_gelada ENSTGEG00000022168
macaca_fascicularis ENSMFAG00000039910
macaca_mulatta ENSMMUG00000001344
macaca_nemestrina ENSMNEG00000039411
chlorocebus_sabaeus ENSCSAG00000013337
cebus_capucinus ENSCCAG00000027360
saimiri_boliviensis ENSSBOG00000020569
callithrix_jacchus ENSCJAG00000006070
aotus_nancymaae ENSANAG00000026263
carlito_syrichta ENSTSYG00000004150
prolemur_simus ENSPSMG00000000602
microcebus_murinus ENSMICG00000000619
propithecus_coquereli ENSPCOG00000005254
otolemur_garnettii ENSOGAG00000012825
tupaia_belangeri ENSTBEG00000012970
mus_musculus ENSMUSG00000056222
mus_spicilegus ENSMSIG00000019959
mus_spretus MGP_SPRETEiJ_G0019471
mus_caroli MGP_CAROLIEiJ_G0018591
mus_pahari MGP_PahariEiJ_G0019655
rattus_norvegicus ENSRNOG00000012747
meriones_unguiculatus ENSMUGG00000024637
cricetulus_griseus ENSCGRG00015015927
cricetulus_griseus ENSCGRG00001004982
cricetulus_griseus ENSCGRG00000009955
mesocricetus_auratus ENSMAUG00000012855
microtus_ochrogaster ENSMOCG00000020464
peromyscus_maniculatus ENSPEMG00000008714
nannospalax_galili ENSNGAG00000022891
jaculus_jaculus ENSJJAG00000009570
castor_canadensis ENSCCNG00000004190
cavia_aperea ENSCAPG00000017772
cavia_porcellus ENSCPOG00000000622
octodon_degus ENSODEG00000007552
chinchilla_lanigera ENSCLAG00000013455
heterocephalus_glaber ENSHGLG00000013253
heterocephalus_glaber ENSHGLG00100000127
fukomys_damarensis ENSFDAG00000016044
urocitellus_parryii ENSUPAG00010016710
marmota_marmota ENSMMMG00000006301
ictidomys_tridecemlineatus ENSSTOG00000007317
spermophilus_dauricus ENSSDAG00000002724
bos_mutus ENSBMUG00000025715
bos_taurus ENSBTAG00000003502
bos_indicus ENSBIXG00005011413
bos_indicus ENSBIXG00000025945
bison_bison ENSBBBG00000005154
ovis_aries ENSOARG00000015313
capra_hircus ENSCHIG00000021668
vicugna_pacos ENSVPAG00000006554
erinaceus_europaeus ENSEEUG00000001278
ailuropoda_melanoleuca ENSAMEG00000016040
ursus_maritimus ENSUMAG00000016534
mustela_putorius ENSMPUG00000009917
neovison_vison ENSNVIG00000015810
canis_lupus ENSCAFG00020008033
canis_lupus ENSCAFG00000032668
vulpes_vulpes ENSVVUG00000014651
panthera_tigris ENSPTIG00000018667
felis_catus ENSFCAG00000015544
equus_caballus ENSECAG00000007511
equus_asinus ENSEASG00005020567
tursiops_truncatus ENSTTRG00000000496
sus_scrofa ENSSSCG00000032423
panthera_pardus ENSPPRG00000018201
pteropus_vampyrus ENSPVAG00000015695
myotis_lucifugus ENSMLUG00000008284
sorex_araneus ENSSARG00000014285
ochotona_princeps ENSOPRG00000001125
oryctolagus_cuniculus ENSOCUG00000009843
dipodomys_ordii ENSDORG00000010027
dasypus_novemcinctus ENSDNOG00000011592
choloepus_hoffmanni ENSCHOG00000013428
callithrix_jacchus ENSCJAG00000061916
procavia_capensis ENSPCAG00000013477
loxodonta_africana ENSLAFG00000017553
echinops_telfairi ENSETEG00000003022
vombatus_ursinus ENSVURG00010008813
phascolarctos_cinereus ENSPCIG00000015217
sarcophilus_harrisii ENSSHAG00000001891
notamacropus_eugenii ENSMEUG00000016438
monodelphis_domestica ENSMODG00000046877
ornithorhynchus_anatinus ENSOANG00000003680
neovison_vison ENSNVIG00000015795
mustela_putorius ENSMPUG00000009912
canis_lupus ENSCAFG00020008103
canis_lupus ENSCAFG00020015183
ursus_americanus ENSUAMG00000023208
felis_catus ENSFCAG00000047766
meriones_unguiculatus ENSMUGG00000019318
mus_spicilegus ENSMSIG00000020017
ornithorhynchus_anatinus ENSOANG00000002844
calidris_pygmaea ENSCPGG00000003795
calidris_pugnax ENSCPUG00000003681
melopsittacus_undulatus ENSMUNG00000002998
anser_brachyrhynchus ENSABRG00000004940
anas_platyrhynchos ENSAPLG00000002554
meleagris_gallopavo ENSMGAG00000007969
gallus_gallus ENSGALG00000006258
coturnix_japonica ENSCJPG00005005199
numida_meleagris ENSNMEG00000020376
apteryx_haastii ENSAHAG00000006506
apteryx_owenii ENSAOWG00000009240
apteryx_rowi ENSARWG00000002292
nothoprocta_perdicaria ENSNPEG00000007559
dromaius_novaehollandiae ENSDNVG00000010230
