chelonoidis_abingdonii ENSCABG00000006791
gopherus_agassizii ENSGAGG00000009839
chrysemys_picta_bellii ENSCPBG00000013447
pelodiscus_sinensis ENSPSIG00000000539
gopherus_agassizii ENSGAGG00000000263
apteryx_rowi ENSARWG00000014152
apteryx_haastii ENSAHAG00000000066
dromaius_novaehollandiae ENSDNVG00000014665
anser_brachyrhynchus ENSABRG00000007989
anas_platyrhynchos_platyrhynchos ENSAPLG00000011946
coturnix_japonica ENSCJPG00005011205
meleagris_gallopavo ENSMGAG00000009276
gallus_gallus ENSGALG00000042123
numida_meleagris ENSNMEG00000018938
manacus_vitellinus ENSMVIG00005014665
lepidothrix_coronata ENSLCOG00000004638
cyanistes_caeruleus ENSCCEG00000012915
parus_major ENSPMJG00000010519
ficedula_albicollis ENSFALG00000014277
junco_hyemalis ENSJHYG00000001695
zonotrichia_albicollis ENSZALG00000007941
serinus_canaria ENSSCAG00000012127
taeniopygia_guttata ENSTGUG00000004922
lonchura_striata_domestica ENSLSDG00000004381
calidris_pygmaea ENSCPGG00000003947
calidris_pugnax ENSCPUG00000009312
melopsittacus_undulatus ENSMUNG00000010760
anolis_carolinensis ENSACAG00000023382
notechis_scutatus ENSNSUG00000015281
salvator_merianae ENSSMRG00000018672
sphenodon_punctatus ENSSPUG00000017484
bos_taurus ENSBTAG00000007051
bos_mutus ENSBMUG00000004163
bison_bison_bison ENSBBBG00000005627
ovis_aries ENSOARG00000004177
sus_scrofa ENSSSCG00000006966
equus_asinus_asinus ENSEASG00005017001
equus_asinus_asinus ENSEASG00005016989
equus_caballus ENSECAG00000003573
erinaceus_europaeus ENSEEUG00000014439
mus_spicilegus ENSMSIG00000017079
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032098
mus_musculus ENSMUSG00000055976
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030982
mus_pahari MGP_PahariEiJ_G0021450
rattus_norvegicus ENSRNOG00000011424
meriones_unguiculatus ENSMUGG00000024606
cricetulus_griseus_chok1gshd ENSCGRG00001006104
cricetulus_griseus_crigri ENSCGRG00000019626
cricetulus_griseus_crigri-picr ENSCGRG00015024615
mesocricetus_auratus ENSMAUG00000008935
microtus_ochrogaster ENSMOCG00000009754
peromyscus_maniculatus_bairdii ENSPEMG00000001401
nannospalax_galili ENSNGAG00000016817
castor_canadensis ENSCCNG00000000589
urocitellus_parryii ENSUPAG00010016877
ictidomys_tridecemlineatus ENSSTOG00000024838
marmota_marmota_marmota ENSMMMG00000008712
jaculus_jaculus ENSJJAG00000013088
dipodomys_ordii ENSDORG00000026976
chinchilla_lanigera ENSCLAG00000017543
octodon_degus ENSODEG00000019489
heterocephalus_glaber_female ENSHGLG00000020722
heterocephalus_glaber_male ENSHGLG00100019615
piliocolobus_tephrosceles ENSPTEG00000033419
rhinopithecus_bieti ENSRBIG00000018659
chlorocebus_sabaeus ENSCSAG00000018518
theropithecus_gelada ENSTGEG00000016072
pan_troglodytes ENSPTRG00000040603
pan_paniscus ENSPPAG00000032741
homo_sapiens ENSG00000253958
nomascus_leucogenys ENSNLEG00000014946
callithrix_jacchus ENSCJAG00000045840
oryctolagus_cuniculus ENSOCUG00000000632
otolemur_garnettii ENSOGAG00000033228
ursus_americanus ENSUAMG00000006245
ailuropoda_melanoleuca ENSAMEG00000000513
mustela_putorius_furo ENSMPUG00000019946
felis_catus ENSFCAG00000042422
panthera_pardus ENSPPRG00000018870
loxodonta_africana ENSLAFG00000031214
prolemur_simus ENSPSMG00000005643
dasypus_novemcinctus ENSDNOG00000047326
echinops_telfairi ENSETEG00000015051
sarcophilus_harrisii ENSSHAG00000015156
phascolarctos_cinereus ENSPCIG00000020563
xenopus_tropicalis ENSXETG00000026703
latimeria_chalumnae ENSLACG00000005739
paramormyrops_kingsleyae ENSPKIG00000022596
paramormyrops_kingsleyae ENSPKIG00000022590
scleropages_formosus ENSSFOG00015018631
paramormyrops_kingsleyae ENSPKIG00000022611
xiphophorus_maculatus ENSXMAG00000020077
xiphophorus_couchianus ENSXCOG00000005305
gambusia_affinis ENSGAFG00000005633
poecilia_formosa ENSPFOG00000020334
poecilia_mexicana ENSPMEG00000018780
poecilia_latipinna ENSPLAG00000004273
poecilia_reticulata ENSPREG00000006047
fundulus_heteroclitus ENSFHEG00000011895
cyprinodon_variegatus ENSCVAG00000013009
kryptolebias_marmoratus ENSKMAG00000014078
oryzias_latipes ENSORLG00000011288
