salvator_merianae ENSSMRG00000013777
pogona_vitticeps ENSPVIG00000019148
apteryx_owenii ENSAOWG00000009617
tursiops_truncatus ENSTTRG00000017113
vicugna_pacos ENSVPAG00000010608
equus_caballus ENSECAG00000015900
echinops_telfairi ENSETEG00000008407
loxodonta_africana ENSLAFG00000011013
mesocricetus_auratus ENSMAUG00000007964
monodelphis_domestica ENSMODG00000018754
xenopus_tropicalis ENSXETG00000011053
mola_mola ENSMMOG00000011671
takifugu_rubripes ENSTRUG00000025308
cynoglossus_semilaevis ENSCSEG00000020402
paramormyrops_kingsleyae ENSPKIG00000013127
scleropages_formosus ENSSFOG00015010803
tetraodon_nigroviridis ENSTNIG00000009895
periophthalmus_magnuspinnatus ENSPMGG00000012296
equus_asinus_asinus ENSEASG00005019647
tupaia_belangeri ENSTBEG00000002278
monodelphis_domestica ENSMODG00000020218
petromyzon_marinus ENSPMAG00000001964
