calidris_pygmaea ENSCPGG00000004606
calidris_pugnax ENSCPUG00000012920
lonchura_striata_domestica ENSLSDG00000005307
parus_major ENSPMJG00000013453
cyanistes_caeruleus ENSCCEG00000005510
parus_major ENSPMJG00000013454
taeniopygia_guttata ENSTGUG00000014577
manacus_vitellinus ENSMVIG00005005540
manacus_vitellinus ENSMVIG00005005522
lepidothrix_coronata ENSLCOG00000007846
gallus_gallus ENSGALG00000054154
apteryx_owenii ENSAOWG00000019443
apteryx_rowi ENSARWG00000012829
nothoprocta_perdicaria ENSNPEG00000011230
sphenodon_punctatus ENSSPUG00000012010
anolis_carolinensis ENSACAG00000004207
pogona_vitticeps ENSPVIG00000020342
notechis_scutatus ENSNSUG00000005793
salvator_merianae ENSSMRG00000021764
sphenodon_punctatus ENSSPUG00000012156
chelonoidis_abingdonii ENSCABG00000004644
gopherus_agassizii ENSGAGG00000022010
chrysemys_picta_bellii ENSCPBG00000026745
pelodiscus_sinensis ENSPSIG00000013308
urocitellus_parryii ENSUPAG00010002429
ictidomys_tridecemlineatus ENSSTOG00000026259
marmota_marmota_marmota ENSMMMG00000003869
dipodomys_ordii ENSDORG00000016382
cricetulus_griseus_chok1gshd ENSCGRG00001022072
cricetulus_griseus_crigri ENSCGRG00000005061
cricetulus_griseus_crigri-picr ENSCGRG00015025686
mesocricetus_auratus ENSMAUG00000002013
microtus_ochrogaster ENSMOCG00000000884
peromyscus_maniculatus_bairdii ENSPEMG00000010094
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018086
mus_spicilegus ENSMSIG00000028119
mus_musculus ENSMUSG00000008855
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017243
mus_pahari MGP_PahariEiJ_G0018373
rattus_norvegicus ENSRNOG00000020905
meriones_unguiculatus ENSMUGG00000015834
nannospalax_galili ENSNGAG00000019645
jaculus_jaculus ENSJJAG00000020345
oryctolagus_cuniculus ENSOCUG00000008574
ochotona_princeps ENSOPRG00000008571
castor_canadensis ENSCCNG00000021945
panthera_tigris_altaica ENSPTIG00000013036
procavia_capensis ENSPCAG00000008825
myotis_lucifugus ENSMLUG00000006398
pteropus_vampyrus ENSPVAG00000013712
panthera_pardus ENSPPRG00000023870
felis_catus ENSFCAG00000002199
bos_mutus ENSBMUG00000019271
bos_taurus ENSBTAG00000016254
bison_bison_bison ENSBBBG00000018438
