castor_canadensis ENSCCNG00000018514
dipodomys_ordii ENSDORG00000005789
cricetulus_griseus ENSCGRG00000018120
cricetulus_griseus ENSCGRG00001001311
cricetulus_griseus ENSCGRG00015021466
mesocricetus_auratus ENSMAUG00000020568
peromyscus_maniculatus ENSPEMG00000007932
microtus_ochrogaster ENSMOCG00000015857
mus_spicilegus ENSMSIG00000015551
mus_spretus MGP_SPRETEiJ_G0032778
mus_musculus ENSMUSG00000006519
mus_caroli MGP_CAROLIEiJ_G0031660
mus_pahari MGP_PahariEiJ_G0023258
rattus_norvegicus ENSRNOG00000013014
meriones_unguiculatus ENSMUGG00000009332
nannospalax_galili ENSNGAG00000009875
jaculus_jaculus ENSJJAG00000001098
cavia_porcellus ENSCPOG00000001019
cavia_aperea ENSCAPG00000007025
octodon_degus ENSODEG00000004204
chinchilla_lanigera ENSCLAG00000000711
heterocephalus_glaber ENSHGLG00000017034
heterocephalus_glaber ENSHGLG00100003741
fukomys_damarensis ENSFDAG00000006259
urocitellus_parryii ENSUPAG00010015480
ictidomys_tridecemlineatus ENSSTOG00000020835
spermophilus_dauricus ENSSDAG00000006449
ochotona_princeps ENSOPRG00000006635
pongo_abelii ENSPPYG00000007641
homo_sapiens ENSG00000051523
cercocebus_atys ENSCATG00000034724
theropithecus_gelada ENSTGEG00000020393
papio_anubis ENSPANG00000032558
chlorocebus_sabaeus ENSCSAG00000003057
rhinopithecus_bieti ENSRBIG00000029680
rhinopithecus_roxellana ENSRROG00000041592
colobus_angolensis ENSCANG00000035196
macaca_mulatta ENSMMUG00000053929
piliocolobus_tephrosceles ENSPTEG00000037225
cebus_capucinus ENSCCAG00000021236
saimiri_boliviensis ENSSBOG00000032747
callithrix_jacchus ENSCJAG00000051807
aotus_nancymaae ENSANAG00000037939
carlito_syrichta ENSTSYG00000036710
otolemur_garnettii ENSOGAG00000000417
propithecus_coquereli ENSPCOG00000024265
prolemur_simus ENSPSMG00000009551
pan_troglodytes ENSPTRG00000008458
pan_paniscus ENSPPAG00000017054
gorilla_gorilla ENSGGOG00000012534
nomascus_leucogenys ENSNLEG00000034992
macaca_fascicularis ENSMFAG00000032332
macaca_nemestrina ENSMNEG00000040513
mandrillus_leucophaeus ENSMLEG00000031361
canis_lupus ENSCAFG00000019881
microcebus_murinus ENSMICG00000043128
myotis_lucifugus ENSMLUG00000008863
pteropus_vampyrus ENSPVAG00000017353
equus_asinus ENSEASG00005000582
equus_caballus ENSECAG00000010965
ovis_aries ENSOARG00000012901
capra_hircus ENSCHIG00000014395
bos_indicus ENSBIXG00000014264
bos_indicus ENSBIXG00005010609
bos_taurus ENSBTAG00000051907
bos_mutus ENSBMUG00000013440
bison_bison ENSBBBG00000003459
tursiops_truncatus ENSTTRG00000006256
sus_scrofa ENSSSCG00000031493
mustela_putorius ENSMPUG00000008126
neovison_vison ENSNVIG00000008678
ailuropoda_melanoleuca ENSAMEG00000018174
canis_lupus ENSCAFG00020004707
