vombatus_ursinus ENSVURG00010018194
phascolarctos_cinereus ENSPCIG00000013403
notamacropus_eugenii ENSMEUG00000008279
sarcophilus_harrisii ENSSHAG00000015486
monodelphis_domestica ENSMODG00000016692
monodelphis_domestica ENSMODG00000005902
canis_lupus ENSCAFG00020022159
canis_lupus ENSCAFG00000012528
vulpes_vulpes ENSVVUG00000015857
ursus_americanus ENSUAMG00000025273
ursus_maritimus ENSUMAG00000000149
ailuropoda_melanoleuca ENSAMEG00000013451
neovison_vison ENSNVIG00000021436
mustela_putorius ENSMPUG00000007664
panthera_pardus ENSPPRG00000009414
panthera_tigris ENSPTIG00000020131
myotis_lucifugus ENSMLUG00000000308
bos_indicus ENSBIXG00000020431
bos_indicus ENSBIXG00005021267
bos_taurus ENSBTAG00000005127
bos_mutus ENSBMUG00000023856
bison_bison ENSBBBG00000023734
capra_hircus ENSCHIG00000014692
ovis_aries ENSOARG00000014683
bos_indicus ENSBIXG00000020094
bos_indicus ENSBIXG00005020124
bos_taurus ENSBTAG00000054825
bos_mutus ENSBMUG00000004411
bison_bison ENSBBBG00000016085
tursiops_truncatus ENSTTRG00000011050
equus_caballus ENSECAG00000014168
felis_catus ENSFCAG00000003249
sus_scrofa ENSSSCG00000033332
equus_asinus ENSEASG00005023217
tupaia_belangeri ENSTBEG00000012281
ochotona_princeps ENSOPRG00000000450
pteropus_vampyrus ENSPVAG00000017919
procavia_capensis ENSPCAG00000001310
canis_lupus ENSCAFG00000048499
gorilla_gorilla ENSGGOG00000005634
homo_sapiens ENSG00000101182
pan_troglodytes ENSPTRG00000013699
pongo_abelii ENSPPYG00000011196
nomascus_leucogenys ENSNLEG00000015772
piliocolobus_tephrosceles ENSPTEG00000000053
colobus_angolensis ENSCANG00000031198
rhinopithecus_roxellana ENSRROG00000043126
rhinopithecus_bieti ENSRBIG00000030294
cercocebus_atys ENSCATG00000012259
mandrillus_leucophaeus ENSMLEG00000033853
papio_anubis ENSPANG00000020513
macaca_fascicularis ENSMFAG00000000723
macaca_nemestrina ENSMNEG00000027997
macaca_mulatta ENSMMUG00000018354
chlorocebus_sabaeus ENSCSAG00000015753
theropithecus_gelada ENSTGEG00000010548
cebus_capucinus ENSCCAG00000019388
callithrix_jacchus ENSCJAG00000014419
aotus_nancymaae ENSANAG00000010130
microcebus_murinus ENSMICG00000014687
propithecus_coquereli ENSPCOG00000012673
otolemur_garnettii ENSOGAG00000000931
otolemur_garnettii ENSOGAG00000033967
cavia_porcellus ENSCPOG00000014168
cavia_aperea ENSCAPG00000003762
octodon_degus ENSODEG00000004073
heterocephalus_glaber ENSHGLG00000013634
