calidris_pygmaea ENSCPGG00000010444
lepidothrix_coronata ENSLCOG00000001246
coturnix_japonica ENSCJPG00005008381
melopsittacus_undulatus ENSMUNG00000008982
apteryx_owenii ENSAOWG00000014282
apteryx_haastii ENSAHAG00000004443
apteryx_rowi ENSARWG00000014834
gopherus_agassizii ENSGAGG00000006930
chrysemys_picta_bellii ENSCPBG00000016933
canis_lupus_dingo ENSCAFG00020015022
vulpes_vulpes ENSVVUG00000030049
paramormyrops_kingsleyae ENSPKIG00000022245
scleropages_formosus ENSSFOG00015015995
paramormyrops_kingsleyae ENSPKIG00000003267
