labrus_bergylta ENSLBEG00000013065
gasterosteus_aculeatus ENSGACG00000020201
fundulus_heteroclitus ENSFHEG00000015020
cyprinodon_variegatus ENSCVAG00000021119
xiphophorus_maculatus ENSXMAG00000013871
gambusia_affinis ENSGAFG00000015704
poecilia_latipinna ENSPLAG00000016082
poecilia_mexicana ENSPMEG00000007628
poecilia_formosa ENSPFOG00000014425
poecilia_reticulata ENSPREG00000009833
oryzias_latipes ENSORLG00020014468
oryzias_latipes ENSORLG00000028612
oryzias_latipes_asm223469v1 ENSORLG00015021422
oryzias_melastigma ENSOMEG00000023553
haplochromis_burtoni ENSHBUG00000018637
astatotilapia_calliptera ENSACLG00000026628
maylandia_zebra ENSMZEG00005022960
pundamilia_nyererei ENSPNYG00000022321
oreochromis_niloticus ENSONIG00000011342
neolamprologus_brichardi ENSNBRG00000018633
amphilophus_citrinellus ENSACIG00000003979
amphiprion_percula ENSAPEG00000016177
amphiprion_ocellaris ENSAOCG00000015109
acanthochromis_polyacanthus ENSAPOG00000001951
seriola_lalandi_dorsalis ENSSLDG00000004656
seriola_dumerili ENSSDUG00000018945
scophthalmus_maximus ENSSMAG00000001362
anabas_testudineus ENSATEG00000003443
mola_mola ENSMMOG00000005856
stegastes_partitus ENSSPAG00000010875
cynoglossus_semilaevis ENSCSEG00000013072
hippocampus_comes ENSHCOG00000012749
monopterus_albus ENSMALG00000002552
tetraodon_nigroviridis ENSTNIG00000008577
takifugu_rubripes ENSTRUG00000017371
mastacembelus_armatus ENSMAMG00000004384
periophthalmus_magnuspinnatus ENSPMGG00000003020
gadus_morhua ENSGMOG00000012183
esox_lucius ENSELUG00000023882
pygocentrus_nattereri ENSPNAG00000015350
astyanax_mexicanus ENSAMXG00000008862
ictalurus_punctatus ENSIPUG00000018717
danio_rerio ENSDARG00000068923
scleropages_formosus ENSSFOG00015013853
paramormyrops_kingsleyae ENSPKIG00000020754
tetraodon_nigroviridis ENSTNIG00000000597
lepisosteus_oculatus ENSLOCG00000004670
castor_canadensis ENSCCNG00000027727
dipodomys_ordii ENSDORG00000001772
mus_spicilegus ENSMSIG00000011380
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022272
mus_musculus ENSMUSG00000054134
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021358
mus_pahari MGP_PahariEiJ_G0023677
rattus_norvegicus ENSRNOG00000001157
meriones_unguiculatus ENSMUGG00000018762
cricetulus_griseus_chok1gshd ENSCGRG00001019253
cricetulus_griseus_crigri ENSCGRG00000008950
cricetulus_griseus_crigri-picr ENSCGRG00015023288
mesocricetus_auratus ENSMAUG00000011519
peromyscus_maniculatus_bairdii ENSPEMG00000012432
microtus_ochrogaster ENSMOCG00000000831
nannospalax_galili ENSNGAG00000014854
jaculus_jaculus ENSJJAG00000012073
chinchilla_lanigera ENSCLAG00000009892
octodon_degus ENSODEG00000012627
cavia_aperea ENSCAPG00000012452
cavia_porcellus ENSCPOG00000023566
heterocephalus_glaber_female ENSHGLG00000015409
heterocephalus_glaber_male ENSHGLG00100008177
fukomys_damarensis ENSFDAG00000009716
ictidomys_tridecemlineatus ENSSTOG00000027158
urocitellus_parryii ENSUPAG00010022946
spermophilus_dauricus ENSSDAG00000012981
marmota_marmota_marmota ENSMMMG00000010282
ochotona_princeps ENSOPRG00000004409
tupaia_belangeri ENSTBEG00000008295
pan_paniscus ENSPPAG00000011906
pan_troglodytes ENSPTRG00000013936
homo_sapiens ENSG00000177398
gorilla_gorilla ENSGGOG00000008453
pongo_abelii ENSPPYG00000011445
nomascus_leucogenys ENSNLEG00000014490
mandrillus_leucophaeus ENSMLEG00000036713
cercocebus_atys ENSCATG00000042383
macaca_mulatta ENSMMUG00000018057
macaca_fascicularis ENSMFAG00000039195
macaca_nemestrina ENSMNEG00000005265
theropithecus_gelada ENSTGEG00000022764
papio_anubis ENSPANG00000020446
chlorocebus_sabaeus ENSCSAG00000008176
