scleropages_formosus ENSSFOG00015000090
paramormyrops_kingsleyae ENSPKIG00000011814
fundulus_heteroclitus ENSFHEG00000001500
cyprinodon_variegatus ENSCVAG00000004195
poecilia_latipinna ENSPLAG00000001419
poecilia_mexicana ENSPMEG00000021612
poecilia_reticulata ENSPREG00000021115
xiphophorus_couchianus ENSXCOG00000006932
xiphophorus_maculatus ENSXMAG00000011310
gambusia_affinis ENSGAFG00000009578
poecilia_formosa ENSPFOG00000006216
poecilia_mexicana ENSPMEG00000002410
kryptolebias_marmoratus ENSKMAG00000010897
oryzias_latipes ENSORLG00000010651
oryzias_latipes_asm223469v1 ENSORLG00015005742
oryzias_latipes ENSORLG00020009752
oryzias_melastigma ENSOMEG00000000887
cynoglossus_semilaevis ENSCSEG00000018808
mastacembelus_armatus ENSMAMG00000009607
monopterus_albus ENSMALG00000017349
anabas_testudineus ENSATEG00000020473
seriola_dumerili ENSSDUG00000013819
seriola_lalandi_dorsalis ENSSLDG00000001499
scophthalmus_maximus ENSSMAG00000020596
takifugu_rubripes ENSTRUG00000018481
tetraodon_nigroviridis ENSTNIG00000018090
mola_mola ENSMMOG00000001764
labrus_bergylta ENSLBEG00000014192
gasterosteus_aculeatus ENSGACG00000006754
amphiprion_percula ENSAPEG00000011876
amphiprion_ocellaris ENSAOCG00000005354
acanthochromis_polyacanthus ENSAPOG00000005473
acanthochromis_polyacanthus ENSAPOG00000011999
stegastes_partitus ENSSPAG00000005218
astatotilapia_calliptera ENSACLG00000000706
haplochromis_burtoni ENSHBUG00000023365
maylandia_zebra ENSMZEG00005018983
pundamilia_nyererei ENSPNYG00000016944
neolamprologus_brichardi ENSNBRG00000018957
oreochromis_niloticus ENSONIG00000008857
amphilophus_citrinellus ENSACIG00000011475
hippocampus_comes ENSHCOG00000005248
periophthalmus_magnuspinnatus ENSPMGG00000010622
gadus_morhua ENSGMOG00000004130
esox_lucius ENSELUG00000021498
pygocentrus_nattereri ENSPNAG00000001432
astyanax_mexicanus ENSAMXG00000011372
ictalurus_punctatus ENSIPUG00000005505
danio_rerio ENSDARG00000039512
lepisosteus_oculatus ENSLOCG00000006392
latimeria_chalumnae ENSLACG00000002967
