clupea_harengus ENSCHAG00000023108
denticeps_clupeoides ENSDCDG00000033413
electrophorus_electricus ENSEEEG00000008211
ictalurus_punctatus ENSIPUG00000009769
astyanax_mexicanus ENSAMXG00000006193
astyanax_mexicanus ENSAMXG00005017884
pygocentrus_nattereri ENSPNAG00000011453
danio_rerio ENSDARG00000030591
hucho_hucho ENSHHUG00000013400
esox_lucius ENSELUG00000014595
betta_splendens ENSBSLG00000019978
hippocampus_comes ENSHCOG00000002076
cynoglossus_semilaevis ENSCSEG00000013583
oryzias_latipes ENSORLG00015002739
oryzias_latipes ENSORLG00000020671
oryzias_melastigma ENSOMEG00000013418
gouania_willdenowi ENSGWIG00000026159
larimichthys_crocea ENSLCRG00005018920
mola_mola ENSMMOG00000020936
labrus_bergylta ENSLBEG00000015820
cottoperca_gobio ENSCGOG00000018012
gasterosteus_aculeatus ENSGACG00000016801
takifugu_rubripes ENSTRUG00000025122
tetraodon_nigroviridis ENSTNIG00000014883
amphiprion_ocellaris ENSAOCG00000016216
amphiprion_percula ENSAPEG00000022886
acanthochromis_polyacanthus ENSAPOG00000010233
stegastes_partitus ENSSPAG00000006844
parambassis_ranga ENSPRNG00000025903
astatotilapia_calliptera ENSACLG00000009723
maylandia_zebra ENSMZEG00005024370
pundamilia_nyererei ENSPNYG00000006826
haplochromis_burtoni ENSHBUG00000006699
oreochromis_niloticus ENSONIG00000018554
neolamprologus_brichardi ENSNBRG00000012883
amphilophus_citrinellus ENSACIG00000008476
xiphophorus_maculatus ENSXMAG00000000464
xiphophorus_couchianus ENSXCOG00000018944
gambusia_affinis ENSGAFG00000020167
poecilia_latipinna ENSPLAG00000000484
poecilia_formosa ENSPFOG00000011049
poecilia_mexicana ENSPMEG00000012705
poecilia_reticulata ENSPREG00000011580
cyprinodon_variegatus ENSCVAG00000012344
fundulus_heteroclitus ENSFHEG00000010769
kryptolebias_marmoratus ENSKMAG00000021032
mastacembelus_armatus ENSMAMG00000005624
monopterus_albus ENSMALG00000017133
anabas_testudineus ENSATEG00000020965
lates_calcarifer ENSLCAG00010020454
scophthalmus_maximus ENSSMAG00000014131
seriola_dumerili ENSSDUG00000009704
seriola_lalandi ENSSLDG00000017853
periophthalmus_magnuspinnatus ENSPMGG00000015922
gadus_morhua ENSGMOG00000012463
scleropages_formosus ENSSFOG00015021522
paramormyrops_kingsleyae ENSPKIG00000010397
