scleropages_formosus ENSSFOG00015011667
paramormyrops_kingsleyae ENSPKIG00000004791
xiphophorus_couchianus ENSXCOG00000005366
xiphophorus_maculatus ENSXMAG00000008095
gambusia_affinis ENSGAFG00000017833
poecilia_formosa ENSPFOG00000013186
poecilia_mexicana ENSPMEG00000020950
poecilia_latipinna ENSPLAG00000000469
poecilia_reticulata ENSPREG00000001565
cyprinodon_variegatus ENSCVAG00000004597
fundulus_heteroclitus ENSFHEG00000011045
kryptolebias_marmoratus ENSKMAG00000008479
oryzias_melastigma ENSOMEG00000017166
oryzias_melastigma ENSOMEG00000017157
oryzias_latipes ENSORLG00000013638
oryzias_latipes ENSORLG00020005522
oryzias_latipes_asm223469v1 ENSORLG00015020620
labrus_bergylta ENSLBEG00000013721
labrus_bergylta ENSLBEG00000013511
labrus_bergylta ENSLBEG00000001633
mastacembelus_armatus ENSMAMG00000015319
monopterus_albus ENSMALG00000007541
anabas_testudineus ENSATEG00000012525
seriola_dumerili ENSSDUG00000005080
seriola_lalandi_dorsalis ENSSLDG00000023275
scophthalmus_maximus ENSSMAG00000012500
gasterosteus_aculeatus ENSGACG00000003677
amphiprion_percula ENSAPEG00000024667
amphiprion_ocellaris ENSAOCG00000004474
acanthochromis_polyacanthus ENSAPOG00000016039
stegastes_partitus ENSSPAG00000021949
maylandia_zebra ENSMZEG00005011060
astatotilapia_calliptera ENSACLG00000020999
pundamilia_nyererei ENSPNYG00000011915
haplochromis_burtoni ENSHBUG00000011286
neolamprologus_brichardi ENSNBRG00000016555
oreochromis_niloticus ENSONIG00000010256
amphilophus_citrinellus ENSACIG00000004162
takifugu_rubripes ENSTRUG00000017737
tetraodon_nigroviridis ENSTNIG00000013098
mola_mola ENSMMOG00000008499
cynoglossus_semilaevis ENSCSEG00000017361
hippocampus_comes ENSHCOG00000004276
periophthalmus_magnuspinnatus ENSPMGG00000022599
gadus_morhua ENSGMOG00000005832
esox_lucius ENSELUG00000021360
pygocentrus_nattereri ENSPNAG00000007941
astyanax_mexicanus ENSAMXG00000003650
ictalurus_punctatus ENSIPUG00000013459
danio_rerio ENSDARG00000059936
lepisosteus_oculatus ENSLOCG00000011296
pogona_vitticeps ENSPVIG00000014779
anolis_carolinensis ENSACAG00000010493
notechis_scutatus ENSNSUG00000013388
salvator_merianae ENSSMRG00000008453
sphenodon_punctatus ENSSPUG00000001969
chelonoidis_abingdonii ENSCABG00000022938
gopherus_agassizii ENSGAGG00000003052
chrysemys_picta_bellii ENSCPBG00000019539
pelodiscus_sinensis ENSPSIG00000004770
gopherus_agassizii ENSGAGG00000020009
manacus_vitellinus ENSMVIG00005018832
lepidothrix_coronata ENSLCOG00000005298
lonchura_striata_domestica ENSLSDG00000017244
taeniopygia_guttata ENSTGUG00000003489
zonotrichia_albicollis ENSZALG00000014396
junco_hyemalis ENSJHYG00000013456
serinus_canaria ENSSCAG00000012328
cyanistes_caeruleus ENSCCEG00000019617
parus_major ENSPMJG00000013961
ficedula_albicollis ENSFALG00000012946
