scophthalmus_maximus ENSSMAG00000020756
labrus_bergylta ENSLBEG00000017578
anabas_testudineus ENSATEG00000024240
periophthalmus_magnuspinnatus ENSPMGG00000010883
poecilia_latipinna ENSPLAG00000023223
poecilia_mexicana ENSPMEG00000000504
poecilia_formosa ENSPFOG00000024010
poecilia_reticulata ENSPREG00000022411
xiphophorus_maculatus ENSXMAG00000024774
cyprinodon_variegatus ENSCVAG00000008552
kryptolebias_marmoratus ENSKMAG00000004820
oryzias_latipes ENSORLG00000023216
oryzias_latipes ENSORLG00020000215
oryzias_latipes_asm223469v1 ENSORLG00015003847
oryzias_melastigma ENSOMEG00000020265
maylandia_zebra ENSMZEG00005022262
haplochromis_burtoni ENSHBUG00000000152
amphilophus_citrinellus ENSACIG00000014553
amphiprion_percula ENSAPEG00000024103
amphiprion_ocellaris ENSAOCG00000012000
acanthochromis_polyacanthus ENSAPOG00000021726
stegastes_partitus ENSSPAG00000018941
mola_mola ENSMMOG00000017203
mastacembelus_armatus ENSMAMG00000003490
mastacembelus_armatus ENSMAMG00000003402
monopterus_albus ENSMALG00000011713
seriola_lalandi_dorsalis ENSSLDG00000015179
seriola_dumerili ENSSDUG00000003318
takifugu_rubripes ENSTRUG00000024645
esox_lucius ENSELUG00000004305
pygocentrus_nattereri ENSPNAG00000002685
astyanax_mexicanus ENSAMXG00000031079
ictalurus_punctatus ENSIPUG00000021735
paramormyrops_kingsleyae ENSPKIG00000010999
scleropages_formosus ENSSFOG00015016717
lepisosteus_oculatus ENSLOCG00000011033
pogona_vitticeps ENSPVIG00000002296
crocodylus_porosus ENSCPRG00005015015
