castor_canadensis ENSCCNG00000007484
dipodomys_ordii ENSDORG00000026862
nannospalax_galili ENSNGAG00000011827
jaculus_jaculus ENSJJAG00000019969
ictidomys_tridecemlineatus ENSSTOG00000016157
urocitellus_parryii ENSUPAG00010022405
marmota_marmota_marmota ENSMMMG00000012443
tupaia_belangeri ENSTBEG00000013686
pan_paniscus ENSPPAG00000040444
pan_troglodytes ENSPTRG00000008901
homo_sapiens ENSG00000168961
gorilla_gorilla ENSGGOG00000022973
pongo_abelii ENSPPYG00000008078
homo_sapiens ENSG00000170298
gorilla_gorilla ENSGGOG00000021951
homo_sapiens ENSG00000171916
gorilla_gorilla ENSGGOG00000009656
pan_troglodytes ENSPTRG00000008853
pongo_abelii ENSPPYG00000008850
nomascus_leucogenys ENSNLEG00000001484
piliocolobus_tephrosceles ENSPTEG00000004137
colobus_angolensis_palliatus ENSCANG00000008515
mandrillus_leucophaeus ENSMLEG00000029106
theropithecus_gelada ENSTGEG00000006957
macaca_nemestrina ENSMNEG00000035508
theropithecus_gelada ENSTGEG00000012171
papio_anubis ENSPANG00000023179
cercocebus_atys ENSCATG00000039511
papio_anubis ENSPANG00000023533
mandrillus_leucophaeus ENSMLEG00000028397
macaca_fascicularis ENSMFAG00000043507
macaca_mulatta ENSMMUG00000017890
chlorocebus_sabaeus ENSCSAG00000007554
theropithecus_gelada ENSTGEG00000007380
rhinopithecus_roxellana ENSRROG00000041978
colobus_angolensis_palliatus ENSCANG00000031242
macaca_nemestrina ENSMNEG00000030090
cercocebus_atys ENSCATG00000033017
chlorocebus_sabaeus ENSCSAG00000006750
saimiri_boliviensis_boliviensis ENSSBOG00000025381
cebus_capucinus ENSCCAG00000032249
callithrix_jacchus ENSCJAG00000012425
aotus_nancymaae ENSANAG00000026465
carlito_syrichta ENSTSYG00000000056
microcebus_murinus ENSMICG00000027612
propithecus_coquereli ENSPCOG00000026995
prolemur_simus ENSPSMG00000015027
otolemur_garnettii ENSOGAG00000000830
oryctolagus_cuniculus ENSOCUG00000025803
myotis_lucifugus ENSMLUG00000014673
myotis_lucifugus ENSMLUG00000023278
pteropus_vampyrus ENSPVAG00000002861
ursus_maritimus ENSUMAG00000013456
ursus_americanus ENSUAMG00000007034
ailuropoda_melanoleuca ENSAMEG00000005216
neovison_vison ENSNVIG00000018131
mustela_putorius_furo ENSMPUG00000014369
canis_lupus_familiaris ENSCAFG00000018641
canis_lupus_dingo ENSCAFG00020013313
vulpes_vulpes ENSVVUG00000015869
panthera_tigris_altaica ENSPTIG00000005223
panthera_pardus ENSPPRG00000022952
felis_catus ENSFCAG00000009212
bos_taurus ENSBTAG00000006846
bos_mutus ENSBMUG00000011682
bison_bison_bison ENSBBBG00000004420
ovis_aries ENSOARG00000016186
tursiops_truncatus ENSTTRG00000002734
sus_scrofa ENSSSCG00000017754
vicugna_pacos ENSVPAG00000011050
echinops_telfairi ENSETEG00000012373
procavia_capensis ENSPCAG00000007763
