meleagris_gallopavo ENSMGAG00000007711
junco_hyemalis ENSJHYG00000007609
chrysemys_picta ENSCPBG00000010260
zonotrichia_albicollis ENSZALG00000016047
lonchura_striata ENSLSDG00000005184
manacus_vitellinus ENSMVIG00005004254
ficedula_albicollis ENSFALG00000014050
anser_brachyrhynchus ENSABRG00000016839
calidris_pygmaea ENSCPGG00000016997
calidris_pugnax ENSCPUG00000000417
anas_platyrhynchos ENSAPLG00000011588
parus_major ENSPMJG00000016325
dromaius_novaehollandiae ENSDNVG00000012652
apteryx_rowi ENSARWG00000002880
crocodylus_porosus ENSCPRG00005008277
notechis_scutatus ENSNSUG00000003261
xenopus_tropicalis ENSXETG00000017419
lepisosteus_oculatus ENSLOCG00000007017
gallus_gallus ENSGALG00000051431
coturnix_japonica ENSCJPG00005015285
numida_meleagris ENSNMEG00000020331
serinus_canaria ENSSCAG00000011277
taeniopygia_guttata ENSTGUG00000005885
lepidothrix_coronata ENSLCOG00000003853
melopsittacus_undulatus ENSMUNG00000000388
nothoprocta_perdicaria ENSNPEG00000005706
apteryx_haastii ENSAHAG00000000086
chelonoidis_abingdonii ENSCABG00000014319
pelodiscus_sinensis ENSPSIG00000002477
sphenodon_punctatus ENSSPUG00000006814
amphiprion_ocellaris ENSAOCG00000004516
oryzias_melastigma ENSOMEG00000010138
poecilia_reticulata ENSPREG00000000494
cyprinodon_variegatus ENSCVAG00000019662
kryptolebias_marmoratus ENSKMAG00000021489
oryzias_latipes ENSORLG00000013347
amphiprion_percula ENSAPEG00000019287
stegastes_partitus ENSSPAG00000016738
parambassis_ranga ENSPRNG00000015798
poecilia_formosa ENSPFOG00000009775
oreochromis_niloticus ENSONIG00000018863
neolamprologus_brichardi ENSNBRG00000020820
astatotilapia_calliptera ENSACLG00000017104
acanthochromis_polyacanthus ENSAPOG00000016301
fundulus_heteroclitus ENSFHEG00000016172
oryzias_latipes ENSORLG00020021961
pundamilia_nyererei ENSPNYG00000004705
maylandia_zebra ENSMZEG00005009497
xiphophorus_maculatus ENSXMAG00000004894
periophthalmus_magnuspinnatus ENSPMGG00000007370
mastacembelus_armatus ENSMAMG00000009028
cynoglossus_semilaevis ENSCSEG00000011624
takifugu_rubripes ENSTRUG00000011976
gadus_morhua ENSGMOG00000020432
gadus_morhua ENSGMOG00000005862
hucho_hucho ENSHHUG00000026869
esox_lucius ENSELUG00000003667
poecilia_latipinna ENSPLAG00000007338
poecilia_mexicana ENSPMEG00000017167
gambusia_affinis ENSGAFG00000013177
oryzias_latipes ENSORLG00015022726
haplochromis_burtoni ENSHBUG00000020846
anabas_testudineus ENSATEG00000021513
tetraodon_nigroviridis ENSTNIG00000012070
labrus_bergylta ENSLBEG00000027283
betta_splendens ENSBSLG00000003495
seriola_dumerili ENSSDUG00000020897
scophthalmus_maximus ENSSMAG00000007285
gasterosteus_aculeatus ENSGACG00000019181
cottoperca_gobio ENSCGOG00000003654
