clupea_harengus ENSCHAG00000009565
denticeps_clupeoides ENSDCDG00000035730
astyanax_mexicanus ENSAMXG00005011654
astyanax_mexicanus ENSAMXG00000020820
pygocentrus_nattereri ENSPNAG00000017700
ictalurus_punctatus ENSIPUG00000006953
danio_rerio ENSDARG00000074708
periophthalmus_magnuspinnatus ENSPMGG00000007990
hippocampus_comes ENSHCOG00000010884
cottoperca_gobio ENSCGOG00000020487
gasterosteus_aculeatus ENSGACG00000002485
takifugu_rubripes ENSTRUG00000001807
tetraodon_nigroviridis ENSTNIG00000008138
mola_mola ENSMMOG00000004685
larimichthys_crocea ENSLCRG00005015431
labrus_bergylta ENSLBEG00000028583
monopterus_albus ENSMALG00000008155
mastacembelus_armatus ENSMAMG00000022892
anabas_testudineus ENSATEG00000015271
seriola_lalandi ENSSLDG00000009930
seriola_dumerili ENSSDUG00000003643
lates_calcarifer ENSLCAG00010024552
scophthalmus_maximus ENSSMAG00000018586
betta_splendens ENSBSLG00000016232
cynoglossus_semilaevis ENSCSEG00000007847
xiphophorus_maculatus ENSXMAG00000000552
xiphophorus_couchianus ENSXCOG00000006545
gambusia_affinis ENSGAFG00000009379
poecilia_latipinna ENSPLAG00000020062
poecilia_mexicana ENSPMEG00000006449
poecilia_formosa ENSPFOG00000006521
poecilia_reticulata ENSPREG00000015190
fundulus_heteroclitus ENSFHEG00000003578
kryptolebias_marmoratus ENSKMAG00000007397
oryzias_latipes ENSORLG00020019459
oryzias_latipes ENSORLG00015019583
oryzias_latipes ENSORLG00000000198
oryzias_melastigma ENSOMEG00000010639
gouania_willdenowi ENSGWIG00000011702
haplochromis_burtoni ENSHBUG00000022587
pundamilia_nyererei ENSPNYG00000022447
astatotilapia_calliptera ENSACLG00000021918
maylandia_zebra ENSMZEG00005021163
neolamprologus_brichardi ENSNBRG00000003178
oreochromis_niloticus ENSONIG00000014450
amphilophus_citrinellus ENSACIG00000000728
amphiprion_ocellaris ENSAOCG00000022557
amphiprion_percula ENSAPEG00000023755
acanthochromis_polyacanthus ENSAPOG00000021977
stegastes_partitus ENSSPAG00000010078
parambassis_ranga ENSPRNG00000023978
gadus_morhua ENSGMOG00000008711
hucho_hucho ENSHHUG00000030895
esox_lucius ENSELUG00000000394
scleropages_formosus ENSSFOG00015016193
paramormyrops_kingsleyae ENSPKIG00000010944
lepisosteus_oculatus ENSLOCG00000011846
erpetoichthys_calabaricus ENSECRG00000004202
erpetoichthys_calabaricus ENSECRG00000003859
callorhinchus_milii ENSCMIG00000003772
callorhinchus_milii ENSCMIG00000003775
loxodonta_africana ENSLAFG00000007577
procavia_capensis ENSPCAG00000001959
echinops_telfairi ENSETEG00000009372
choloepus_hoffmanni ENSCHOG00000000509
dasypus_novemcinctus ENSDNOG00000002619
castor_canadensis ENSCCNG00000023318
dipodomys_ordii ENSDORG00000000892
cricetulus_griseus ENSCGRG00001020234
cricetulus_griseus ENSCGRG00015023399
cricetulus_griseus ENSCGRG00000004349
mesocricetus_auratus ENSMAUG00000010005
peromyscus_maniculatus ENSPEMG00000012860
microtus_ochrogaster ENSMOCG00000016132
mus_spretus MGP_SPRETEiJ_G0024126
mus_musculus ENSMUSG00000037683
mus_spicilegus ENSMSIG00000011261
mus_caroli MGP_CAROLIEiJ_G0023211
mus_pahari MGP_PahariEiJ_G0024667
rattus_norvegicus ENSRNOG00000016716
meriones_unguiculatus ENSMUGG00000017370
nannospalax_galili ENSNGAG00000019613
jaculus_jaculus ENSJJAG00000019464
urocitellus_parryii ENSUPAG00010020821
spermophilus_dauricus ENSSDAG00000024322
ictidomys_tridecemlineatus ENSSTOG00000009417
marmota_marmota ENSMMMG00000017996
chinchilla_lanigera ENSCLAG00000006328
octodon_degus ENSODEG00000002341
cavia_porcellus ENSCPOG00000013110
cavia_aperea ENSCAPG00000016967
heterocephalus_glaber ENSHGLG00000010508
heterocephalus_glaber ENSHGLG00100009914
fukomys_damarensis ENSFDAG00000017978
oryctolagus_cuniculus ENSOCUG00000012821
pan_troglodytes ENSPTRG00000002356
pan_paniscus ENSPPAG00000033845
homo_sapiens ENSG00000165309
gorilla_gorilla ENSGGOG00000015798
pongo_abelii ENSPPYG00000002147
nomascus_leucogenys ENSNLEG00000012885
piliocolobus_tephrosceles ENSPTEG00000032079
colobus_angolensis ENSCANG00000015391
rhinopithecus_bieti ENSRBIG00000027675
rhinopithecus_roxellana ENSRROG00000043647
macaca_mulatta ENSMMUG00000010384
macaca_fascicularis ENSMFAG00000039311
macaca_nemestrina ENSMNEG00000003035
cercocebus_atys ENSCATG00000042725
mandrillus_leucophaeus ENSMLEG00000026122
theropithecus_gelada ENSTGEG00000004083
