takifugu_rubripes ENSTRUG00000005763
tetraodon_nigroviridis ENSTNIG00000000092
poecilia_formosa ENSPFOG00000005403
poecilia_latipinna ENSPLAG00000002709
poecilia_mexicana ENSPMEG00000009717
poecilia_reticulata ENSPREG00000021979
xiphophorus_maculatus ENSXMAG00000010550
xiphophorus_couchianus ENSXCOG00000016803
cyprinodon_variegatus ENSCVAG00000022843
fundulus_heteroclitus ENSFHEG00000013254
kryptolebias_marmoratus ENSKMAG00000004037
oryzias_latipes_asm223469v1 ENSORLG00015014225
oryzias_latipes ENSORLG00020012010
oryzias_latipes ENSORLG00000000112
oryzias_melastigma ENSOMEG00000020053
amphiprion_percula ENSAPEG00000001580
amphiprion_ocellaris ENSAOCG00000019463
acanthochromis_polyacanthus ENSAPOG00000019544
stegastes_partitus ENSSPAG00000002928
labrus_bergylta ENSLBEG00000011027
seriola_dumerili ENSSDUG00000013341
seriola_lalandi_dorsalis ENSSLDG00000010753
scophthalmus_maximus ENSSMAG00000013302
mastacembelus_armatus ENSMAMG00000022508
monopterus_albus ENSMALG00000006919
anabas_testudineus ENSATEG00000013160
astatotilapia_calliptera ENSACLG00000014354
haplochromis_burtoni ENSHBUG00000009397
maylandia_zebra ENSMZEG00005015807
pundamilia_nyererei ENSPNYG00000022175
neolamprologus_brichardi ENSNBRG00000015042
amphilophus_citrinellus ENSACIG00000024415
cynoglossus_semilaevis ENSCSEG00000003432
mola_mola ENSMMOG00000012832
gasterosteus_aculeatus ENSGACG00000015659
hippocampus_comes ENSHCOG00000008045
periophthalmus_magnuspinnatus ENSPMGG00000004849
gadus_morhua ENSGMOG00000003617
pygocentrus_nattereri ENSPNAG00000002165
astyanax_mexicanus ENSAMXG00000035966
esox_lucius ENSELUG00000015484
danio_rerio ENSDARG00000103750
scleropages_formosus ENSSFOG00015019114
paramormyrops_kingsleyae ENSPKIG00000012266
lepisosteus_oculatus ENSLOCG00000001087
