castor_canadensis ENSCCNG00000019975
dipodomys_ordii ENSDORG00000005581
mus_spicilegus ENSMSIG00000016920
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020160
mus_musculus ENSMUSG00000022180
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019270
mus_pahari MGP_PahariEiJ_G0030289
rattus_norvegicus ENSRNOG00000014311
meriones_unguiculatus ENSMUGG00000011733
cricetulus_griseus_crigri ENSCGRG00000010841
cricetulus_griseus_crigri-picr ENSCGRG00015019775
cricetulus_griseus_chok1gshd ENSCGRG00001010833
mesocricetus_auratus ENSMAUG00000019384
microtus_ochrogaster ENSMOCG00000017595
peromyscus_maniculatus_bairdii ENSPEMG00000002906
nannospalax_galili ENSNGAG00000003049
jaculus_jaculus ENSJJAG00000023797
urocitellus_parryii ENSUPAG00010010946
spermophilus_dauricus ENSSDAG00000007729
ictidomys_tridecemlineatus ENSSTOG00000007210
marmota_marmota_marmota ENSMMMG00000013507
chinchilla_lanigera ENSCLAG00000010864
octodon_degus ENSODEG00000001928
cavia_porcellus ENSCPOG00000014051
cavia_aperea ENSCAPG00000014699
heterocephalus_glaber_female ENSHGLG00000011086
heterocephalus_glaber_male ENSHGLG00100009668
fukomys_damarensis ENSFDAG00000007896
oryctolagus_cuniculus ENSOCUG00000001685
ochotona_princeps ENSOPRG00000016430
tupaia_belangeri ENSTBEG00000017287
pan_troglodytes ENSPTRG00000006164
pan_paniscus ENSPPAG00000029356
gorilla_gorilla ENSGGOG00000007423
homo_sapiens ENSG00000092068
pongo_abelii ENSPPYG00000005660
nomascus_leucogenys ENSNLEG00000014960
rhinopithecus_roxellana ENSRROG00000035251
rhinopithecus_bieti ENSRBIG00000034720
piliocolobus_tephrosceles ENSPTEG00000018562
colobus_angolensis_palliatus ENSCANG00000037893
theropithecus_gelada ENSTGEG00000019822
papio_anubis ENSPANG00000024120
macaca_mulatta ENSMMUG00000019653
macaca_fascicularis ENSMFAG00000001018
macaca_nemestrina ENSMNEG00000040287
mandrillus_leucophaeus ENSMLEG00000042382
cercocebus_atys ENSCATG00000036217
chlorocebus_sabaeus ENSCSAG00000016082
callithrix_jacchus ENSCJAG00000008020
cebus_capucinus ENSCCAG00000036899
saimiri_boliviensis_boliviensis ENSSBOG00000023631
aotus_nancymaae ENSANAG00000023721
carlito_syrichta ENSTSYG00000013813
propithecus_coquereli ENSPCOG00000027947
microcebus_murinus ENSMICG00000002594
prolemur_simus ENSPSMG00000007241
otolemur_garnettii ENSOGAG00000009274
ursus_americanus ENSUAMG00000024471
ursus_maritimus ENSUMAG00000014195
ailuropoda_melanoleuca ENSAMEG00000007631
neovison_vison ENSNVIG00000021267
mustela_putorius_furo ENSMPUG00000006807
canis_lupus_dingo ENSCAFG00020006729
canis_lupus_familiaris ENSCAFG00000011454
vulpes_vulpes ENSVVUG00000019902
panthera_pardus ENSPPRG00000009279
panthera_tigris_altaica ENSPTIG00000015656
felis_catus ENSFCAG00000002335
ovis_aries ENSOARG00000019354
capra_hircus ENSCHIG00000007220
bos_mutus ENSBMUG00000017781
bos_taurus ENSBTAG00000007415
bison_bison_bison ENSBBBG00000006044
sus_scrofa ENSSSCG00000002032
tursiops_truncatus ENSTTRG00000007321
vicugna_pacos ENSVPAG00000000612
pteropus_vampyrus ENSPVAG00000005265
myotis_lucifugus ENSMLUG00000004913
equus_asinus_asinus ENSEASG00005011709
equus_caballus ENSECAG00000013723
dasypus_novemcinctus ENSDNOG00000040397
choloepus_hoffmanni ENSCHOG00000008079
loxodonta_africana ENSLAFG00000017607
procavia_capensis ENSPCAG00000015054
echinops_telfairi ENSETEG00000011186
sorex_araneus ENSSARG00000006798
erinaceus_europaeus ENSEEUG00000011507
phascolarctos_cinereus ENSPCIG00000027759
notamacropus_eugenii ENSMEUG00000012000
monodelphis_domestica ENSMODG00000004579
monodelphis_domestica ENSMODG00000027572
sarcophilus_harrisii ENSSHAG00000014184
ornithorhynchus_anatinus ENSOANG00000007644
chelonoidis_abingdonii ENSCABG00000001619
gallus_gallus ENSGALG00000053903
xenopus_tropicalis ENSXETG00000014603
latimeria_chalumnae ENSLACG00000005500
lepisosteus_oculatus ENSLOCG00000001344
pogona_vitticeps ENSPVIG00000014624
anolis_carolinensis ENSACAG00000007300
salvator_merianae ENSSMRG00000004465
notechis_scutatus ENSNSUG00000014858
sphenodon_punctatus ENSSPUG00000000049
chrysemys_picta_bellii ENSCPBG00000026070
gopherus_agassizii ENSGAGG00000007299
anabas_testudineus ENSATEG00000008067
mastacembelus_armatus ENSMAMG00000014629
seriola_dumerili ENSSDUG00000011800
seriola_lalandi_dorsalis ENSSLDG00000000855
scophthalmus_maximus ENSSMAG00000014603
amphiprion_percula ENSAPEG00000019771
amphiprion_ocellaris ENSAOCG00000009249
acanthochromis_polyacanthus ENSAPOG00000015035
stegastes_partitus ENSSPAG00000023116
takifugu_rubripes ENSTRUG00000003224
tetraodon_nigroviridis ENSTNIG00000007947
mola_mola ENSMMOG00000013313
labrus_bergylta ENSLBEG00000022465
cynoglossus_semilaevis ENSCSEG00000021129
gadus_morhua ENSGMOG00000004149
esox_lucius ENSELUG00000004728
astyanax_mexicanus ENSAMXG00000035658
pygocentrus_nattereri ENSPNAG00000004818
danio_rerio ENSDARG00000054343
paramormyrops_kingsleyae ENSPKIG00000009832
scleropages_formosus ENSSFOG00015010924
labrus_bergylta ENSLBEG00000001226
gasterosteus_aculeatus ENSGACG00000019161
scophthalmus_maximus ENSSMAG00000005686
amphiprion_ocellaris ENSAOCG00000018891
amphiprion_percula ENSAPEG00000004897
acanthochromis_polyacanthus ENSAPOG00000013831
stegastes_partitus ENSSPAG00000008658
periophthalmus_magnuspinnatus ENSPMGG00000018844
hippocampus_comes ENSHCOG00000010836
mola_mola ENSMMOG00000012808
fundulus_heteroclitus ENSFHEG00000000856
cyprinodon_variegatus ENSCVAG00000009955
xiphophorus_couchianus ENSXCOG00000000133
xiphophorus_maculatus ENSXMAG00000001695
gambusia_affinis ENSGAFG00000003222
poecilia_mexicana ENSPMEG00000014638
poecilia_latipinna ENSPLAG00000021534
