drosophila_melanogaster FBgn0036696
caenorhabditis_elegans_strain_n2 WBGene00013422
pygocentrus_nattereri ENSPNAG00000012662
astyanax_mexicanus ENSAMXG00000038175
ictalurus_punctatus ENSIPUG00000003437
danio_rerio ENSDARG00000053452
gasterosteus_aculeatus ENSGACG00000012710
mola_mola ENSMMOG00000010471
poecilia_latipinna ENSPLAG00000014070
poecilia_formosa ENSPFOG00000013000
poecilia_mexicana ENSPMEG00000012863
poecilia_mexicana ENSPMEG00000024039
poecilia_reticulata ENSPREG00000020151
gambusia_affinis ENSGAFG00000005937
xiphophorus_maculatus ENSXMAG00000003508
fundulus_heteroclitus ENSFHEG00000022341
cyprinodon_variegatus ENSCVAG00000009152
kryptolebias_marmoratus ENSKMAG00000011158
cynoglossus_semilaevis ENSCSEG00000008332
cynoglossus_semilaevis ENSCSEG00000011103
monopterus_albus ENSMALG00000017797
mastacembelus_armatus ENSMAMG00000002108
anabas_testudineus ENSATEG00000016792
seriola_lalandi_dorsalis ENSSLDG00000003801
seriola_lalandi_dorsalis ENSSLDG00000017031
seriola_dumerili ENSSDUG00000001282
scophthalmus_maximus ENSSMAG00000018868
amphiprion_ocellaris ENSAOCG00000001930
amphiprion_percula ENSAPEG00000006795
acanthochromis_polyacanthus ENSAPOG00000023686
stegastes_partitus ENSSPAG00000015306
oryzias_latipes_asm223469v1 ENSORLG00015013535
oryzias_latipes ENSORLG00000014745
oryzias_latipes ENSORLG00020001168
oryzias_melastigma ENSOMEG00000017643
haplochromis_burtoni ENSHBUG00000011718
maylandia_zebra ENSMZEG00005000069
pundamilia_nyererei ENSPNYG00000002679
astatotilapia_calliptera ENSACLG00000021131
oreochromis_niloticus ENSONIG00000011172
neolamprologus_brichardi ENSNBRG00000001020
amphilophus_citrinellus ENSACIG00000018362
labrus_bergylta ENSLBEG00000008652
takifugu_rubripes ENSTRUG00000016214
tetraodon_nigroviridis ENSTNIG00000011465
hippocampus_comes ENSHCOG00000011809
periophthalmus_magnuspinnatus ENSPMGG00000000812
gadus_morhua ENSGMOG00000001073
scleropages_formosus ENSSFOG00015005630
paramormyrops_kingsleyae ENSPKIG00000025154
esox_lucius ENSELUG00000023394
lepisosteus_oculatus ENSLOCG00000002924
ficedula_albicollis ENSFALG00000007537
melopsittacus_undulatus ENSMUNG00000013451
serinus_canaria ENSSCAG00000003940
taeniopygia_guttata ENSTGUG00000009602
cyanistes_caeruleus ENSCCEG00000021606
parus_major ENSPMJG00000018005
junco_hyemalis ENSJHYG00000009609
lepidothrix_coronata ENSLCOG00000015035
manacus_vitellinus ENSMVIG00005005556
calidris_pygmaea ENSCPGG00000018344
calidris_pugnax ENSCPUG00000010019
apteryx_owenii ENSAOWG00000011490
apteryx_haastii ENSAHAG00000002584
apteryx_rowi ENSARWG00000003825
dromaius_novaehollandiae ENSDNVG00000009320
anser_brachyrhynchus ENSABRG00000016028
anas_platyrhynchos_platyrhynchos ENSAPLG00000015761
gallus_gallus ENSGALG00000007124
coturnix_japonica ENSCJPG00005013351
numida_meleagris ENSNMEG00000022568
nothoprocta_perdicaria ENSNPEG00000006580
sphenodon_punctatus ENSSPUG00000015531
gopherus_agassizii ENSGAGG00000016005
chelonoidis_abingdonii ENSCABG00000018971
chrysemys_picta_bellii ENSCPBG00000011331
pelodiscus_sinensis ENSPSIG00000013154
crocodylus_porosus ENSCPRG00005004823
anolis_carolinensis ENSACAG00000003091
pogona_vitticeps ENSPVIG00000010633
notechis_scutatus ENSNSUG00000019413
salvator_merianae ENSSMRG00000005639
monodelphis_domestica ENSMODG00000003066
notamacropus_eugenii ENSMEUG00000015288
ursus_maritimus ENSUMAG00000006137
ursus_americanus ENSUAMG00000015541
ailuropoda_melanoleuca ENSAMEG00000008503
mustela_putorius_furo ENSMPUG00000003221
neovison_vison ENSNVIG00000009240
canis_lupus_familiaris ENSCAFG00000010389
canis_lupus_dingo ENSCAFG00020020663
vulpes_vulpes ENSVVUG00000021154
panthera_tigris_altaica ENSPTIG00000012194
panthera_pardus ENSPPRG00000006474
felis_catus ENSFCAG00000042614
equus_asinus_asinus ENSEASG00005004714
equus_caballus ENSECAG00000010012
vicugna_pacos ENSVPAG00000010365
sus_scrofa ENSSSCG00000009912
bos_mutus ENSBMUG00000021396
bos_taurus ENSBTAG00000005385
bison_bison_bison ENSBBBG00000002445
ovis_aries ENSOARG00000012764
capra_hircus ENSCHIG00000016402
tursiops_truncatus ENSTTRG00000000153
pteropus_vampyrus ENSPVAG00000002233
myotis_lucifugus ENSMLUG00000014657
erinaceus_europaeus ENSEEUG00000013965
sorex_araneus ENSSARG00000005564
dipodomys_ordii ENSDORG00000029401
castor_canadensis ENSCCNG00000019019
heterocephalus_glaber_female ENSHGLG00000011786
heterocephalus_glaber_male ENSHGLG00100014284
fukomys_damarensis ENSFDAG00000009972
octodon_degus ENSODEG00000006549
octodon_degus ENSODEG00000010351
cavia_porcellus ENSCPOG00000012337
cavia_aperea ENSCAPG00000016873
chinchilla_lanigera ENSCLAG00000007808
mus_musculus ENSMUSG00000060152
mus_spicilegus ENSMSIG00000010678
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027618
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028616
mus_pahari MGP_PahariEiJ_G0024198
rattus_norvegicus ENSRNOG00000001199
meriones_unguiculatus ENSMUGG00000000630
peromyscus_maniculatus_bairdii ENSPEMG00000017493
microtus_ochrogaster ENSMOCG00000013322
cricetulus_griseus_crigri ENSCGRG00000010102
cricetulus_griseus_chok1gshd ENSCGRG00001017974
cricetulus_griseus_crigri-picr ENSCGRG00015001849
mesocricetus_auratus ENSMAUG00000019670
nannospalax_galili ENSNGAG00000002594
jaculus_jaculus ENSJJAG00000001080
spermophilus_dauricus ENSSDAG00000000910
urocitellus_parryii ENSUPAG00010016859
ictidomys_tridecemlineatus ENSSTOG00000012577
marmota_marmota_marmota ENSMMMG00000021028
ochotona_princeps ENSOPRG00000004327
oryctolagus_cuniculus ENSOCUG00000006537
prolemur_simus ENSPSMG00000001929
propithecus_coquereli ENSPCOG00000017618
microcebus_murinus ENSMICG00000008692
carlito_syrichta ENSTSYG00000027616
pan_paniscus ENSPPAG00000043719
pan_troglodytes ENSPTRG00000005543
homo_sapiens ENSG00000167272
gorilla_gorilla ENSGGOG00000013505
pongo_abelii ENSPPYG00000005036
nomascus_leucogenys ENSNLEG00000015839
cercocebus_atys ENSCATG00000036825
mandrillus_leucophaeus ENSMLEG00000029377
macaca_mulatta ENSMMUG00000040120
macaca_nemestrina ENSMNEG00000041716
macaca_fascicularis ENSMFAG00000045933
papio_anubis ENSPANG00000014166
chlorocebus_sabaeus ENSCSAG00000002246
theropithecus_gelada ENSTGEG00000023372
piliocolobus_tephrosceles ENSPTEG00000000319
colobus_angolensis_palliatus ENSCANG00000028001
rhinopithecus_roxellana ENSRROG00000045063
rhinopithecus_bieti ENSRBIG00000043505
saimiri_boliviensis_boliviensis ENSSBOG00000032691
callithrix_jacchus ENSCJAG00000001309
cebus_capucinus ENSCCAG00000023154
aotus_nancymaae ENSANAG00000023744
otolemur_garnettii ENSOGAG00000008528
tupaia_belangeri ENSTBEG00000010131
dasypus_novemcinctus ENSDNOG00000045952
dasypus_novemcinctus ENSDNOG00000012668
choloepus_hoffmanni ENSCHOG00000013969
loxodonta_africana ENSLAFG00000014545
procavia_capensis ENSPCAG00000004788
echinops_telfairi ENSETEG00000009283
ornithorhynchus_anatinus ENSOANG00000001792
xenopus_tropicalis ENSXETG00000031793
latimeria_chalumnae ENSLACG00000018188
eptatretus_burgeri ENSEBUG00000016369
