monopterus_albus ENSMALG00000011437
mastacembelus_armatus ENSMAMG00000019781
anabas_testudineus ENSATEG00000000602
hippocampus_comes ENSHCOG00000001086
periophthalmus_magnuspinnatus ENSPMGG00000014794
seriola_lalandi_dorsalis ENSSLDG00000018347
seriola_dumerili ENSSDUG00000005561
scophthalmus_maximus ENSSMAG00000010716
astatotilapia_calliptera ENSACLG00000022850
maylandia_zebra ENSMZEG00005006342
pundamilia_nyererei ENSPNYG00000016428
haplochromis_burtoni ENSHBUG00000005459
neolamprologus_brichardi ENSNBRG00000010613
amphilophus_citrinellus ENSACIG00000014278
cyprinodon_variegatus ENSCVAG00000017122
fundulus_heteroclitus ENSFHEG00000001988
poecilia_formosa ENSPFOG00000001183
poecilia_mexicana ENSPMEG00000005486
poecilia_latipinna ENSPLAG00000023584
poecilia_reticulata ENSPREG00000008971
xiphophorus_maculatus ENSXMAG00000012854
xiphophorus_couchianus ENSXCOG00000009648
gambusia_affinis ENSGAFG00000001904
kryptolebias_marmoratus ENSKMAG00000002991
amphiprion_percula ENSAPEG00000006653
amphiprion_ocellaris ENSAOCG00000009816
acanthochromis_polyacanthus ENSAPOG00000014394
stegastes_partitus ENSSPAG00000016344
mola_mola ENSMMOG00000000329
cynoglossus_semilaevis ENSCSEG00000005666
takifugu_rubripes ENSTRUG00000017836
tetraodon_nigroviridis ENSTNIG00000004351
gasterosteus_aculeatus ENSGACG00000012616
labrus_bergylta ENSLBEG00000018459
oreochromis_niloticus ENSONIG00000004774
oryzias_latipes ENSORLG00000005068
oryzias_latipes ENSORLG00020002963
oryzias_latipes_asm223469v1 ENSORLG00015020651
oryzias_melastigma ENSOMEG00000004592
paramormyrops_kingsleyae ENSPKIG00000017910
scleropages_formosus ENSSFOG00015003432
lepisosteus_oculatus ENSLOCG00000005809
pygocentrus_nattereri ENSPNAG00000028725
astyanax_mexicanus ENSAMXG00000017709
ictalurus_punctatus ENSIPUG00000016767
danio_rerio ENSDARG00000061992
apteryx_haastii ENSAHAG00000011311
apteryx_owenii ENSAOWG00000014377
apteryx_rowi ENSARWG00000002851
dromaius_novaehollandiae ENSDNVG00000002303
nothoprocta_perdicaria ENSNPEG00000013406
calidris_pygmaea ENSCPGG00000000889
calidris_pugnax ENSCPUG00000006926
gallus_gallus ENSGALG00000000843
meleagris_gallopavo ENSMGAG00000002037
coturnix_japonica ENSCJPG00005009863
numida_meleagris ENSNMEG00000008339
anser_brachyrhynchus ENSABRG00000001775
anas_platyrhynchos_platyrhynchos ENSAPLG00000009414
lonchura_striata_domestica ENSLSDG00000004904
taeniopygia_guttata ENSTGUG00000000295
serinus_canaria ENSSCAG00000002326
parus_major ENSPMJG00000010596
cyanistes_caeruleus ENSCCEG00000023276
ficedula_albicollis ENSFALG00000013775
junco_hyemalis ENSJHYG00000010753
lepidothrix_coronata ENSLCOG00000004907
manacus_vitellinus ENSMVIG00005015831
melopsittacus_undulatus ENSMUNG00000012771
crocodylus_porosus ENSCPRG00005009338
gopherus_agassizii ENSGAGG00000003541
chelonoidis_abingdonii ENSCABG00000021544
chrysemys_picta_bellii ENSCPBG00000018560
pelodiscus_sinensis ENSPSIG00000011747
notechis_scutatus ENSNSUG00000008303
pogona_vitticeps ENSPVIG00000005966
salvator_merianae ENSSMRG00000002660
sphenodon_punctatus ENSSPUG00000012192
ornithorhynchus_anatinus ENSOANG00000022472
ornithorhynchus_anatinus ENSOANG00000010015
anolis_carolinensis ENSACAG00000017065
phascolarctos_cinereus ENSPCIG00000030462
notamacropus_eugenii ENSMEUG00000012007
sarcophilus_harrisii ENSSHAG00000010977
monodelphis_domestica ENSMODG00000004662
pan_troglodytes ENSPTRG00000010225
pan_paniscus ENSPPAG00000033986
homo_sapiens ENSG00000104885
gorilla_gorilla ENSGGOG00000006592
pongo_abelii ENSPPYG00000009340
nomascus_leucogenys ENSNLEG00000034000
nomascus_leucogenys ENSNLEG00000002122
piliocolobus_tephrosceles ENSPTEG00000027980
colobus_angolensis_palliatus ENSCANG00000034377
rhinopithecus_roxellana ENSRROG00000045004
rhinopithecus_bieti ENSRBIG00000038332
theropithecus_gelada ENSTGEG00000012698
papio_anubis ENSPANG00000012743
macaca_fascicularis ENSMFAG00000039276
macaca_nemestrina ENSMNEG00000029107
macaca_mulatta ENSMMUG00000010107
mandrillus_leucophaeus ENSMLEG00000039660
cercocebus_atys ENSCATG00000038916
chlorocebus_sabaeus ENSCSAG00000011808
saimiri_boliviensis_boliviensis ENSSBOG00000025085
cebus_capucinus ENSCCAG00000021296
callithrix_jacchus ENSCJAG00000013182
aotus_nancymaae ENSANAG00000026868
