apteryx_rowi ENSARWG00000001235
apteryx_haastii ENSAHAG00000015841
apteryx_owenii ENSAOWG00000012087
dromaius_novaehollandiae ENSDNVG00000017831
nothoprocta_perdicaria ENSNPEG00000009533
parus_major ENSPMJG00000018353
cyanistes_caeruleus ENSCCEG00000002120
junco_hyemalis ENSJHYG00000000918
zonotrichia_albicollis ENSZALG00000014537
lepidothrix_coronata ENSLCOG00000006034
ficedula_albicollis ENSFALG00000013160
lonchura_striata_domestica ENSLSDG00000001959
taeniopygia_guttata ENSTGUG00000002246
serinus_canaria ENSSCAG00000001965
taeniopygia_guttata ENSTGUG00000014149
manacus_vitellinus ENSMVIG00005000471
melopsittacus_undulatus ENSMUNG00000009462
calidris_pygmaea ENSCPGG00000009077
calidris_pugnax ENSCPUG00000001984
anser_brachyrhynchus ENSABRG00000005477
anas_platyrhynchos_platyrhynchos ENSAPLG00000005925
gallus_gallus ENSGALG00000012808
coturnix_japonica ENSCJPG00005016876
meleagris_gallopavo ENSMGAG00000004026
numida_meleagris ENSNMEG00000002343
crocodylus_porosus ENSCPRG00005001031
chelonoidis_abingdonii ENSCABG00000017214
gopherus_agassizii ENSGAGG00000012921
chrysemys_picta_bellii ENSCPBG00000009008
pelodiscus_sinensis ENSPSIG00000007881
pogona_vitticeps ENSPVIG00000022504
anolis_carolinensis ENSACAG00000013224
notechis_scutatus ENSNSUG00000005548
salvator_merianae ENSSMRG00000008170
sphenodon_punctatus ENSSPUG00000017443
phascolarctos_cinereus ENSPCIG00000011355
notamacropus_eugenii ENSMEUG00000008999
sarcophilus_harrisii ENSSHAG00000008802
monodelphis_domestica ENSMODG00000009804
pteropus_vampyrus ENSPVAG00000016799
myotis_lucifugus ENSMLUG00000000497
equus_asinus_asinus ENSEASG00005012117
equus_caballus ENSECAG00000014044
ursus_maritimus ENSUMAG00000018648
ursus_americanus ENSUAMG00000002147
ailuropoda_melanoleuca ENSAMEG00000012914
mustela_putorius_furo ENSMPUG00000000521
neovison_vison ENSNVIG00000002319
canis_lupus_dingo ENSCAFG00020013382
canis_lupus_familiaris ENSCAFG00000009417
vulpes_vulpes ENSVVUG00000018989
panthera_tigris_altaica ENSPTIG00000004597
panthera_pardus ENSPPRG00000004629
felis_catus ENSFCAG00000028494
microcebus_murinus ENSMICG00000011268
microcebus_murinus ENSMICG00000034601
propithecus_coquereli ENSPCOG00000013365
prolemur_simus ENSPSMG00000017573
otolemur_garnettii ENSOGAG00000015920
otolemur_garnettii ENSOGAG00000027832
carlito_syrichta ENSTSYG00000004777
homo_sapiens ENSG00000153046
pongo_abelii ENSPPYG00000016192
chlorocebus_sabaeus ENSCSAG00000007301
aotus_nancymaae ENSANAG00000023827
callithrix_jacchus ENSCJAG00000021374
pan_troglodytes ENSPTRG00000017688
pan_paniscus ENSPPAG00000036996
gorilla_gorilla ENSGGOG00000022529
nomascus_leucogenys ENSNLEG00000011446
cercocebus_atys ENSCATG00000038624
papio_anubis ENSPANG00000023577
mandrillus_leucophaeus ENSMLEG00000010888
theropithecus_gelada ENSTGEG00000014297
macaca_mulatta ENSMMUG00000004964
macaca_fascicularis ENSMFAG00000042478
macaca_nemestrina ENSMNEG00000038983
rhinopithecus_roxellana ENSRROG00000040053
rhinopithecus_bieti ENSRBIG00000041073
piliocolobus_tephrosceles ENSPTEG00000013960
colobus_angolensis_palliatus ENSCANG00000033924
cebus_capucinus ENSCCAG00000021297
saimiri_boliviensis_boliviensis ENSSBOG00000034197
tupaia_belangeri ENSTBEG00000013704
dipodomys_ordii ENSDORG00000002812
castor_canadensis ENSCCNG00000023055
peromyscus_maniculatus_bairdii ENSPEMG00000022690
microtus_ochrogaster ENSMOCG00000012115
cricetulus_griseus_crigri ENSCGRG00000010685
cricetulus_griseus_crigri ENSCGRG00000006181
cricetulus_griseus_chok1gshd ENSCGRG00001002703
cricetulus_griseus_crigri-picr ENSCGRG00015024229
mesocricetus_auratus ENSMAUG00000011510
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019308
mus_musculus ENSMUSG00000059288
mus_spicilegus ENSMSIG00000017505
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018428
mus_pahari MGP_PahariEiJ_G0019496
rattus_norvegicus ENSRNOG00000032215
meriones_unguiculatus ENSMUGG00000018900
nannospalax_galili ENSNGAG00000023764
jaculus_jaculus ENSJJAG00000000586
ictidomys_tridecemlineatus ENSSTOG00000011187
marmota_marmota_marmota ENSMMMG00000014357
spermophilus_dauricus ENSSDAG00000007630
urocitellus_parryii ENSUPAG00010010685
fukomys_damarensis ENSFDAG00000004736
fukomys_damarensis ENSFDAG00000013273
heterocephalus_glaber_female ENSHGLG00000005262
heterocephalus_glaber_male ENSHGLG00100002440
heterocephalus_glaber_male ENSHGLG00100008859
fukomys_damarensis ENSFDAG00000000903
cavia_porcellus ENSCPOG00000005847
cavia_aperea ENSCAPG00000002494
octodon_degus ENSODEG00000006073
chinchilla_lanigera ENSCLAG00000003356
loxodonta_africana ENSLAFG00000018419
procavia_capensis ENSPCAG00000010731
echinops_telfairi ENSETEG00000015571
choloepus_hoffmanni ENSCHOG00000011787
dasypus_novemcinctus ENSDNOG00000009629
