mastacembelus_armatus ENSMAMG00000004040
monopterus_albus ENSMALG00000012621
anabas_testudineus ENSATEG00000024814
seriola_dumerili ENSSDUG00000007817
seriola_lalandi_dorsalis ENSSLDG00000012565
scophthalmus_maximus ENSSMAG00000010467
amphiprion_ocellaris ENSAOCG00000010991
amphiprion_percula ENSAPEG00000007607
acanthochromis_polyacanthus ENSAPOG00000008198
stegastes_partitus ENSSPAG00000014955
maylandia_zebra ENSMZEG00005025448
haplochromis_burtoni ENSHBUG00000021583
astatotilapia_calliptera ENSACLG00000010951
pundamilia_nyererei ENSPNYG00000004476
neolamprologus_brichardi ENSNBRG00000002356
oreochromis_niloticus ENSONIG00000016445
amphilophus_citrinellus ENSACIG00000004169
fundulus_heteroclitus ENSFHEG00000019518
cyprinodon_variegatus ENSCVAG00000022248
poecilia_formosa ENSPFOG00000012490
poecilia_latipinna ENSPLAG00000004646
poecilia_mexicana ENSPMEG00000019592
poecilia_reticulata ENSPREG00000020951
gambusia_affinis ENSGAFG00000019770
xiphophorus_maculatus ENSXMAG00000002472
xiphophorus_couchianus ENSXCOG00000017043
kryptolebias_marmoratus ENSKMAG00000001346
oryzias_latipes_asm223469v1 ENSORLG00015012746
oryzias_latipes ENSORLG00000002839
oryzias_latipes ENSORLG00020022450
oryzias_melastigma ENSOMEG00000006915
takifugu_rubripes ENSTRUG00000010856
tetraodon_nigroviridis ENSTNIG00000013297
mola_mola ENSMMOG00000018242
labrus_bergylta ENSLBEG00000024457
gasterosteus_aculeatus ENSGACG00000003499
cynoglossus_semilaevis ENSCSEG00000008737
hippocampus_comes ENSHCOG00000013888
periophthalmus_magnuspinnatus ENSPMGG00000022253
gadus_morhua ENSGMOG00000000659
esox_lucius ENSELUG00000003526
astyanax_mexicanus ENSAMXG00000014483
pygocentrus_nattereri ENSPNAG00000000265
ictalurus_punctatus ENSIPUG00000018336
danio_rerio ENSDARG00000102087
scleropages_formosus ENSSFOG00015007429
paramormyrops_kingsleyae ENSPKIG00000016325
lepisosteus_oculatus ENSLOCG00000009817
ornithorhynchus_anatinus ENSOANG00000001278
ornithorhynchus_anatinus ENSOANG00000029729
ornithorhynchus_anatinus ENSOANG00000004304
phascolarctos_cinereus ENSPCIG00000012216
notamacropus_eugenii ENSMEUG00000003118
sarcophilus_harrisii ENSSHAG00000000296
monodelphis_domestica ENSMODG00000006561
choloepus_hoffmanni ENSCHOG00000011432
dasypus_novemcinctus ENSDNOG00000019974
loxodonta_africana ENSLAFG00000010770
procavia_capensis ENSPCAG00000016662
echinops_telfairi ENSETEG00000007839
sorex_araneus ENSSARG00000002421
heterocephalus_glaber_male ENSHGLG00100016879
heterocephalus_glaber_female ENSHGLG00000006029
fukomys_damarensis ENSFDAG00000017068
chinchilla_lanigera ENSCLAG00000007208
octodon_degus ENSODEG00000003984
cavia_porcellus ENSCPOG00000002901
cavia_aperea ENSCAPG00000007251
urocitellus_parryii ENSUPAG00010013195
ictidomys_tridecemlineatus ENSSTOG00000011455
spermophilus_dauricus ENSSDAG00000008718
marmota_marmota_marmota ENSMMMG00000015905
castor_canadensis ENSCCNG00000002783
dipodomys_ordii ENSDORG00000015384
mus_spicilegus ENSMSIG00000016402
mus_musculus ENSMUSG00000022325
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020622
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019726
mus_pahari MGP_PahariEiJ_G0019735
rattus_norvegicus ENSRNOG00000005243
meriones_unguiculatus ENSMUGG00000026290
peromyscus_maniculatus_bairdii ENSPEMG00000023633
microtus_ochrogaster ENSMOCG00000006356
cricetulus_griseus_chok1gshd ENSCGRG00001017308
cricetulus_griseus_crigri ENSCGRG00000010824
cricetulus_griseus_crigri-picr ENSCGRG00015027619
mesocricetus_auratus ENSMAUG00000017537
nannospalax_galili ENSNGAG00000001582
jaculus_jaculus ENSJJAG00000013325
oryctolagus_cuniculus ENSOCUG00000017400
ochotona_princeps ENSOPRG00000007667
tupaia_belangeri ENSTBEG00000014214
homo_sapiens ENSG00000104356
gorilla_gorilla ENSGGOG00000003176
pan_troglodytes ENSPTRG00000020458
pan_paniscus ENSPPAG00000018410
pongo_abelii ENSPPYG00000018777
nomascus_leucogenys ENSNLEG00000002541
piliocolobus_tephrosceles ENSPTEG00000000556
piliocolobus_tephrosceles ENSPTEG00000004581
colobus_angolensis_palliatus ENSCANG00000001647
rhinopithecus_bieti ENSRBIG00000007996
rhinopithecus_roxellana ENSRROG00000012334
mandrillus_leucophaeus ENSMLEG00000034986
cercocebus_atys ENSCATG00000040916
papio_anubis ENSPANG00000009704
theropithecus_gelada ENSTGEG00000001616
macaca_fascicularis ENSMFAG00000000347
macaca_nemestrina ENSMNEG00000036870
chlorocebus_sabaeus ENSCSAG00000012340
cebus_capucinus ENSCCAG00000018939
saimiri_boliviensis_boliviensis ENSSBOG00000020830
callithrix_jacchus ENSCJAG00000015567
aotus_nancymaae ENSANAG00000026360
carlito_syrichta ENSTSYG00000003097
prolemur_simus ENSPSMG00000012091
microcebus_murinus ENSMICG00000004361
propithecus_coquereli ENSPCOG00000019420
otolemur_garnettii ENSOGAG00000001466
equus_asinus_asinus ENSEASG00005003189
equus_caballus ENSECAG00000024236
pteropus_vampyrus ENSPVAG00000014468
myotis_lucifugus ENSMLUG00000010204
ursus_maritimus ENSUMAG00000016952
ursus_americanus ENSUAMG00000017309
ailuropoda_melanoleuca ENSAMEG00000000556
mustela_putorius_furo ENSMPUG00000015250
neovison_vison ENSNVIG00000024345
canis_lupus_dingo ENSCAFG00020026765
canis_lupus_familiaris ENSCAFG00000000469
vulpes_vulpes ENSVVUG00000010994
panthera_tigris_altaica ENSPTIG00000016527
panthera_pardus ENSPPRG00000005002
felis_catus ENSFCAG00000002168
ovis_aries ENSOARG00000003510
ovis_aries ENSOARG00000003457
capra_hircus ENSCHIG00000017066
bos_mutus ENSBMUG00000022641
bos_taurus ENSBTAG00000012596
bison_bison_bison ENSBBBG00000002653
tursiops_truncatus ENSTTRG00000016071
sus_scrofa ENSSSCG00000006078
vicugna_pacos ENSVPAG00000008278
erinaceus_europaeus ENSEEUG00000003050
sphenodon_punctatus ENSSPUG00000003550
sphenodon_punctatus ENSSPUG00000003535
pogona_vitticeps ENSPVIG00000014490
anolis_carolinensis ENSACAG00000016083
notechis_scutatus ENSNSUG00000012672
salvator_merianae ENSSMRG00000007406
apteryx_haastii ENSAHAG00000007484
apteryx_rowi ENSARWG00000004931
apteryx_owenii ENSAOWG00000000029
dromaius_novaehollandiae ENSDNVG00000006669
nothoprocta_perdicaria ENSNPEG00000014329
calidris_pygmaea ENSCPGG00000013881
calidris_pugnax ENSCPUG00000002454
melopsittacus_undulatus ENSMUNG00000000210
cyanistes_caeruleus ENSCCEG00000008612
parus_major ENSPMJG00000007114
ficedula_albicollis ENSFALG00000005711
taeniopygia_guttata ENSTGUG00000014352
taeniopygia_guttata ENSTGUG00000012011
lonchura_striata_domestica ENSLSDG00000017900
serinus_canaria ENSSCAG00000004093
junco_hyemalis ENSJHYG00000003976
zonotrichia_albicollis ENSZALG00000013055
manacus_vitellinus ENSMVIG00005015321
lepidothrix_coronata ENSLCOG00000008203
anas_platyrhynchos_platyrhynchos ENSAPLG00000014418
anser_brachyrhynchus ENSABRG00000001452
meleagris_gallopavo ENSMGAG00000012167
coturnix_japonica ENSCJPG00005000733
numida_meleagris ENSNMEG00000004609
crocodylus_porosus ENSCPRG00005002970
gopherus_agassizii ENSGAGG00000011737
chelonoidis_abingdonii ENSCABG00000016037
chrysemys_picta_bellii ENSCPBG00000006373
pelodiscus_sinensis ENSPSIG00000012343
latimeria_chalumnae ENSLACG00000012498
petromyzon_marinus ENSPMAG00000003209
eptatretus_burgeri ENSEBUG00000009897
eptatretus_burgeri ENSEBUG00000014694
ciona_savignyi ENSCSAVG00000002786
ciona_intestinalis ENSCING00000008323
drosophila_melanogaster FBgn0026702
caenorhabditis_elegans_strain_n2 WBGene00015486
saccharomyces_cerevisiae YNL221C
