amphiprion_ocellaris ENSAOCG00000003512
amphiprion_percula ENSAPEG00000008869
acanthochromis_polyacanthus ENSAPOG00000022523
stegastes_partitus ENSSPAG00000022689
maylandia_zebra ENSMZEG00005006232
pundamilia_nyererei ENSPNYG00000000088
astatotilapia_calliptera ENSACLG00000023225
haplochromis_burtoni ENSHBUG00000001809
neolamprologus_brichardi ENSNBRG00000020980
oreochromis_niloticus ENSONIG00000017584
amphilophus_citrinellus ENSACIG00000022040
anabas_testudineus ENSATEG00000018896
monopterus_albus ENSMALG00000011206
scophthalmus_maximus ENSSMAG00000012491
labrus_bergylta ENSLBEG00000016777
mastacembelus_armatus ENSMAMG00000015810
gasterosteus_aculeatus ENSGACG00000018634
seriola_dumerili ENSSDUG00000012693
seriola_lalandi_dorsalis ENSSLDG00000023547
mola_mola ENSMMOG00000009764
cynoglossus_semilaevis ENSCSEG00000017150
poecilia_formosa ENSPFOG00000000599
poecilia_mexicana ENSPMEG00000009642
poecilia_latipinna ENSPLAG00000000933
poecilia_reticulata ENSPREG00000022253
xiphophorus_maculatus ENSXMAG00000025803
xiphophorus_couchianus ENSXCOG00000011799
gambusia_affinis ENSGAFG00000001138
cyprinodon_variegatus ENSCVAG00000019047
fundulus_heteroclitus ENSFHEG00000000394
kryptolebias_marmoratus ENSKMAG00000014644
oryzias_latipes_asm223469v1 ENSORLG00015013933
oryzias_latipes ENSORLG00020000857
oryzias_latipes ENSORLG00000009917
oryzias_melastigma ENSOMEG00000015635
takifugu_rubripes ENSTRUG00000003211
tetraodon_nigroviridis ENSTNIG00000005904
hippocampus_comes ENSHCOG00000004197
esox_lucius ENSELUG00000001597
scleropages_formosus ENSSFOG00015012378
paramormyrops_kingsleyae ENSPKIG00000021228
scleropages_formosus ENSSFOG00015008739
astyanax_mexicanus ENSAMXG00000042284
lepisosteus_oculatus ENSLOCG00000015083
paramormyrops_kingsleyae ENSPKIG00000024698
ictalurus_punctatus ENSIPUG00000013746
ictalurus_punctatus ENSIPUG00000021868
pygocentrus_nattereri ENSPNAG00000007000
danio_rerio ENSDARG00000008884
anolis_carolinensis ENSACAG00000006525
notechis_scutatus ENSNSUG00000000666
salvator_merianae ENSSMRG00000017748
pogona_vitticeps ENSPVIG00000020426
sphenodon_punctatus ENSSPUG00000000093
cyanistes_caeruleus ENSCCEG00000012095
parus_major ENSPMJG00000009093
lonchura_striata_domestica ENSLSDG00000005286
taeniopygia_guttata ENSTGUG00000002952
serinus_canaria ENSSCAG00000010126
junco_hyemalis ENSJHYG00000015035
