apteryx_haastii ENSAHAG00000012762
apteryx_owenii ENSAOWG00000000532
apteryx_rowi ENSARWG00000009616
dromaius_novaehollandiae ENSDNVG00000002615
nothoprocta_perdicaria ENSNPEG00000009739
lonchura_striata_domestica ENSLSDG00000004801
taeniopygia_guttata ENSTGUG00000018255
junco_hyemalis ENSJHYG00000010176
zonotrichia_albicollis ENSZALG00000009027
serinus_canaria ENSSCAG00000015272
cyanistes_caeruleus ENSCCEG00000021424
parus_major ENSPMJG00000008769
ficedula_albicollis ENSFALG00000010660
lepidothrix_coronata ENSLCOG00000007515
manacus_vitellinus ENSMVIG00005004158
calidris_pygmaea ENSCPGG00000006304
calidris_pugnax ENSCPUG00000008518
melopsittacus_undulatus ENSMUNG00000011218
meleagris_gallopavo ENSMGAG00000005197
coturnix_japonica ENSCJPG00005002957
gallus_gallus ENSGALG00000026542
numida_meleagris ENSNMEG00000015980
anser_brachyrhynchus ENSABRG00000000262
anas_platyrhynchos_platyrhynchos ENSAPLG00000014012
crocodylus_porosus ENSCPRG00005005224
gopherus_agassizii ENSGAGG00000022778
chelonoidis_abingdonii ENSCABG00000013201
chrysemys_picta_bellii ENSCPBG00000027049
pelodiscus_sinensis ENSPSIG00000007355
anolis_carolinensis ENSACAG00000025908
pogona_vitticeps ENSPVIG00000014277
notechis_scutatus ENSNSUG00000014152
salvator_merianae ENSSMRG00000012588
phascolarctos_cinereus ENSPCIG00000004449
notamacropus_eugenii ENSMEUG00000000923
sarcophilus_harrisii ENSSHAG00000005149
monodelphis_domestica ENSMODG00000023261
propithecus_coquereli ENSPCOG00000016211
microcebus_murinus ENSMICG00000002583
prolemur_simus ENSPSMG00000000650
otolemur_garnettii ENSOGAG00000004716
oryctolagus_cuniculus ENSOCUG00000021752
pan_troglodytes ENSPTRG00000052443
pan_paniscus ENSPPAG00000018830
homo_sapiens ENSG00000196227
gorilla_gorilla ENSGGOG00000043885
pongo_abelii ENSPPYG00000011188
nomascus_leucogenys ENSNLEG00000032511
theropithecus_gelada ENSTGEG00000010847
papio_anubis ENSPANG00000015362
mandrillus_leucophaeus ENSMLEG00000009217
macaca_mulatta ENSMMUG00000042529
macaca_fascicularis ENSMFAG00000030015
macaca_nemestrina ENSMNEG00000011065
piliocolobus_tephrosceles ENSPTEG00000005676
callithrix_jacchus ENSCJAG00000018823
castor_canadensis ENSCCNG00000014410
dipodomys_ordii ENSDORG00000027592
mus_spicilegus ENSMSIG00000015440
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025689
mus_musculus ENSMUSG00000070476
mus_pahari MGP_PahariEiJ_G0026210
rattus_norvegicus ENSRNOG00000053607
meriones_unguiculatus ENSMUGG00000021331
peromyscus_maniculatus_bairdii ENSPEMG00000026646
microtus_ochrogaster ENSMOCG00000014566
cricetulus_griseus_chok1gshd ENSCGRG00001009960
cricetulus_griseus_crigri-picr ENSCGRG00015015171
cricetulus_griseus_crigri ENSCGRG00000005265
mesocricetus_auratus ENSMAUG00000018766
nannospalax_galili ENSNGAG00000019908
jaculus_jaculus ENSJJAG00000004859
cavia_porcellus ENSCPOG00000032600
cavia_aperea ENSCAPG00000015266
octodon_degus ENSODEG00000004205
heterocephalus_glaber_male ENSHGLG00100021083
heterocephalus_glaber_female ENSHGLG00000021229
fukomys_damarensis ENSFDAG00000019832
