drosophila_melanogaster FBgn0034346
caenorhabditis_elegans_strain_n2 WBGene00016159
chelonoidis_abingdonii ENSCABG00000006795
gopherus_agassizii ENSGAGG00000008738
gopherus_agassizii ENSGAGG00000008732
chrysemys_picta_bellii ENSCPBG00000017926
apteryx_owenii ENSAOWG00000015566
apteryx_haastii ENSAHAG00000005439
apteryx_rowi ENSARWG00000016539
dromaius_novaehollandiae ENSDNVG00000011960
anser_brachyrhynchus ENSABRG00000010644
anas_platyrhynchos_platyrhynchos ENSAPLG00000016451
gallus_gallus ENSGALG00000002023
coturnix_japonica ENSCJPG00005005905
numida_meleagris ENSNMEG00000015308
meleagris_gallopavo ENSMGAG00000002607
cyanistes_caeruleus ENSCCEG00000001373
parus_major ENSPMJG00000005268
ficedula_albicollis ENSFALG00000009757
lonchura_striata_domestica ENSLSDG00000013347
taeniopygia_guttata ENSTGUG00000001774
serinus_canaria ENSSCAG00000003186
zonotrichia_albicollis ENSZALG00000008501
manacus_vitellinus ENSMVIG00005013641
lepidothrix_coronata ENSLCOG00000013618
melopsittacus_undulatus ENSMUNG00000008540
calidris_pygmaea ENSCPGG00000016116
calidris_pugnax ENSCPUG00000005624
nothoprocta_perdicaria ENSNPEG00000005212
crocodylus_porosus ENSCPRG00005015477
pogona_vitticeps ENSPVIG00000016335
anolis_carolinensis ENSACAG00000011686
notechis_scutatus ENSNSUG00000011769
salvator_merianae ENSSMRG00000020144
phascolarctos_cinereus ENSPCIG00000021736
notamacropus_eugenii ENSMEUG00000014629
sarcophilus_harrisii ENSSHAG00000016605
monodelphis_domestica ENSMODG00000007748
loxodonta_africana ENSLAFG00000007301
procavia_capensis ENSPCAG00000000859
echinops_telfairi ENSETEG00000007817
dasypus_novemcinctus ENSDNOG00000017918
cavia_porcellus ENSCPOG00000012015
cavia_aperea ENSCAPG00000014014
chinchilla_lanigera ENSCLAG00000001823
octodon_degus ENSODEG00000014589
heterocephalus_glaber_male ENSHGLG00100000239
heterocephalus_glaber_female ENSHGLG00000000517
fukomys_damarensis ENSFDAG00000011819
ictidomys_tridecemlineatus ENSSTOG00000015210
spermophilus_dauricus ENSSDAG00000004832
urocitellus_parryii ENSUPAG00010018386
marmota_marmota_marmota ENSMMMG00000007604
castor_canadensis ENSCCNG00000024764
dipodomys_ordii ENSDORG00000010301
cricetulus_griseus_crigri-picr ENSCGRG00015003098
cricetulus_griseus_crigri ENSCGRG00000014282
cricetulus_griseus_chok1gshd ENSCGRG00001012278
mesocricetus_auratus ENSMAUG00000018188
microtus_ochrogaster ENSMOCG00000013446
peromyscus_maniculatus_bairdii ENSPEMG00000015714
mus_spicilegus ENSMSIG00000017830
mus_musculus ENSMUSG00000028454
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026888
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025927
mus_pahari MGP_PahariEiJ_G0024072
rattus_norvegicus ENSRNOG00000009930
meriones_unguiculatus ENSMUGG00000019852
nannospalax_galili ENSNGAG00000000757
jaculus_jaculus ENSJJAG00000013319
oryctolagus_cuniculus ENSOCUG00000002653
ochotona_princeps ENSOPRG00000010783
tupaia_belangeri ENSTBEG00000007065
pan_paniscus ENSPPAG00000024612
pan_troglodytes ENSPTRG00000020902
homo_sapiens ENSG00000165282
gorilla_gorilla ENSGGOG00000003209
pongo_abelii ENSPPYG00000019103
nomascus_leucogenys ENSNLEG00000004616
piliocolobus_tephrosceles ENSPTEG00000018542
colobus_angolensis_palliatus ENSCANG00000029715
rhinopithecus_roxellana ENSRROG00000038825
rhinopithecus_bieti ENSRBIG00000033633
papio_anubis ENSPANG00000025326
