salvator_merianae ENSSMRG00000015489
notechis_scutatus ENSNSUG00000000224
pogona_vitticeps ENSPVIG00000016785
ornithorhynchus_anatinus ENSOANG00000031163
gopherus_agassizii ENSGAGG00000012498
chelonoidis_abingdonii ENSCABG00000022699
chrysemys_picta ENSCPBG00000003360
pelodiscus_sinensis ENSPSIG00000010620
crocodylus_porosus ENSCPRG00005016297
sphenodon_punctatus ENSSPUG00000008112
apteryx_owenii ENSAOWG00000015518
apteryx_rowi ENSARWG00000011939
apteryx_haastii ENSAHAG00000006314
dromaius_novaehollandiae ENSDNVG00000007965
nothoprocta_perdicaria ENSNPEG00000009863
anser_brachyrhynchus ENSABRG00000011178
anas_platyrhynchos ENSAPLG00000000806
coturnix_japonica ENSCJPG00005011966
meleagris_gallopavo ENSMGAG00000000650
gallus_gallus ENSGALG00000036391
numida_meleagris ENSNMEG00000018105
calidris_pygmaea ENSCPGG00000017725
calidris_pugnax ENSCPUG00000011922
manacus_vitellinus ENSMVIG00005009430
lepidothrix_coronata ENSLCOG00000003419
junco_hyemalis ENSJHYG00000009167
serinus_canaria ENSSCAG00000016186
zonotrichia_albicollis ENSZALG00000008008
taeniopygia_guttata ENSTGUG00000003894
lonchura_striata ENSLSDG00000001307
cyanistes_caeruleus ENSCCEG00000011982
parus_major ENSPMJG00000015604
ficedula_albicollis ENSFALG00000000190
melopsittacus_undulatus ENSMUNG00000001604
capra_hircus ENSCHIG00000021854
ovis_aries ENSOARG00000019823
bos_indicus ENSBIXG00005008141
bos_indicus ENSBIXG00000004355
bos_taurus ENSBTAG00000017626
bos_mutus ENSBMUG00000020505
bison_bison ENSBBBG00000016730
tursiops_truncatus ENSTTRG00000015313
sus_scrofa ENSSSCG00000008339
vicugna_pacos ENSVPAG00000001743
equus_asinus ENSEASG00005007343
equus_caballus ENSECAG00000019938
myotis_lucifugus ENSMLUG00000003686
pteropus_vampyrus ENSPVAG00000001232
erinaceus_europaeus ENSEEUG00000007509
ursus_maritimus ENSUMAG00000021249
ursus_americanus ENSUAMG00000017049
mustela_putorius ENSMPUG00000006393
neovison_vison ENSNVIG00000003807
canis_lupus ENSCAFG00020000705
canis_lupus ENSCAFG00000003296
vulpes_vulpes ENSVVUG00000027815
panthera_tigris ENSPTIG00000012830
panthera_pardus ENSPPRG00000013257
felis_catus ENSFCAG00000007598
cricetulus_griseus ENSCGRG00001016926
cricetulus_griseus ENSCGRG00015019248
cricetulus_griseus ENSCGRG00000004297
castor_canadensis ENSCCNG00000027449
ailuropoda_melanoleuca ENSAMEG00000016228
loxodonta_africana ENSLAFG00000011652
procavia_capensis ENSPCAG00000011428
echinops_telfairi ENSETEG00000005256
choloepus_hoffmanni ENSCHOG00000011419
dasypus_novemcinctus ENSDNOG00000006788
castor_canadensis ENSCCNG00000015944
dipodomys_ordii ENSDORG00000015980
peromyscus_maniculatus ENSPEMG00000018838
microtus_ochrogaster ENSMOCG00000003763
mesocricetus_auratus ENSMAUG00000003849
cricetulus_griseus ENSCGRG00015010870
mus_spretus MGP_SPRETEiJ_G0029617
mus_spicilegus ENSMSIG00000014430
mus_musculus ENSMUSG00000029992
mus_caroli MGP_CAROLIEiJ_G0028606
mus_pahari MGP_PahariEiJ_G0022343
rattus_norvegicus ENSRNOG00000018507
meriones_unguiculatus ENSMUGG00000020419
nannospalax_galili ENSNGAG00000012873
jaculus_jaculus ENSJJAG00000022727
heterocephalus_glaber ENSHGLG00100004395
heterocephalus_glaber ENSHGLG00000010905
fukomys_damarensis ENSFDAG00000016139
chinchilla_lanigera ENSCLAG00000008896
octodon_degus ENSODEG00000008469
cavia_porcellus ENSCPOG00000014259
cavia_aperea ENSCAPG00000015273
urocitellus_parryii ENSUPAG00010010498
ictidomys_tridecemlineatus ENSSTOG00000013461
spermophilus_dauricus ENSSDAG00000006461
marmota_marmota ENSMMMG00000005183
oryctolagus_cuniculus ENSOCUG00000029568
ochotona_princeps ENSOPRG00000003391
tupaia_belangeri ENSTBEG00000007472
saimiri_boliviensis ENSSBOG00000033878
cebus_capucinus ENSCCAG00000031415
callithrix_jacchus ENSCJAG00000019141
aotus_nancymaae ENSANAG00000022514
homo_sapiens ENSG00000198380
gorilla_gorilla ENSGGOG00000005205
pan_troglodytes ENSPTRG00000024129
pan_paniscus ENSPPAG00000043271
pongo_abelii ENSPPYG00000012340
nomascus_leucogenys ENSNLEG00000010084
theropithecus_gelada ENSTGEG00000011582
mandrillus_leucophaeus ENSMLEG00000028520
papio_anubis ENSPANG00000006255
cercocebus_atys ENSCATG00000040348
chlorocebus_sabaeus ENSCSAG00000014984
macaca_fascicularis ENSMFAG00000003721
macaca_mulatta ENSMMUG00000013797
macaca_nemestrina ENSMNEG00000043237
rhinopithecus_roxellana ENSRROG00000033001
rhinopithecus_bieti ENSRBIG00000035724
colobus_angolensis ENSCANG00000040114
piliocolobus_tephrosceles ENSPTEG00000018904
piliocolobus_tephrosceles ENSPTEG00000007207
carlito_syrichta ENSTSYG00000004669
prolemur_simus ENSPSMG00000012691
microcebus_murinus ENSMICG00000035387
propithecus_coquereli ENSPCOG00000025259
otolemur_garnettii ENSOGAG00000008940
sorex_araneus ENSSARG00000002813
vombatus_ursinus ENSVURG00010012059
phascolarctos_cinereus ENSPCIG00000026063
notamacropus_eugenii ENSMEUG00000011439
sarcophilus_harrisii ENSSHAG00000002669
monodelphis_domestica ENSMODG00000011796
ornithorhynchus_anatinus ENSOANG00000022684
xenopus_tropicalis ENSXETG00000006858
latimeria_chalumnae ENSLACG00000018296
callorhinchus_milii ENSCMIG00000006715
clupea_harengus ENSCHAG00000011523
denticeps_clupeoides ENSDCDG00000019114
astyanax_mexicanus ENSAMXG00000003160
astyanax_mexicanus ENSAMXG00005016549
pygocentrus_nattereri ENSPNAG00000020948
ictalurus_punctatus ENSIPUG00000006395
electrophorus_electricus ENSEEEG00000005494
danio_rerio ENSDARG00000057465
hucho_hucho ENSHHUG00000043857
hucho_hucho ENSHHUG00000021055
esox_lucius ENSELUG00000017542
paramormyrops_kingsleyae ENSPKIG00000007583
gadus_morhua ENSGMOG00000005919
lepisosteus_oculatus ENSLOCG00000014971
scleropages_formosus ENSSFOG00015011230
hippocampus_comes ENSHCOG00000011267
periophthalmus_magnuspinnatus ENSPMGG00000011973
seriola_dumerili ENSSDUG00000020181
seriola_lalandi ENSSLDG00000008529
scophthalmus_maximus ENSSMAG00000006736
lates_calcarifer ENSLCAG00010027672
mastacembelus_armatus ENSMAMG00000009470
monopterus_albus ENSMALG00000003732
anabas_testudineus ENSATEG00000000048
betta_splendens ENSBSLG00000004388
maylandia_zebra ENSMZEG00005012263
astatotilapia_calliptera ENSACLG00000009162
haplochromis_burtoni ENSHBUG00000012707
pundamilia_nyererei ENSPNYG00000015439
neolamprologus_brichardi ENSNBRG00000022179
oreochromis_niloticus ENSONIG00000011678
amphilophus_citrinellus ENSACIG00000006666
parambassis_ranga ENSPRNG00000006270
gouania_willdenowi ENSGWIG00000021669
amphiprion_percula ENSAPEG00000014907
amphiprion_percula ENSAPEG00000014718
amphiprion_percula ENSAPEG00000014756
amphiprion_ocellaris ENSAOCG00000015421
acanthochromis_polyacanthus ENSAPOG00000011647
stegastes_partitus ENSSPAG00000010536
xiphophorus_maculatus ENSXMAG00000001813
xiphophorus_couchianus ENSXCOG00000015938
gambusia_affinis ENSGAFG00000010026
poecilia_formosa ENSPFOG00000012102
poecilia_mexicana ENSPMEG00000008392
poecilia_latipinna ENSPLAG00000022713
poecilia_reticulata ENSPREG00000007025
cyprinodon_variegatus ENSCVAG00000010886
fundulus_heteroclitus ENSFHEG00000019788
kryptolebias_marmoratus ENSKMAG00000005693
oryzias_latipes ENSORLG00015020901
oryzias_latipes ENSORLG00000011306
oryzias_latipes ENSORLG00020006273
oryzias_melastigma ENSOMEG00000009553
larimichthys_crocea ENSLCRG00005013590
labrus_bergylta ENSLBEG00000004367
cottoperca_gobio ENSCGOG00000000266
gasterosteus_aculeatus ENSGACG00000010939
takifugu_rubripes ENSTRUG00000003278
tetraodon_nigroviridis ENSTNIG00000002997
mola_mola ENSMMOG00000002446
cynoglossus_semilaevis ENSCSEG00000014985
cynoglossus_semilaevis ENSCSEG00000013542
cynoglossus_semilaevis ENSCSEG00000013555
erpetoichthys_calabaricus ENSECRG00000016014
callorhinchus_milii ENSCMIG00000004494
latimeria_chalumnae ENSLACG00000015160
anas_platyrhynchos ENSAPLG00000013917
eptatretus_burgeri ENSEBUG00000011807
