monopterus_albus ENSMALG00000018072
mastacembelus_armatus ENSMAMG00000002713
anabas_testudineus ENSATEG00000017544
labrus_bergylta ENSLBEG00000008964
seriola_dumerili ENSSDUG00000000738
seriola_lalandi_dorsalis ENSSLDG00000016649
scophthalmus_maximus ENSSMAG00000018779
periophthalmus_magnuspinnatus ENSPMGG00000000156
cynoglossus_semilaevis ENSCSEG00000010968
takifugu_rubripes ENSTRUG00000020171
amphiprion_ocellaris ENSAOCG00000008862
amphiprion_percula ENSAPEG00000007093
acanthochromis_polyacanthus ENSAPOG00000023096
stegastes_partitus ENSSPAG00000014302
astatotilapia_calliptera ENSACLG00000000370
maylandia_zebra ENSMZEG00005000552
pundamilia_nyererei ENSPNYG00000002361
neolamprologus_brichardi ENSNBRG00000000715
amphilophus_citrinellus ENSACIG00000017833
fundulus_heteroclitus ENSFHEG00000022698
fundulus_heteroclitus ENSFHEG00000019140
cyprinodon_variegatus ENSCVAG00000008908
poecilia_formosa ENSPFOG00000024196
poecilia_mexicana ENSPMEG00000006321
poecilia_latipinna ENSPLAG00000013785
poecilia_reticulata ENSPREG00000020404
xiphophorus_couchianus ENSXCOG00000007888
xiphophorus_maculatus ENSXMAG00000022910
gambusia_affinis ENSGAFG00000005773
kryptolebias_marmoratus ENSKMAG00000011418
oryzias_latipes ENSORLG00000027587
oryzias_latipes_asm223469v1 ENSORLG00015013771
oryzias_latipes ENSORLG00020001237
oryzias_melastigma ENSOMEG00000017212
hippocampus_comes ENSHCOG00000012191
esox_lucius ENSELUG00000023323
pygocentrus_nattereri ENSPNAG00000026773
astyanax_mexicanus ENSAMXG00000040098
ictalurus_punctatus ENSIPUG00000001857
danio_rerio ENSDARG00000094887
paramormyrops_kingsleyae ENSPKIG00000025178
