fundulus_heteroclitus ENSFHEG00000007839
cyprinodon_variegatus ENSCVAG00000019970
xiphophorus_maculatus ENSXMAG00000003111
xiphophorus_couchianus ENSXCOG00000009389
gambusia_affinis ENSGAFG00000004429
poecilia_formosa ENSPFOG00000017598
poecilia_mexicana ENSPMEG00000013892
poecilia_reticulata ENSPREG00000020528
kryptolebias_marmoratus ENSKMAG00000002551
oryzias_latipes ENSORLG00020020366
oryzias_latipes_asm223469v1 ENSORLG00015009214
oryzias_latipes ENSORLG00000000963
oryzias_melastigma ENSOMEG00000021620
astatotilapia_calliptera ENSACLG00000014125
maylandia_zebra ENSMZEG00005024659
haplochromis_burtoni ENSHBUG00000001170
pundamilia_nyererei ENSPNYG00000007187
oreochromis_niloticus ENSONIG00000001284
neolamprologus_brichardi ENSNBRG00000006354
amphilophus_citrinellus ENSACIG00000018544
amphiprion_ocellaris ENSAOCG00000002321
amphiprion_percula ENSAPEG00000017447
acanthochromis_polyacanthus ENSAPOG00000000525
stegastes_partitus ENSSPAG00000022177
takifugu_rubripes ENSTRUG00000009564
tetraodon_nigroviridis ENSTNIG00000006536
mola_mola ENSMMOG00000005195
labrus_bergylta ENSLBEG00000006938
gasterosteus_aculeatus ENSGACG00000013147
scophthalmus_maximus ENSSMAG00000019455
cynoglossus_semilaevis ENSCSEG00000006288
seriola_lalandi_dorsalis ENSSLDG00000006405
seriola_dumerili ENSSDUG00000002990
mastacembelus_armatus ENSMAMG00000017064
anabas_testudineus ENSATEG00000004882
hippocampus_comes ENSHCOG00000016335
periophthalmus_magnuspinnatus ENSPMGG00000020851
gadus_morhua ENSGMOG00000007927
esox_lucius ENSELUG00000017629
pygocentrus_nattereri ENSPNAG00000020570
astyanax_mexicanus ENSAMXG00000000825
danio_rerio ENSDARG00000098239
paramormyrops_kingsleyae ENSPKIG00000007621
scleropages_formosus ENSSFOG00015006611
lepisosteus_oculatus ENSLOCG00000014328
xenopus_tropicalis ENSXETG00000034127
