pelodiscus_sinensis ENSPSIG00000005390
gopherus_agassizii ENSGAGG00000013662
anas_platyrhynchos_platyrhynchos ENSAPLG00000021288
anolis_carolinensis ENSACAG00000004904
salvator_merianae ENSSMRG00000003690
xenopus_tropicalis ENSXETG00000009083
xenopus_tropicalis ENSXETG00000009079
paramormyrops_kingsleyae ENSPKIG00000006665
scleropages_formosus ENSSFOG00015018065
labrus_bergylta ENSLBEG00000016498
gasterosteus_aculeatus ENSGACG00000018615
hippocampus_comes ENSHCOG00000004068
monopterus_albus ENSMALG00000011007
cynoglossus_semilaevis ENSCSEG00000017258
fundulus_heteroclitus ENSFHEG00000015757
cyprinodon_variegatus ENSCVAG00000018928
poecilia_formosa ENSPFOG00000001200
poecilia_mexicana ENSPMEG00000009385
poecilia_latipinna ENSPLAG00000000915
poecilia_reticulata ENSPREG00000022196
xiphophorus_couchianus ENSXCOG00000003914
xiphophorus_maculatus ENSXMAG00000025128
gambusia_affinis ENSGAFG00000001295
oryzias_latipes ENSORLG00020018932
oryzias_latipes_asm223469v1 ENSORLG00015013700
oryzias_latipes ENSORLG00000009833
oryzias_melastigma ENSOMEG00000015379
amphiprion_percula ENSAPEG00000009111
amphiprion_ocellaris ENSAOCG00000003569
acanthochromis_polyacanthus ENSAPOG00000013381
stegastes_partitus ENSSPAG00000022615
maylandia_zebra ENSMZEG00005006352
astatotilapia_calliptera ENSACLG00000023360
haplochromis_burtoni ENSHBUG00000001885
pundamilia_nyererei ENSPNYG00000000095
neolamprologus_brichardi ENSNBRG00000020736
oreochromis_niloticus ENSONIG00000017601
amphilophus_citrinellus ENSACIG00000021789
mola_mola ENSMMOG00000009789
takifugu_rubripes ENSTRUG00000003967
mastacembelus_armatus ENSMAMG00000015937
anabas_testudineus ENSATEG00000019017
seriola_lalandi_dorsalis ENSSLDG00000023690
seriola_dumerili ENSSDUG00000012498
scophthalmus_maximus ENSSMAG00000012243
periophthalmus_magnuspinnatus ENSPMGG00000002343
esox_lucius ENSELUG00000009748
astyanax_mexicanus ENSAMXG00000033393
pygocentrus_nattereri ENSPNAG00000020601
ictalurus_punctatus ENSIPUG00000021494
danio_rerio ENSDARG00000008796
paramormyrops_kingsleyae ENSPKIG00000021552
scleropages_formosus ENSSFOG00015021998
lepisosteus_oculatus ENSLOCG00000013605
lepisosteus_oculatus ENSLOCG00000013600
