apteryx_rowi ENSARWG00000006402
apteryx_haastii ENSAHAG00000016985
apteryx_owenii ENSAOWG00000005720
dromaius_novaehollandiae ENSDNVG00000001621
nothoprocta_perdicaria ENSNPEG00000002738
lepidothrix_coronata ENSLCOG00000005852
manacus_vitellinus ENSMVIG00005011862
taeniopygia_guttata ENSTGUG00000005162
lonchura_striata_domestica ENSLSDG00000003074
serinus_canaria ENSSCAG00000002463
junco_hyemalis ENSJHYG00000002735
zonotrichia_albicollis ENSZALG00000008151
ficedula_albicollis ENSFALG00000002654
cyanistes_caeruleus ENSCCEG00000013209
parus_major ENSPMJG00000010706
melopsittacus_undulatus ENSMUNG00000015730
calidris_pugnax ENSCPUG00000004413
calidris_pygmaea ENSCPGG00000013363
gallus_gallus ENSGALG00000054523
meleagris_gallopavo ENSMGAG00000011578
coturnix_japonica ENSCJPG00005004329
numida_meleagris ENSNMEG00000010488
anser_brachyrhynchus ENSABRG00000009395
anas_platyrhynchos_platyrhynchos ENSAPLG00000010689
crocodylus_porosus ENSCPRG00005008176
gopherus_agassizii ENSGAGG00000011205
chelonoidis_abingdonii ENSCABG00000011914
chrysemys_picta_bellii ENSCPBG00000023132
pelodiscus_sinensis ENSPSIG00000008712
pogona_vitticeps ENSPVIG00000002036
anolis_carolinensis ENSACAG00000014164
notechis_scutatus ENSNSUG00000007271
salvator_merianae ENSSMRG00000010139
sphenodon_punctatus ENSSPUG00000002578
notamacropus_eugenii ENSMEUG00000008930
phascolarctos_cinereus ENSPCIG00000010646
sarcophilus_harrisii ENSSHAG00000008240
monodelphis_domestica ENSMODG00000011390
ovis_aries ENSOARG00000009571
capra_hircus ENSCHIG00000023720
bos_taurus ENSBTAG00000001484
bos_mutus ENSBMUG00000002249
bison_bison_bison ENSBBBG00000009106
sus_scrofa ENSSSCG00000011314
tursiops_truncatus ENSTTRG00000009587
vicugna_pacos ENSVPAG00000009768
ailuropoda_melanoleuca ENSAMEG00000004974
mustela_putorius_furo ENSMPUG00000014351
canis_lupus_familiaris ENSCAFG00000018414
ursus_americanus ENSUAMG00000002004
ursus_maritimus ENSUMAG00000004847
ailuropoda_melanoleuca ENSAMEG00000012280
neovison_vison ENSNVIG00000021335
mustela_putorius_furo ENSMPUG00000015314
canis_lupus_familiaris ENSCAFG00000013888
canis_lupus_dingo ENSCAFG00020013725
vulpes_vulpes ENSVVUG00000006065
panthera_tigris_altaica ENSPTIG00000014218
panthera_pardus ENSPPRG00000002383
felis_catus ENSFCAG00000006824
equus_asinus_asinus ENSEASG00005008079
equus_caballus ENSECAG00000017243
sorex_araneus ENSSARG00000002473
nannospalax_galili ENSNGAG00000024243
nannospalax_galili ENSNGAG00000006714
nannospalax_galili ENSNGAG00000017901
cricetulus_griseus_chok1gshd ENSCGRG00001000339
cricetulus_griseus_crigri-picr ENSCGRG00015012249
cricetulus_griseus_crigri ENSCGRG00000001970
mesocricetus_auratus ENSMAUG00000019816
peromyscus_maniculatus_bairdii ENSPEMG00000021362
microtus_ochrogaster ENSMOCG00000022924
mus_musculus ENSMUSG00000025245
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034012
mus_spicilegus ENSMSIG00000021814
mus_spicilegus ENSMSIG00000014659
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032864
mus_pahari MGP_PahariEiJ_G0015730
rattus_norvegicus ENSRNOG00000006244
meriones_unguiculatus ENSMUGG00000018350
ictidomys_tridecemlineatus ENSSTOG00000003884
urocitellus_parryii ENSUPAG00010015804
marmota_marmota_marmota ENSMMMG00000008562
spermophilus_dauricus ENSSDAG00000003394
chinchilla_lanigera ENSCLAG00000016619
octodon_degus ENSODEG00000012308
cavia_porcellus ENSCPOG00000008100
cavia_aperea ENSCAPG00000006472
heterocephalus_glaber_female ENSHGLG00000016735
heterocephalus_glaber_male ENSHGLG00100011579
fukomys_damarensis ENSFDAG00000016024
dipodomys_ordii ENSDORG00000010130
castor_canadensis ENSCCNG00000006807
oryctolagus_cuniculus ENSOCUG00000010140
ochotona_princeps ENSOPRG00000002812
microcebus_murinus ENSMICG00000049099
microcebus_murinus ENSMICG00000033125
propithecus_coquereli ENSPCOG00000022376
prolemur_simus ENSPSMG00000010672
otolemur_garnettii ENSOGAG00000012023
rhinopithecus_roxellana ENSRROG00000043319
rhinopithecus_bieti ENSRBIG00000035521
piliocolobus_tephrosceles ENSPTEG00000009682
colobus_angolensis_palliatus ENSCANG00000037978
theropithecus_gelada ENSTGEG00000012100
papio_anubis ENSPANG00000012919
macaca_mulatta ENSMMUG00000010516
macaca_fascicularis ENSMFAG00000003826
macaca_nemestrina ENSMNEG00000045295
mandrillus_leucophaeus ENSMLEG00000041612
cercocebus_atys ENSCATG00000026990
chlorocebus_sabaeus ENSCSAG00000016264
pan_troglodytes ENSPTRG00000014840
pan_paniscus ENSPPAG00000006611
homo_sapiens ENSG00000163818
gorilla_gorilla ENSGGOG00000002103
pongo_abelii ENSPPYG00000013942
nomascus_leucogenys ENSNLEG00000006084
saimiri_boliviensis_boliviensis ENSSBOG00000032193
cebus_capucinus ENSCCAG00000028066
callithrix_jacchus ENSCJAG00000002035
carlito_syrichta ENSTSYG00000007623
procavia_capensis ENSPCAG00000009783
aotus_nancymaae ENSANAG00000000596
carlito_syrichta ENSTSYG00000028166
choloepus_hoffmanni ENSCHOG00000003899
dasypus_novemcinctus ENSDNOG00000045147
echinops_telfairi ENSETEG00000013761
echinops_telfairi ENSETEG00000012321
echinops_telfairi ENSETEG00000020227
loxodonta_africana ENSLAFG00000010237
pteropus_vampyrus ENSPVAG00000009472
myotis_lucifugus ENSMLUG00000006979
erinaceus_europaeus ENSEEUG00000002725
ornithorhynchus_anatinus ENSOANG00000006794
xenopus_tropicalis ENSXETG00000013099
latimeria_chalumnae ENSLACG00000001345
scleropages_formosus ENSSFOG00015018697
scleropages_formosus ENSSFOG00015020167
paramormyrops_kingsleyae ENSPKIG00000009710
cynoglossus_semilaevis ENSCSEG00000019570
seriola_lalandi_dorsalis ENSSLDG00000002014
seriola_dumerili ENSSDUG00000010599
seriola_lalandi_dorsalis ENSSLDG00000025200
scophthalmus_maximus ENSSMAG00000017046
mastacembelus_armatus ENSMAMG00000010865
monopterus_albus ENSMALG00000006481
anabas_testudineus ENSATEG00000000230
labrus_bergylta ENSLBEG00000011723
gasterosteus_aculeatus ENSGACG00000004804
tetraodon_nigroviridis ENSTNIG00000013670
takifugu_rubripes ENSTRUG00000007474
mola_mola ENSMMOG00000004509
amphiprion_ocellaris ENSAOCG00000003665
amphiprion_percula ENSAPEG00000011355
acanthochromis_polyacanthus ENSAPOG00000001569
stegastes_partitus ENSSPAG00000008888
kryptolebias_marmoratus ENSKMAG00000017481
astatotilapia_calliptera ENSACLG00000004958
haplochromis_burtoni ENSHBUG00000014716
maylandia_zebra ENSMZEG00005018594
pundamilia_nyererei ENSPNYG00000003387
neolamprologus_brichardi ENSNBRG00000012841
oreochromis_niloticus ENSONIG00000006294
amphilophus_citrinellus ENSACIG00000000163
