pan_troglodytes ENSPTRG00000000652
pan_paniscus ENSPPAG00000030944
homo_sapiens ENSG00000171872
gorilla_gorilla ENSGGOG00000026978
pongo_abelii ENSPPYG00000001434
nomascus_leucogenys ENSNLEG00000013940
macaca_fascicularis ENSMFAG00000041380
macaca_mulatta ENSMMUG00000005986
macaca_nemestrina ENSMNEG00000038688
papio_anubis ENSPANG00000024685
theropithecus_gelada ENSTGEG00000028081
cercocebus_atys ENSCATG00000038276
mandrillus_leucophaeus ENSMLEG00000033279
chlorocebus_sabaeus ENSCSAG00000001196
colobus_angolensis ENSCANG00000022258
piliocolobus_tephrosceles ENSPTEG00000035371
rhinopithecus_bieti ENSRBIG00000032294
rhinopithecus_roxellana ENSRROG00000030545
cebus_capucinus ENSCCAG00000028593
saimiri_boliviensis ENSSBOG00000032767
callithrix_jacchus ENSCJAG00000003910
aotus_nancymaae ENSANAG00000023611
carlito_syrichta ENSTSYG00000004002
propithecus_coquereli ENSPCOG00000025095
microcebus_murinus ENSMICG00000007300
prolemur_simus ENSPSMG00000004030
otolemur_garnettii ENSOGAG00000000776
oryctolagus_cuniculus ENSOCUG00000003171
tupaia_belangeri ENSTBEG00000010579
cricetulus_griseus ENSCGRG00015000364
cricetulus_griseus ENSCGRG00001011153
mesocricetus_auratus ENSMAUG00000017284
microtus_ochrogaster ENSMOCG00000007237
peromyscus_maniculatus ENSPEMG00000006541
mus_spicilegus ENSMSIG00000014847
mus_spretus MGP_SPRETEiJ_G0027333
mus_musculus ENSMUSG00000048626
mus_caroli MGP_CAROLIEiJ_G0026361
mus_pahari MGP_PahariEiJ_G0028692
rattus_norvegicus ENSRNOG00000019479
meriones_unguiculatus ENSMUGG00000020643
nannospalax_galili ENSNGAG00000018505
jaculus_jaculus ENSJJAG00000000100
castor_canadensis ENSCCNG00000004781
castor_canadensis ENSCCNG00000002153
spermophilus_dauricus ENSSDAG00000012112
urocitellus_parryii ENSUPAG00010021137
marmota_marmota ENSMMMG00000000432
marmota_marmota ENSMMMG00000000285
heterocephalus_glaber ENSHGLG00100016457
heterocephalus_glaber ENSHGLG00000019503
fukomys_damarensis ENSFDAG00000006276
vulpes_vulpes ENSVVUG00000007948
mustela_putorius ENSMPUG00000013568
equus_caballus ENSECAG00000036142
myotis_lucifugus ENSMLUG00000000160
myotis_lucifugus ENSMLUG00000023723
myotis_lucifugus ENSMLUG00000024564
pteropus_vampyrus ENSPVAG00000015329
sorex_araneus ENSSARG00000014095
bos_taurus ENSBTAG00000047871
bos_indicus ENSBIXG00005009760
bos_indicus ENSBIXG00000025745
bos_mutus ENSBMUG00000002995
bison_bison ENSBBBG00000017153
ovis_aries ENSOARG00000000759
capra_hircus ENSCHIG00000006866
tursiops_truncatus ENSTTRG00000013114
vicugna_pacos ENSVPAG00000004627
sus_scrofa ENSSSCG00000024191
sus_scrofa ENSSSCG00000040343
ursus_americanus ENSUAMG00000008425
ursus_maritimus ENSUMAG00000024321
ailuropoda_melanoleuca ENSAMEG00000014011
mustela_putorius ENSMPUG00000013569
neovison_vison ENSNVIG00000018204
canis_lupus ENSCAFG00000004819
canis_lupus ENSCAFG00020017319
vulpes_vulpes ENSVVUG00000007951
panthera_pardus ENSPPRG00000005480
panthera_tigris ENSPTIG00000007356
felis_catus ENSFCAG00000022786
equus_asinus ENSEASG00005001946
equus_caballus ENSECAG00000002073
equus_caballus ENSECAG00000029066
dasypus_novemcinctus ENSDNOG00000046894
dasypus_novemcinctus ENSDNOG00000006622
dasypus_novemcinctus ENSDNOG00000045316
choloepus_hoffmanni ENSCHOG00000010846
loxodonta_africana ENSLAFG00000000426
procavia_capensis ENSPCAG00000008429
echinops_telfairi ENSETEG00000016705
