latimeria_chalumnae ENSLACG00000008013
xenopus_tropicalis ENSXETG00000024648
takifugu_rubripes ENSTRUG00000008675
tetraodon_nigroviridis ENSTNIG00000016888
cynoglossus_semilaevis ENSCSEG00000000046
monopterus_albus ENSMALG00000011486
mastacembelus_armatus ENSMAMG00000009608
anabas_testudineus ENSATEG00000007056
seriola_lalandi_dorsalis ENSSLDG00000011155
seriola_dumerili ENSSDUG00000012114
scophthalmus_maximus ENSSMAG00000008344
hippocampus_comes ENSHCOG00000014001
periophthalmus_magnuspinnatus ENSPMGG00000011253
labrus_bergylta ENSLBEG00000012656
gasterosteus_aculeatus ENSGACG00000006965
mola_mola ENSMMOG00000002243
amphiprion_percula ENSAPEG00000019964
amphiprion_ocellaris ENSAOCG00000004105
acanthochromis_polyacanthus ENSAPOG00000001145
stegastes_partitus ENSSPAG00000019355
maylandia_zebra ENSMZEG00005005779
astatotilapia_calliptera ENSACLG00000018941
pundamilia_nyererei ENSPNYG00000007128
haplochromis_burtoni ENSHBUG00000019633
oreochromis_niloticus ENSONIG00000008129
neolamprologus_brichardi ENSNBRG00000009182
amphilophus_citrinellus ENSACIG00000014453
fundulus_heteroclitus ENSFHEG00000008207
cyprinodon_variegatus ENSCVAG00000009073
xiphophorus_maculatus ENSXMAG00000019148
xiphophorus_couchianus ENSXCOG00000013219
gambusia_affinis ENSGAFG00000018060
poecilia_mexicana ENSPMEG00000011932
poecilia_latipinna ENSPLAG00000018495
poecilia_latipinna ENSPLAG00000021567
poecilia_mexicana ENSPMEG00000007921
poecilia_formosa ENSPFOG00000003545
poecilia_reticulata ENSPREG00000000725
kryptolebias_marmoratus ENSKMAG00000012869
oryzias_latipes ENSORLG00000017388
oryzias_latipes ENSORLG00020002141
oryzias_latipes_asm223469v1 ENSORLG00015015687
oryzias_melastigma ENSOMEG00000015265
gadus_morhua ENSGMOG00000018881
esox_lucius ENSELUG00000002857
pygocentrus_nattereri ENSPNAG00000015758
ictalurus_punctatus ENSIPUG00000024100
danio_rerio ENSDARG00000008239
scleropages_formosus ENSSFOG00015009346
paramormyrops_kingsleyae ENSPKIG00000021324
lepisosteus_oculatus ENSLOCG00000016860
calidris_pugnax ENSCPUG00000005361
calidris_pygmaea ENSCPGG00000006439
melopsittacus_undulatus ENSMUNG00000004821
gallus_gallus ENSGALG00000007986
coturnix_japonica ENSCJPG00005007296
numida_meleagris ENSNMEG00000001102
manacus_vitellinus ENSMVIG00005003745
lepidothrix_coronata ENSLCOG00000007439
junco_hyemalis ENSJHYG00000007959
lonchura_striata_domestica ENSLSDG00000002680
serinus_canaria ENSSCAG00000015515
parus_major ENSPMJG00000009145
cyanistes_caeruleus ENSCCEG00000009487
ficedula_albicollis ENSFALG00000013036
apteryx_haastii ENSAHAG00000012106
apteryx_owenii ENSAOWG00000001236
apteryx_rowi ENSARWG00000007072
dromaius_novaehollandiae ENSDNVG00000003530
nothoprocta_perdicaria ENSNPEG00000010895
crocodylus_porosus ENSCPRG00005004658
chelonoidis_abingdonii ENSCABG00000016745
gopherus_agassizii ENSGAGG00000015320
pelodiscus_sinensis ENSPSIG00000014735
pogona_vitticeps ENSPVIG00000024513
anolis_carolinensis ENSACAG00000003931
notechis_scutatus ENSNSUG00000014320
salvator_merianae ENSSMRG00000005879
mus_spicilegus ENSMSIG00000031411
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025639
mus_musculus ENSMUSG00000074576
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024719
mus_pahari MGP_PahariEiJ_G0026160
rattus_norvegicus ENSRNOG00000025067
meriones_unguiculatus ENSMUGG00000026404
cricetulus_griseus_chok1gshd ENSCGRG00001003680
cricetulus_griseus_crigri-picr ENSCGRG00015018494
mesocricetus_auratus ENSMAUG00000007351
microtus_ochrogaster ENSMOCG00000003624
peromyscus_maniculatus_bairdii ENSPEMG00000023371
nannospalax_galili ENSNGAG00000011771
jaculus_jaculus ENSJJAG00000001507
castor_canadensis ENSCCNG00000030690
dipodomys_ordii ENSDORG00000029643
urocitellus_parryii ENSUPAG00010000719
ictidomys_tridecemlineatus ENSSTOG00000026585
spermophilus_dauricus ENSSDAG00000006481
marmota_marmota_marmota ENSMMMG00000007809
equus_caballus ENSECAG00000004476
equus_asinus_asinus ENSEASG00005023301
myotis_lucifugus ENSMLUG00000022448
pteropus_vampyrus ENSPVAG00000011403
ursus_americanus ENSUAMG00000021133
ursus_maritimus ENSUMAG00000024445
ailuropoda_melanoleuca ENSAMEG00000019820
mustela_putorius_furo ENSMPUG00000019016
neovison_vison ENSNVIG00000007233
canis_lupus_dingo ENSCAFG00020017535
canis_lupus_familiaris ENSCAFG00000011596
vulpes_vulpes ENSVVUG00000022461
panthera_pardus ENSPPRG00000016957
felis_catus ENSFCAG00000009792
sus_scrofa ENSSSCG00000007475
vicugna_pacos ENSVPAG00000004919
capra_hircus ENSCHIG00000002985
ovis_aries ENSOARG00000014079
bos_mutus ENSBMUG00000011469
bos_taurus ENSBTAG00000049509
bison_bison_bison ENSBBBG00000001882
tursiops_truncatus ENSTTRG00000009065
sorex_araneus ENSSARG00000003458
piliocolobus_tephrosceles ENSPTEG00000012323
colobus_angolensis_palliatus ENSCANG00000018448
rhinopithecus_roxellana ENSRROG00000006793
