sorex_araneus ENSSARG00000006124
erinaceus_europaeus ENSEEUG00000005116
ursus_americanus ENSUAMG00000008727
ursus_maritimus ENSUMAG00000014055
ailuropoda_melanoleuca ENSAMEG00000007285
neovison_vison ENSNVIG00000024939
canis_lupus_familiaris ENSCAFG00000016799
canis_lupus_dingo ENSCAFG00020018154
vulpes_vulpes ENSVVUG00000027722
panthera_pardus ENSPPRG00000008475
panthera_pardus ENSPPRG00000007873
panthera_tigris_altaica ENSPTIG00000011354
felis_catus ENSFCAG00000029684
equus_caballus ENSECAG00000024434
equus_asinus_asinus ENSEASG00005011166
myotis_lucifugus ENSMLUG00000004768
pteropus_vampyrus ENSPVAG00000003088
bos_mutus ENSBMUG00000025402
bos_taurus ENSBTAG00000000405
bison_bison_bison ENSBBBG00000003910
capra_hircus ENSCHIG00000014195
tursiops_truncatus ENSTTRG00000015547
sus_scrofa ENSSSCG00000035364
vicugna_pacos ENSVPAG00000007299
pan_paniscus ENSPPAG00000037377
pan_troglodytes ENSPTRG00000008031
homo_sapiens ENSG00000167397
gorilla_gorilla ENSGGOG00000025968
pongo_abelii ENSPPYG00000007306
nomascus_leucogenys ENSNLEG00000031695
rhinopithecus_bieti ENSRBIG00000038158
piliocolobus_tephrosceles ENSPTEG00000027457
papio_anubis ENSPANG00000033275
macaca_nemestrina ENSMNEG00000040200
chlorocebus_sabaeus ENSCSAG00000005735
cebus_capucinus ENSCCAG00000021018
saimiri_boliviensis_boliviensis ENSSBOG00000017885
callithrix_jacchus ENSCJAG00000003097
aotus_nancymaae ENSANAG00000036072
aotus_nancymaae ENSANAG00000007375
cebus_capucinus ENSCCAG00000025352
macaca_fascicularis ENSMFAG00000031581
macaca_mulatta ENSMMUG00000020041
macaca_nemestrina ENSMNEG00000032343
papio_anubis ENSPANG00000019476
mandrillus_leucophaeus ENSMLEG00000035906
cercocebus_atys ENSCATG00000039144
carlito_syrichta ENSTSYG00000036839
propithecus_coquereli ENSPCOG00000021071
microcebus_murinus ENSMICG00000042552
prolemur_simus ENSPSMG00000007992
prolemur_simus ENSPSMG00000005983
octodon_degus ENSODEG00000014946
cavia_porcellus ENSCPOG00000006310
heterocephalus_glaber_male ENSHGLG00100014886
heterocephalus_glaber_female ENSHGLG00000015930
fukomys_damarensis ENSFDAG00000003367
ictidomys_tridecemlineatus ENSSTOG00000000631
urocitellus_parryii ENSUPAG00010019665
spermophilus_dauricus ENSSDAG00000012416
marmota_marmota_marmota ENSMMMG00000000568
castor_canadensis ENSCCNG00000028120
cricetulus_griseus_chok1gshd ENSCGRG00001024266
mesocricetus_auratus ENSMAUG00000006018
peromyscus_maniculatus_bairdii ENSPEMG00000023703
mus_musculus ENSMUSG00000030804
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030527
mus_spicilegus ENSMSIG00000024884
mus_musculus ENSMUSG00000096145
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031642
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031641
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030528
mus_pahari MGP_PahariEiJ_G0013735
mus_pahari MGP_PahariEiJ_G0013734
rattus_norvegicus ENSRNOG00000050828
microtus_ochrogaster ENSMOCG00000019960
meriones_unguiculatus ENSMUGG00000000462
nannospalax_galili ENSNGAG00000017764
jaculus_jaculus ENSJJAG00000020944
oryctolagus_cuniculus ENSOCUG00000002289
ochotona_princeps ENSOPRG00000016146
dipodomys_ordii ENSDORG00000002992
chinchilla_lanigera ENSCLAG00000012539
cercocebus_atys ENSCATG00000038742
macaca_mulatta ENSMMUG00000016031
homo_sapiens ENSG00000255439
cricetulus_griseus_crigri ENSCGRG00000012131
cricetulus_griseus_crigri-picr ENSCGRG00015023845
tupaia_belangeri ENSTBEG00000007383
ovis_aries ENSOARG00000008543
loxodonta_africana ENSLAFG00000028423
procavia_capensis ENSPCAG00000007473
echinops_telfairi ENSETEG00000012101
choloepus_hoffmanni ENSCHOG00000003991
dasypus_novemcinctus ENSDNOG00000035060
notamacropus_eugenii ENSMEUG00000014306
phascolarctos_cinereus ENSPCIG00000031041
monodelphis_domestica ENSMODG00000001812
ornithorhynchus_anatinus ENSOANG00000029307
serinus_canaria ENSSCAG00000015768
cyanistes_caeruleus ENSCCEG00000005899
calidris_pugnax ENSCPUG00000013341
pogona_vitticeps ENSPVIG00000004893
anolis_carolinensis ENSACAG00000007025
notechis_scutatus ENSNSUG00000011100
salvator_merianae ENSSMRG00000006996
sphenodon_punctatus ENSSPUG00000015866
chelonoidis_abingdonii ENSCABG00000019419
gopherus_agassizii ENSGAGG00000022226
chrysemys_picta_bellii ENSCPBG00000013264
pelodiscus_sinensis ENSPSIG00000013307
xenopus_tropicalis ENSXETG00000007049
paramormyrops_kingsleyae ENSPKIG00000018541
scleropages_formosus ENSSFOG00015006696
mastacembelus_armatus ENSMAMG00000012297
monopterus_albus ENSMALG00000018780
anabas_testudineus ENSATEG00000018326
seriola_lalandi_dorsalis ENSSLDG00000010013
seriola_dumerili ENSSDUG00000023205
scophthalmus_maximus ENSSMAG00000016474
cyprinodon_variegatus ENSCVAG00000005598
fundulus_heteroclitus ENSFHEG00000002981
xiphophorus_couchianus ENSXCOG00000001717
