vombatus_ursinus ENSVURG00010014827
phascolarctos_cinereus ENSPCIG00000027188
notamacropus_eugenii ENSMEUG00000007096
sarcophilus_harrisii ENSSHAG00000007311
monodelphis_domestica ENSMODG00000011475
procavia_capensis ENSPCAG00000000266
echinops_telfairi ENSETEG00000005542
octodon_degus ENSODEG00000013689
chinchilla_lanigera ENSCLAG00000005752
cavia_aperea ENSCAPG00000015625
cavia_porcellus ENSCPOG00000026098
heterocephalus_glaber ENSHGLG00000003087
heterocephalus_glaber ENSHGLG00100011549
castor_canadensis ENSCCNG00000010061
cricetulus_griseus ENSCGRG00015001544
cricetulus_griseus ENSCGRG00001016751
cricetulus_griseus ENSCGRG00000013533
mesocricetus_auratus ENSMAUG00000019621
microtus_ochrogaster ENSMOCG00000006806
peromyscus_maniculatus ENSPEMG00000005917
mus_spicilegus ENSMSIG00000032082
mus_spretus MGP_SPRETEiJ_G0032287
mus_musculus ENSMUSG00000002910
mus_caroli MGP_CAROLIEiJ_G0031169
mus_pahari MGP_PahariEiJ_G0021634
rattus_norvegicus ENSRNOG00000019009
meriones_unguiculatus ENSMUGG00000014156
nannospalax_galili ENSNGAG00000021441
jaculus_jaculus ENSJJAG00000022083
urocitellus_parryii ENSUPAG00010018949
ictidomys_tridecemlineatus ENSSTOG00000002995
microcebus_murinus ENSMICG00000048039
propithecus_coquereli ENSPCOG00000013771
prolemur_simus ENSPSMG00000025428
otolemur_garnettii ENSOGAG00000001138
pan_troglodytes ENSPTRG00000010690
pan_paniscus ENSPPAG00000030581
homo_sapiens ENSG00000105643
gorilla_gorilla ENSGGOG00000005798
pongo_abelii ENSPPYG00000009728
nomascus_leucogenys ENSNLEG00000005917
mandrillus_leucophaeus ENSMLEG00000033675
theropithecus_gelada ENSTGEG00000013589
macaca_mulatta ENSMMUG00000007401
colobus_angolensis ENSCANG00000039637
piliocolobus_tephrosceles ENSPTEG00000030969
rhinopithecus_bieti ENSRBIG00000041831
rhinopithecus_roxellana ENSRROG00000032443
macaca_fascicularis ENSMFAG00000003817
macaca_nemestrina ENSMNEG00000043515
cercocebus_atys ENSCATG00000042338
papio_anubis ENSPANG00000001630
chlorocebus_sabaeus ENSCSAG00000005446
callithrix_jacchus ENSCJAG00000036002
saimiri_boliviensis ENSSBOG00000024827
aotus_nancymaae ENSANAG00000036755
callithrix_jacchus ENSCJAG00000054264
cebus_capucinus ENSCCAG00000024128
cebus_capucinus ENSCCAG00000034197
tupaia_belangeri ENSTBEG00000012440
ochotona_princeps ENSOPRG00000003623
myotis_lucifugus ENSMLUG00000007938
pteropus_vampyrus ENSPVAG00000002043
equus_caballus ENSECAG00000016486
tursiops_truncatus ENSTTRG00000012342
vicugna_pacos ENSVPAG00000010781
sus_scrofa ENSSSCG00000013893
bos_indicus ENSBIXG00005001918
bos_indicus ENSBIXG00000025981
bos_taurus ENSBTAG00000039335
bos_mutus ENSBMUG00000025675
bison_bison ENSBBBG00000010896
bison_bison ENSBBBG00000014649
bos_mutus ENSBMUG00000000668
capra_hircus ENSCHIG00000007606
ovis_aries ENSOARG00000014005
mustela_putorius ENSMPUG00000015754
neovison_vison ENSNVIG00000017355
ailuropoda_melanoleuca ENSAMEG00000010986
canis_lupus ENSCAFG00020011878
canis_lupus ENSCAFG00000015088
panthera_pardus ENSPPRG00000015630
felis_catus ENSFCAG00000007521
equus_asinus ENSEASG00005005980
ursus_americanus ENSUAMG00000014143
ursus_maritimus ENSUMAG00000009844
vulpes_vulpes ENSVVUG00000010141
panthera_tigris ENSPTIG00000020844
loxodonta_africana ENSLAFG00000026674
ornithorhynchus_anatinus ENSOANG00000013069
notechis_scutatus ENSNSUG00000016264
pogona_vitticeps ENSPVIG00000017750
salvator_merianae ENSSMRG00000005647
sphenodon_punctatus ENSSPUG00000009652
gopherus_agassizii ENSGAGG00000000214
chelonoidis_abingdonii ENSCABG00000016415
chrysemys_picta ENSCPBG00000012959
pelodiscus_sinensis ENSPSIG00000002151
gallus_gallus ENSGALG00000003527
coturnix_japonica ENSCJPG00005011929
anser_brachyrhynchus ENSABRG00000003384
junco_hyemalis ENSJHYG00000010279
zonotrichia_albicollis ENSZALG00000017483
parus_major ENSPMJG00000010834
taeniopygia_guttata ENSTGUG00000000411
calidris_pugnax ENSCPUG00000019692
calidris_pygmaea ENSCPGG00000014022
lonchura_striata ENSLSDG00000003856
apteryx_haastii ENSAHAG00000016326
anas_platyrhynchos ENSAPLG00000030665
melopsittacus_undulatus ENSMUNG00000000343
meleagris_gallopavo ENSMGAG00000004224
manacus_vitellinus ENSMVIG00005001657
cyanistes_caeruleus ENSCCEG00000023502
ficedula_albicollis ENSFALG00000013849
serinus_canaria ENSSCAG00000003515
manacus_vitellinus ENSMVIG00005011116
lepidothrix_coronata ENSLCOG00000009295
melopsittacus_undulatus ENSMUNG00000003996
numida_meleagris ENSNMEG00000003946
apteryx_owenii ENSAOWG00000013898
apteryx_rowi ENSARWG00000018744
dromaius_novaehollandiae ENSDNVG00000012541
nothoprocta_perdicaria ENSNPEG00000011146
crocodylus_porosus ENSCPRG00005016350
xenopus_tropicalis ENSXETG00000009861
latimeria_chalumnae ENSLACG00000003637
scleropages_formosus ENSSFOG00015021210
paramormyrops_kingsleyae ENSPKIG00000005934
astyanax_mexicanus ENSAMXG00005019167
astyanax_mexicanus ENSAMXG00000018766
pygocentrus_nattereri ENSPNAG00000002642
electrophorus_electricus ENSEEEG00000005735
danio_rerio ENSDARG00000020761
clupea_harengus ENSCHAG00000025421
hucho_hucho ENSHHUG00000028943
hucho_hucho ENSHHUG00000015063
esox_lucius ENSELUG00000013152
gadus_morhua ENSGMOG00000007586
seriola_dumerili ENSSDUG00000009801
seriola_lalandi ENSSLDG00000007155
