denticeps_clupeoides ENSDCDG00000013894
clupea_harengus ENSCHAG00000013090
electrophorus_electricus ENSEEEG00000014324
ictalurus_punctatus ENSIPUG00000007261
pygocentrus_nattereri ENSPNAG00000009797
astyanax_mexicanus ENSAMXG00000033135
cyprinodon_variegatus ENSCVAG00000010934
takifugu_rubripes ENSTRUG00000020625
cynoglossus_semilaevis ENSCSEG00000002156
xiphophorus_couchianus ENSXCOG00000020604
gambusia_affinis ENSGAFG00000003049
poecilia_formosa ENSPFOG00000004152
poecilia_mexicana ENSPMEG00000006752
poecilia_latipinna ENSPLAG00000006663
fundulus_heteroclitus ENSFHEG00000012692
oryzias_latipes ENSORLG00020008226
oryzias_latipes ENSORLG00015011282
oryzias_latipes ENSORLG00000022952
oryzias_melastigma ENSOMEG00000006572
gouania_willdenowi ENSGWIG00000025059
neolamprologus_brichardi ENSNBRG00000019501
larimichthys_crocea ENSLCRG00005021291
mola_mola ENSMMOG00000006368
seriola_lalandi ENSSLDG00000002608
seriola_dumerili ENSSDUG00000004169
cottoperca_gobio ENSCGOG00000007075
labrus_bergylta ENSLBEG00000016260
lates_calcarifer ENSLCAG00010020233
betta_splendens ENSBSLG00000011416
anabas_testudineus ENSATEG00000019695
monopterus_albus ENSMALG00000016413
stegastes_partitus ENSSPAG00000010277
esox_lucius ENSELUG00000004064
hucho_hucho ENSHHUG00000032937
paramormyrops_kingsleyae ENSPKIG00000002149
scleropages_formosus ENSSFOG00015016348
