monopterus_albus ENSMALG00000010360
neolamprologus_brichardi ENSNBRG00000002334
astyanax_mexicanus ENSAMXG00000042726
ursus_americanus ENSUAMG00000024452
ursus_maritimus ENSUMAG00000001689
sus_scrofa ENSSSCG00000038815
cavia_aperea ENSCAPG00000012484
mus_spicilegus ENSMSIG00000013123
castor_canadensis ENSCCNG00000026791
pan_troglodytes ENSPTRG00000047369
pan_paniscus ENSPPAG00000029855
nomascus_leucogenys ENSNLEG00000032611
theropithecus_gelada ENSTGEG00000002887
cebus_capucinus ENSCCAG00000029003
macaca_fascicularis ENSMFAG00000039499
macaca_mulatta ENSMMUG00000048820
macaca_nemestrina ENSMNEG00000031252
mandrillus_leucophaeus ENSMLEG00000029654
cebus_capucinus ENSCCAG00000020630
microcebus_murinus ENSMICG00000029305
choloepus_hoffmanni ENSCHOG00000000176
notamacropus_eugenii ENSMEUG00000012146
eptatretus_burgeri ENSEBUG00000013368
