pan_paniscus ENSPPAG00000042174
pan_troglodytes ENSPTRG00000051921
homo_sapiens ENSG00000277462
gorilla_gorilla ENSGGOG00000027864
pongo_abelii ENSPPYG00000000040
nomascus_leucogenys ENSNLEG00000004253
rhinopithecus_bieti ENSRBIG00000039992
rhinopithecus_roxellana ENSRROG00000041414
colobus_angolensis_palliatus ENSCANG00000038273
piliocolobus_tephrosceles ENSPTEG00000003139
macaca_nemestrina ENSMNEG00000033739
macaca_mulatta ENSMMUG00000039096
macaca_fascicularis ENSMFAG00000037311
mandrillus_leucophaeus ENSMLEG00000032862
cercocebus_atys ENSCATG00000033626
papio_anubis ENSPANG00000008312
theropithecus_gelada ENSTGEG00000018712
callithrix_jacchus ENSCJAG00000011738
cebus_capucinus ENSCCAG00000027449
aotus_nancymaae ENSANAG00000033492
carlito_syrichta ENSTSYG00000032460
