calidris_pugnax ENSCPUG00000007254
calidris_pygmaea ENSCPGG00000016950
melopsittacus_undulatus ENSMUNG00000003001
parus_major ENSPMJG00000011537
cyanistes_caeruleus ENSCCEG00000006338
taeniopygia_guttata ENSTGUG00000008463
lonchura_striata_domestica ENSLSDG00000013441
serinus_canaria ENSSCAG00000013195
zonotrichia_albicollis ENSZALG00000010180
junco_hyemalis ENSJHYG00000005815
ficedula_albicollis ENSFALG00000015201
manacus_vitellinus ENSMVIG00005015677
lepidothrix_coronata ENSLCOG00000002358
anas_platyrhynchos_platyrhynchos ENSAPLG00000000772
anser_brachyrhynchus ENSABRG00000010850
coturnix_japonica ENSCJPG00005018218
meleagris_gallopavo ENSMGAG00000015479
numida_meleagris ENSNMEG00000015700
apteryx_haastii ENSAHAG00000006734
apteryx_owenii ENSAOWG00000015300
apteryx_rowi ENSARWG00000000672
dromaius_novaehollandiae ENSDNVG00000002459
nothoprocta_perdicaria ENSNPEG00000006124
crocodylus_porosus ENSCPRG00005006663
chelonoidis_abingdonii ENSCABG00000021443
gopherus_agassizii ENSGAGG00000014913
chrysemys_picta_bellii ENSCPBG00000010444
pelodiscus_sinensis ENSPSIG00000001805
gopherus_agassizii ENSGAGG00000014918
chelonoidis_abingdonii ENSCABG00000021447
chrysemys_picta_bellii ENSCPBG00000010440
chelonoidis_abingdonii ENSCABG00000021452
gopherus_agassizii ENSGAGG00000014933
chrysemys_picta_bellii ENSCPBG00000021325
anolis_carolinensis ENSACAG00000000827
pogona_vitticeps ENSPVIG00000019548
salvator_merianae ENSSMRG00000022511
chelonoidis_abingdonii ENSCABG00000021450
gopherus_agassizii ENSGAGG00000014930
chrysemys_picta_bellii ENSCPBG00000010438
crocodylus_porosus ENSCPRG00005006659
pogona_vitticeps ENSPVIG00000019488
pogona_vitticeps ENSPVIG00000021780
anolis_carolinensis ENSACAG00000022069
anolis_carolinensis ENSACAG00000029642
notechis_scutatus ENSNSUG00000019390
notechis_scutatus ENSNSUG00000007907
salvator_merianae ENSSMRG00000006826
equus_asinus_asinus ENSEASG00005022698
equus_caballus ENSECAG00000005133
bos_taurus ENSBTAG00000046366
bos_mutus ENSBMUG00000012849
bison_bison_bison ENSBBBG00000017461
ovis_aries ENSOARG00000010616
capra_hircus ENSCHIG00000007896
ursus_maritimus ENSUMAG00000004899
ursus_americanus ENSUAMG00000026408
mustela_putorius_furo ENSMPUG00000019006
neovison_vison ENSNVIG00000019054
canis_lupus_familiaris ENSCAFG00000011393
canis_lupus_dingo ENSCAFG00020002147
myotis_lucifugus ENSMLUG00000027452
myotis_lucifugus ENSMLUG00000028804
urocitellus_parryii ENSUPAG00010011862
marmota_marmota_marmota ENSMMMG00000024639
spermophilus_dauricus ENSSDAG00000020302
castor_canadensis ENSCCNG00000009279
cricetulus_griseus_chok1gshd ENSCGRG00001013550
cricetulus_griseus_crigri-picr ENSCGRG00015021644
peromyscus_maniculatus_bairdii ENSPEMG00000028842
microtus_ochrogaster ENSMOCG00000006440
mus_spicilegus ENSMSIG00000021253
mus_musculus ENSMUSG00000091863
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034673
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033503
mus_pahari MGP_PahariEiJ_G0032042
rattus_norvegicus ENSRNOG00000024350
meriones_unguiculatus ENSMUGG00000002268
rattus_norvegicus ENSRNOG00000026351
mus_spicilegus ENSMSIG00000000781
meriones_unguiculatus ENSMUGG00000010854
mesocricetus_auratus ENSMAUG00000016228
cricetulus_griseus_crigri-picr ENSCGRG00015011328
peromyscus_maniculatus_bairdii ENSPEMG00000030079
peromyscus_maniculatus_bairdii ENSPEMG00000025543
meriones_unguiculatus ENSMUGG00000001688
mus_musculus ENSMUSG00000079525
mus_spicilegus ENSMSIG00000007011
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034366
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033201
mus_pahari MGP_PahariEiJ_G0031745
rattus_norvegicus ENSRNOG00000043402
meriones_unguiculatus ENSMUGG00000006110
peromyscus_maniculatus_bairdii ENSPEMG00000029386
peromyscus_maniculatus_bairdii ENSPEMG00000025993
cricetulus_griseus_crigri ENSCGRG00000004879
cricetulus_griseus_chok1gshd ENSCGRG00001014236
cricetulus_griseus_crigri-picr ENSCGRG00015011475
cricetulus_griseus_crigri-picr ENSCGRG00015011482
peromyscus_maniculatus_bairdii ENSPEMG00000026374
