scleropages_formosus ENSSFOG00015000441
paramormyrops_kingsleyae ENSPKIG00000004867
scophthalmus_maximus ENSSMAG00000017144
cynoglossus_semilaevis ENSCSEG00000008741
anabas_testudineus ENSATEG00000024781
gambusia_affinis ENSGAFG00000001548
xiphophorus_maculatus ENSXMAG00000009182
fundulus_heteroclitus ENSFHEG00000016208
cyprinodon_variegatus ENSCVAG00000020215
kryptolebias_marmoratus ENSKMAG00000009720
oryzias_latipes_asm223469v1 ENSORLG00015018554
oryzias_latipes ENSORLG00020004044
oryzias_melastigma ENSOMEG00000015285
maylandia_zebra ENSMZEG00005026792
astatotilapia_calliptera ENSACLG00000008815
pundamilia_nyererei ENSPNYG00000023884
haplochromis_burtoni ENSHBUG00000012836
amphilophus_citrinellus ENSACIG00000009265
amphiprion_ocellaris ENSAOCG00000022610
stegastes_partitus ENSSPAG00000000206
seriola_dumerili ENSSDUG00000007114
seriola_lalandi_dorsalis ENSSLDG00000000808
monopterus_albus ENSMALG00000001697
mastacembelus_armatus ENSMAMG00000007704
amphiprion_percula ENSAPEG00000003159
acanthochromis_polyacanthus ENSAPOG00000004049
labrus_bergylta ENSLBEG00000009371
gadus_morhua ENSGMOG00000015156
esox_lucius ENSELUG00000000704
pygocentrus_nattereri ENSPNAG00000015563
astyanax_mexicanus ENSAMXG00000019247
ictalurus_punctatus ENSIPUG00000011699
danio_rerio ENSDARG00000018264
lepisosteus_oculatus ENSLOCG00000004940
chelonoidis_abingdonii ENSCABG00000000707
gopherus_agassizii ENSGAGG00000022482
chrysemys_picta_bellii ENSCPBG00000014792
pelodiscus_sinensis ENSPSIG00000016478
crocodylus_porosus ENSCPRG00005006238
pogona_vitticeps ENSPVIG00000012463
anolis_carolinensis ENSACAG00000006784
salvator_merianae ENSSMRG00000019459
sphenodon_punctatus ENSSPUG00000018453
sarcophilus_harrisii ENSSHAG00000017235
phascolarctos_cinereus ENSPCIG00000017914
ornithorhynchus_anatinus ENSOANG00000004924
latimeria_chalumnae ENSLACG00000001568
