scophthalmus_maximus ENSSMAG00000008016
cynoglossus_semilaevis ENSCSEG00000012860
oryzias_melastigma ENSOMEG00000023398
oryzias_latipes ENSORLG00000015862
kryptolebias_marmoratus ENSKMAG00000000492
parambassis_ranga ENSPRNG00000011544
cottoperca_gobio ENSCGOG00000010878
larimichthys_crocea ENSLCRG00005015796
betta_splendens ENSBSLG00000025537
hucho_hucho ENSHHUG00000052749
danio_rerio ENSDARG00000053580
scleropages_formosus ENSSFOG00015023000
paramormyrops_kingsleyae ENSPKIG00000016808
heterocephalus_glaber ENSHGLG00100007257
heterocephalus_glaber ENSHGLG00000005645
notechis_scutatus ENSNSUG00000016425
latimeria_chalumnae ENSLACG00000001230
astyanax_mexicanus ENSAMXG00000032630
pygocentrus_nattereri ENSPNAG00000028381
sorex_araneus ENSSARG00000011736
pelodiscus_sinensis ENSPSIG00000000377
serinus_canaria ENSSCAG00000011665
canis_lupus ENSCAFG00000007276
sorex_araneus ENSSARG00000007515
ochotona_princeps ENSOPRG00000013485
echinops_telfairi ENSETEG00000018872
poecilia_formosa ENSPFOG00000020353
petromyzon_marinus ENSPMAG00000001226
drosophila_melanogaster FBgn0004514
caenorhabditis_elegans WBGene00004777
