meleagris_gallopavo ENSMGAG00000009444
coturnix_japonica ENSCJPG00005016873
gallus_gallus ENSGALG00000029820
numida_meleagris ENSNMEG00000021379
anser_brachyrhynchus ENSABRG00000022860
anas_platyrhynchos_platyrhynchos ENSAPLG00000014420
taeniopygia_guttata ENSTGUG00000003890
lonchura_striata_domestica ENSLSDG00000011046
serinus_canaria ENSSCAG00000012615
parus_major ENSPMJG00000008452
cyanistes_caeruleus ENSCCEG00000014477
junco_hyemalis ENSJHYG00000017638
zonotrichia_albicollis ENSZALG00000004875
ficedula_albicollis ENSFALG00000004374
lepidothrix_coronata ENSLCOG00000007625
manacus_vitellinus ENSMVIG00005008213
calidris_pygmaea ENSCPGG00000009222
calidris_pugnax ENSCPUG00000017391
apteryx_haastii ENSAHAG00000011114
apteryx_owenii ENSAOWG00000013103
apteryx_rowi ENSARWG00000004964
crocodylus_porosus ENSCPRG00005002349
gopherus_agassizii ENSGAGG00000016936
pogona_vitticeps ENSPVIG00000024931
salvator_merianae ENSSMRG00000003876
procavia_capensis ENSPCAG00000016215
echinops_telfairi ENSETEG00000001626
prolemur_simus ENSPSMG00000024362
propithecus_coquereli ENSPCOG00000017936
microcebus_murinus ENSMICG00000017823
otolemur_garnettii ENSOGAG00000015241
pan_troglodytes ENSPTRG00000007719
homo_sapiens ENSG00000153406
pongo_abelii ENSPPYG00000007060
nomascus_leucogenys ENSNLEG00000009852
papio_anubis ENSPANG00000029761
theropithecus_gelada ENSTGEG00000024463
cercocebus_atys ENSCATG00000043785
mandrillus_leucophaeus ENSMLEG00000035205
macaca_fascicularis ENSMFAG00000030193
macaca_mulatta ENSMMUG00000020540
macaca_nemestrina ENSMNEG00000038581
chlorocebus_sabaeus ENSCSAG00000009171
rhinopithecus_bieti ENSRBIG00000028967
colobus_angolensis_palliatus ENSCANG00000003030
callithrix_jacchus ENSCJAG00000019832
saimiri_boliviensis_boliviensis ENSSBOG00000036276
cebus_capucinus ENSCCAG00000028700
aotus_nancymaae ENSANAG00000034862
carlito_syrichta ENSTSYG00000006683
dipodomys_ordii ENSDORG00000014893
castor_canadensis ENSCCNG00000025846
mus_spicilegus ENSMSIG00000027027
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021301
mus_musculus ENSMUSG00000063445
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020407
mus_pahari MGP_PahariEiJ_G0016115
rattus_norvegicus ENSRNOG00000003794
meriones_unguiculatus ENSMUGG00000016891
cricetulus_griseus_chok1gshd ENSCGRG00001012562
cricetulus_griseus_crigri ENSCGRG00000013476
cricetulus_griseus_crigri-picr ENSCGRG00015013237
mesocricetus_auratus ENSMAUG00000021054
microtus_ochrogaster ENSMOCG00000021416
peromyscus_maniculatus_bairdii ENSPEMG00000016388
nannospalax_galili ENSNGAG00000020935
jaculus_jaculus ENSJJAG00000021672
cavia_aperea ENSCAPG00000011280
cavia_porcellus ENSCPOG00000005969
chinchilla_lanigera ENSCLAG00000011972
octodon_degus ENSODEG00000012468
heterocephalus_glaber_male ENSHGLG00100013822
heterocephalus_glaber_female ENSHGLG00000015280
fukomys_damarensis ENSFDAG00000001445
ictidomys_tridecemlineatus ENSSTOG00000000460
spermophilus_dauricus ENSSDAG00000007026
marmota_marmota_marmota ENSMMMG00000006517
oryctolagus_cuniculus ENSOCUG00000006763
oryctolagus_cuniculus ENSOCUG00000024926
ochotona_princeps ENSOPRG00000000539
bison_bison_bison ENSBBBG00000021504
bos_taurus ENSBTAG00000010015
ovis_aries ENSOARG00000003453
capra_hircus ENSCHIG00000015974
tursiops_truncatus ENSTTRG00000005359
sus_scrofa ENSSSCG00000007943
erinaceus_europaeus ENSEEUG00000001169
sorex_araneus ENSSARG00000013986
pteropus_vampyrus ENSPVAG00000017808
myotis_lucifugus ENSMLUG00000017703
ursus_maritimus ENSUMAG00000002906
ursus_americanus ENSUAMG00000004917
ailuropoda_melanoleuca ENSAMEG00000001876
mustela_putorius_furo ENSMPUG00000015003
neovison_vison ENSNVIG00000002795
canis_lupus_familiaris ENSCAFG00000019210
canis_lupus_dingo ENSCAFG00020024981
vulpes_vulpes ENSVVUG00000016433
panthera_tigris_altaica ENSPTIG00000015364
panthera_pardus ENSPPRG00000002098
felis_catus ENSFCAG00000012397
canis_lupus_familiaris ENSCAFG00000002027
mustela_putorius_furo ENSMPUG00000005169
equus_caballus ENSECAG00000019034
equus_asinus_asinus ENSEASG00005000852
loxodonta_africana ENSLAFG00000023091
urocitellus_parryii ENSUPAG00010019304
bos_mutus ENSBMUG00000010804
rhinopithecus_roxellana ENSRROG00000044653
piliocolobus_tephrosceles ENSPTEG00000008710
pan_paniscus ENSPPAG00000028682
gorilla_gorilla ENSGGOG00000008491
tupaia_belangeri ENSTBEG00000003737
dasypus_novemcinctus ENSDNOG00000033117
phascolarctos_cinereus ENSPCIG00000012108
notamacropus_eugenii ENSMEUG00000000810
sarcophilus_harrisii ENSSHAG00000009414
monodelphis_domestica ENSMODG00000016355
ornithorhynchus_anatinus ENSOANG00000003704
xenopus_tropicalis ENSXETG00000026395
