ursus_americanus ENSUAMG00000023285
ursus_maritimus ENSUMAG00000010565
neovison_vison ENSNVIG00000024211
mustela_putorius_furo ENSMPUG00000020164
canis_lupus_dingo ENSCAFG00020010000
canis_lupus_familiaris ENSCAFG00000019471
vulpes_vulpes ENSVVUG00000027150
panthera_tigris_altaica ENSPTIG00000005278
panthera_pardus ENSPPRG00000019061
felis_catus ENSFCAG00000013479
equus_asinus_asinus ENSEASG00005021876
equus_caballus ENSECAG00000001137
pteropus_vampyrus ENSPVAG00000002425
bos_taurus ENSBTAG00000017929
bos_mutus ENSBMUG00000023118
bison_bison_bison ENSBBBG00000017985
ovis_aries ENSOARG00000005190
tursiops_truncatus ENSTTRG00000012955
sus_scrofa ENSSSCG00000003357
prolemur_simus ENSPSMG00000000500
otolemur_garnettii ENSOGAG00000011109
aotus_nancymaae ENSANAG00000031255
callithrix_jacchus ENSCJAG00000022478
pan_troglodytes ENSPTRG00000000057
pan_paniscus ENSPPAG00000006845
homo_sapiens ENSG00000169717
gorilla_gorilla ENSGGOG00000014163
pongo_abelii ENSPPYG00000001970
nomascus_leucogenys ENSNLEG00000000275
macaca_fascicularis ENSMFAG00000008800
macaca_mulatta ENSMMUG00000012334
macaca_nemestrina ENSMNEG00000038311
mandrillus_leucophaeus ENSMLEG00000010211
theropithecus_gelada ENSTGEG00000012901
papio_anubis ENSPANG00000024738
chlorocebus_sabaeus ENSCSAG00000000634
piliocolobus_tephrosceles ENSPTEG00000019849
castor_canadensis ENSCCNG00000003881
dipodomys_ordii ENSDORG00000003841
peromyscus_maniculatus_bairdii ENSPEMG00000014225
microtus_ochrogaster ENSMOCG00000002363
cricetulus_griseus_chok1gshd ENSCGRG00001009403
cricetulus_griseus_crigri-picr ENSCGRG00015013174
cricetulus_griseus_crigri ENSCGRG00000019600
mesocricetus_auratus ENSMAUG00000010034
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027867
mus_musculus ENSMUSG00000051276
mus_spicilegus ENSMSIG00000015935
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026874
mus_pahari MGP_PahariEiJ_G0029222
rattus_norvegicus ENSRNOG00000012586
meriones_unguiculatus ENSMUGG00000001576
nannospalax_galili ENSNGAG00000011337
jaculus_jaculus ENSJJAG00000005857
chinchilla_lanigera ENSCLAG00000017641
octodon_degus ENSODEG00000019932
heterocephalus_glaber_female ENSHGLG00000021430
heterocephalus_glaber_male ENSHGLG00100020450
fukomys_damarensis ENSFDAG00000002435
cavia_porcellus ENSCPOG00000026644
ictidomys_tridecemlineatus ENSSTOG00000026986
urocitellus_parryii ENSUPAG00010013082
marmota_marmota_marmota ENSMMMG00000018703
loxodonta_africana ENSLAFG00000001300
procavia_capensis ENSPCAG00000010209
dasypus_novemcinctus ENSDNOG00000013734
phascolarctos_cinereus ENSPCIG00000036687
monodelphis_domestica ENSMODG00000019054
sarcophilus_harrisii ENSSHAG00000006523
ornithorhynchus_anatinus ENSOANG00000006693
gopherus_agassizii ENSGAGG00000009229
chelonoidis_abingdonii ENSCABG00000018288
chrysemys_picta_bellii ENSCPBG00000021482
pelodiscus_sinensis ENSPSIG00000000593
