scleropages_formosus ENSSFOG00015002942
paramormyrops_kingsleyae ENSPKIG00000024941
takifugu_rubripes ENSTRUG00000014974
tetraodon_nigroviridis ENSTNIG00000015884
tetraodon_nigroviridis ENSTNIG00000012322
tetraodon_nigroviridis ENSTNIG00000000250
mola_mola ENSMMOG00000017730
gasterosteus_aculeatus ENSGACG00000009114
labrus_bergylta ENSLBEG00000006787
mastacembelus_armatus ENSMAMG00000015513
monopterus_albus ENSMALG00000013742
anabas_testudineus ENSATEG00000008966
amphiprion_percula ENSAPEG00000023239
amphiprion_ocellaris ENSAOCG00000009902
acanthochromis_polyacanthus ENSAPOG00000008013
stegastes_partitus ENSSPAG00000012666
kryptolebias_marmoratus ENSKMAG00000016082
maylandia_zebra ENSMZEG00005016233
astatotilapia_calliptera ENSACLG00000026598
haplochromis_burtoni ENSHBUG00000007201
pundamilia_nyererei ENSPNYG00000016256
neolamprologus_brichardi ENSNBRG00000007501
oreochromis_niloticus ENSONIG00000013470
amphilophus_citrinellus ENSACIG00000017037
seriola_lalandi_dorsalis ENSSLDG00000025264
scophthalmus_maximus ENSSMAG00000013774
cynoglossus_semilaevis ENSCSEG00000007488
periophthalmus_magnuspinnatus ENSPMGG00000018863
gadus_morhua ENSGMOG00000008842
danio_rerio ENSDARG00000035605
lepisosteus_oculatus ENSLOCG00000004221
