choloepus_hoffmanni ENSCHOG00000007507
sphenodon_punctatus ENSSPUG00000003321
ovis_aries ENSOARG00000004788
bos_taurus ENSBTAG00000018996
tursiops_truncatus ENSTTRG00000012037
fukomys_damarensis ENSFDAG00000006206
sarcophilus_harrisii ENSSHAG00000006064
sorex_araneus ENSSARG00000004996
dipodomys_ordii ENSDORG00000027142
ornithorhynchus_anatinus ENSOANG00000011940
notechis_scutatus ENSNSUG00000015025
meleagris_gallopavo ENSMGAG00000012344
meleagris_gallopavo ENSMGAG00000016769
gallus_gallus ENSGALG00000011562
anas_platyrhynchos_platyrhynchos ENSAPLG00000012643
lonchura_striata_domestica ENSLSDG00000004599
lonchura_striata_domestica ENSLSDG00000004598
gopherus_agassizii ENSGAGG00000011724
sphenodon_punctatus ENSSPUG00000003309
phascolarctos_cinereus ENSPCIG00000022936
chlorocebus_sabaeus ENSCSAG00000012267
mandrillus_leucophaeus ENSMLEG00000042695
ursus_americanus ENSUAMG00000009929
ailuropoda_melanoleuca ENSAMEG00000015879
capra_hircus ENSCHIG00000025260
meriones_unguiculatus ENSMUGG00000024849
meriones_unguiculatus ENSMUGG00000024852
mus_spicilegus ENSMSIG00000014440
bos_mutus ENSBMUG00000022892
vulpes_vulpes ENSVVUG00000001570
prolemur_simus ENSPSMG00000005490
apteryx_rowi ENSARWG00000010155
apteryx_haastii ENSAHAG00000007272
nothoprocta_perdicaria ENSNPEG00000006467
calidris_pygmaea ENSCPGG00000008175
lonchura_striata_domestica ENSLSDG00000004601
crocodylus_porosus ENSCPRG00005017599
chelonoidis_abingdonii ENSCABG00000021259
sphenodon_punctatus ENSSPUG00000012151
equus_caballus ENSECAG00000033553
equus_caballus ENSECAG00000004645
equus_caballus ENSECAG00000039702
ursus_maritimus ENSUMAG00000011688
ursus_americanus ENSUAMG00000013008
sus_scrofa ENSSSCG00000004032
pteropus_vampyrus ENSPVAG00000011986
tupaia_belangeri ENSTBEG00000007720
ailuropoda_melanoleuca ENSAMEG00000015876
myotis_lucifugus ENSMLUG00000003730
mustela_putorius_furo ENSMPUG00000004601
mustela_putorius_furo ENSMPUG00000004593
neovison_vison ENSNVIG00000002832
canis_lupus_familiaris ENSCAFG00000000769
equus_asinus_asinus ENSEASG00005019721
bos_mutus ENSBMUG00000009626
crocodylus_porosus ENSCPRG00005017605
apteryx_rowi ENSARWG00000002386
chelonoidis_abingdonii ENSCABG00000021258
gopherus_agassizii ENSGAGG00000025199
chrysemys_picta_bellii ENSCPBG00000019805
chrysemys_picta_bellii ENSCPBG00000019808
ursus_maritimus ENSUMAG00000011702
sphenodon_punctatus ENSSPUG00000012117
ursus_americanus ENSUAMG00000001970
takifugu_rubripes ENSTRUG00000006244
fundulus_heteroclitus ENSFHEG00000007805
poecilia_reticulata ENSPREG00000013726
amphiprion_ocellaris ENSAOCG00000013147
cricetulus_griseus_crigri-picr ENSCGRG00015012812
cricetulus_griseus_crigri ENSCGRG00000008474
cricetulus_griseus_chok1gshd ENSCGRG00001011980
peromyscus_maniculatus_bairdii ENSPEMG00000013734
microtus_ochrogaster ENSMOCG00000000910
rattus_norvegicus ENSRNOG00000055547
rattus_norvegicus ENSRNOG00000054620
mus_musculus ENSMUSG00000023826
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021965
mus_spicilegus ENSMSIG00000014271
mus_spicilegus ENSMSIG00000014425
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021055
mus_pahari MGP_PahariEiJ_G0023371
nannospalax_galili ENSNGAG00000016401
jaculus_jaculus ENSJJAG00000011282
cavia_porcellus ENSCPOG00000006136
cavia_aperea ENSCAPG00000013601
octodon_degus ENSODEG00000006701
chinchilla_lanigera ENSCLAG00000008284
heterocephalus_glaber_female ENSHGLG00000006873
