mastacembelus_armatus ENSMAMG00000019284
monopterus_albus ENSMALG00000021224
anabas_testudineus ENSATEG00000024025
scophthalmus_maximus ENSSMAG00000011851
cynoglossus_semilaevis ENSCSEG00000002734
seriola_dumerili ENSSDUG00000004410
seriola_lalandi_dorsalis ENSSLDG00000010643
fundulus_heteroclitus ENSFHEG00000021239
cyprinodon_variegatus ENSCVAG00000005949
xiphophorus_maculatus ENSXMAG00000012464
gambusia_affinis ENSGAFG00000003953
poecilia_latipinna ENSPLAG00000005743
poecilia_formosa ENSPFOG00000003911
poecilia_mexicana ENSPMEG00000008947
poecilia_mexicana ENSPMEG00000011484
poecilia_reticulata ENSPREG00000007650
kryptolebias_marmoratus ENSKMAG00000004426
astatotilapia_calliptera ENSACLG00000003766
maylandia_zebra ENSMZEG00005009932
haplochromis_burtoni ENSHBUG00000010005
pundamilia_nyererei ENSPNYG00000020790
neolamprologus_brichardi ENSNBRG00000023530
oreochromis_niloticus ENSONIG00000002405
amphilophus_citrinellus ENSACIG00000016078
amphiprion_ocellaris ENSAOCG00000020208
amphiprion_percula ENSAPEG00000007949
acanthochromis_polyacanthus ENSAPOG00000003942
stegastes_partitus ENSSPAG00000018740
tetraodon_nigroviridis ENSTNIG00000010642
takifugu_rubripes ENSTRUG00000018040
mola_mola ENSMMOG00000000705
labrus_bergylta ENSLBEG00000016529
hippocampus_comes ENSHCOG00000001565
periophthalmus_magnuspinnatus ENSPMGG00000014627
gasterosteus_aculeatus ENSGACG00000012957
oryzias_latipes ENSORLG00000004329
oryzias_latipes_asm223469v1 ENSORLG00015022238
oryzias_latipes ENSORLG00020003896
oryzias_melastigma ENSOMEG00000008292
gadus_morhua ENSGMOG00000011829
esox_lucius ENSELUG00000019319
pygocentrus_nattereri ENSPNAG00000019790
astyanax_mexicanus ENSAMXG00000018258
ictalurus_punctatus ENSIPUG00000000789
danio_rerio ENSDARG00000101220
paramormyrops_kingsleyae ENSPKIG00000024580
scleropages_formosus ENSSFOG00015005074
lepisosteus_oculatus ENSLOCG00000005222
latimeria_chalumnae ENSLACG00000011518
xenopus_tropicalis ENSXETG00000006545
pogona_vitticeps ENSPVIG00000023076
anolis_carolinensis ENSACAG00000000515
salvator_merianae ENSSMRG00000016346
crocodylus_porosus ENSCPRG00005015008
sphenodon_punctatus ENSSPUG00000009181
sphenodon_punctatus ENSSPUG00000009159
gopherus_agassizii ENSGAGG00000005522
chelonoidis_abingdonii ENSCABG00000003346
chrysemys_picta_bellii ENSCPBG00000009869
calidris_pugnax ENSCPUG00000007283
calidris_pygmaea ENSCPGG00000012679
manacus_vitellinus ENSMVIG00005015529
lepidothrix_coronata ENSLCOG00000013289
zonotrichia_albicollis ENSZALG00000017026
junco_hyemalis ENSJHYG00000005955
serinus_canaria ENSSCAG00000005816
lonchura_striata_domestica ENSLSDG00000008666
taeniopygia_guttata ENSTGUG00000000621
ficedula_albicollis ENSFALG00000013910
cyanistes_caeruleus ENSCCEG00000001454
parus_major ENSPMJG00000011033
gallus_gallus ENSGALG00000001377
meleagris_gallopavo ENSMGAG00000003243
coturnix_japonica ENSCJPG00005010339
numida_meleagris ENSNMEG00000003036
anas_platyrhynchos_platyrhynchos ENSAPLG00000003051
anser_brachyrhynchus ENSABRG00000004780
apteryx_owenii ENSAOWG00000013419
apteryx_haastii ENSAHAG00000003125
apteryx_rowi ENSARWG00000010802
dromaius_novaehollandiae ENSDNVG00000012782
nothoprocta_perdicaria ENSNPEG00000001809
melopsittacus_undulatus ENSMUNG00000001845
phascolarctos_cinereus ENSPCIG00000006103
notamacropus_eugenii ENSMEUG00000011161
monodelphis_domestica ENSMODG00000006478
sarcophilus_harrisii ENSSHAG00000009387
microcebus_murinus ENSMICG00000016701
propithecus_coquereli ENSPCOG00000014539
prolemur_simus ENSPSMG00000023000
otolemur_garnettii ENSOGAG00000007912
pan_troglodytes ENSPTRG00000010157
pan_paniscus ENSPPAG00000030853
homo_sapiens ENSG00000099821
pan_troglodytes ENSPTRG00000039638
pan_paniscus ENSPPAG00000043321
gorilla_gorilla ENSGGOG00000023264
pongo_abelii ENSPPYG00000009282
nomascus_leucogenys ENSNLEG00000000718
mandrillus_leucophaeus ENSMLEG00000037404
cercocebus_atys ENSCATG00000040393
macaca_fascicularis ENSMFAG00000031466
macaca_nemestrina ENSMNEG00000039129
theropithecus_gelada ENSTGEG00000008704
papio_anubis ENSPANG00000006649
chlorocebus_sabaeus ENSCSAG00000012942
piliocolobus_tephrosceles ENSPTEG00000035224
colobus_angolensis_palliatus ENSCANG00000038011
rhinopithecus_bieti ENSRBIG00000006728
rhinopithecus_roxellana ENSRROG00000040809
aotus_nancymaae ENSANAG00000032916
callithrix_jacchus ENSCJAG00000012913
cebus_capucinus ENSCCAG00000025014
saimiri_boliviensis_boliviensis ENSSBOG00000025388
castor_canadensis ENSCCNG00000019459
dipodomys_ordii ENSDORG00000014125
mus_spicilegus ENSMSIG00000001360
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016356
mus_musculus ENSMUSG00000020329
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015538
mus_pahari MGP_PahariEiJ_G0030951
rattus_norvegicus ENSRNOG00000024879
meriones_unguiculatus ENSMUGG00000021401
cricetulus_griseus_chok1gshd ENSCGRG00001021311
cricetulus_griseus_crigri-picr ENSCGRG00015007255
cricetulus_griseus_crigri ENSCGRG00000011134
mesocricetus_auratus ENSMAUG00000019392
microtus_ochrogaster ENSMOCG00000008868
peromyscus_maniculatus_bairdii ENSPEMG00000011671
nannospalax_galili ENSNGAG00000005498
jaculus_jaculus ENSJJAG00000012916
heterocephalus_glaber_female ENSHGLG00000019286
heterocephalus_glaber_male ENSHGLG00100005762
fukomys_damarensis ENSFDAG00000020312
chinchilla_lanigera ENSCLAG00000007473
cavia_porcellus ENSCPOG00000023061
cavia_aperea ENSCAPG00000016900
marmota_marmota_marmota ENSMMMG00000010665
spermophilus_dauricus ENSSDAG00000003922
urocitellus_parryii ENSUPAG00010015025
ictidomys_tridecemlineatus ENSSTOG00000003431
tupaia_belangeri ENSTBEG00000001819
pteropus_vampyrus ENSPVAG00000008403
myotis_lucifugus ENSMLUG00000009223
equus_asinus_asinus ENSEASG00005021493
equus_caballus ENSECAG00000032711
ursus_americanus ENSUAMG00000019616
ailuropoda_melanoleuca ENSAMEG00000002745
neovison_vison ENSNVIG00000002134
mustela_putorius_furo ENSMPUG00000009910
canis_lupus_dingo ENSCAFG00020016843
canis_lupus_familiaris ENSCAFG00000019711
vulpes_vulpes ENSVVUG00000022627
felis_catus ENSFCAG00000018808
panthera_pardus ENSPPRG00000001547
capra_hircus ENSCHIG00000013267
ovis_aries ENSOARG00000008898
bos_taurus ENSBTAG00000015051
bos_mutus ENSBMUG00000003101
bison_bison_bison ENSBBBG00000004180
tursiops_truncatus ENSTTRG00000011329
sus_scrofa ENSSSCG00000035693
echinops_telfairi ENSETEG00000003476
procavia_capensis ENSPCAG00000010816
loxodonta_africana ENSLAFG00000001860
ochotona_princeps ENSOPRG00000013579
ciona_intestinalis ENSCING00000024450
ciona_intestinalis ENSCING00000002136
ornithorhynchus_anatinus ENSOANG00000014228
ornithorhynchus_anatinus ENSOANG00000031632
petromyzon_marinus ENSPMAG00000005070
eptatretus_burgeri ENSEBUG00000013453
drosophila_melanogaster FBgn0261938
ciona_savignyi ENSCSAVG00000000440
caenorhabditis_elegans_strain_n2 WBGene00013680
piliocolobus_tephrosceles ENSPTEG00000033816
saccharomyces_cerevisiae YFL036W
