gopherus_agassizii ENSGAGG00000017374
chelonoidis_abingdonii ENSCABG00000003994
chrysemys_picta_bellii ENSCPBG00000023427
pelodiscus_sinensis ENSPSIG00000013367
sphenodon_punctatus ENSSPUG00000007006
calidris_pygmaea ENSCPGG00000013980
calidris_pugnax ENSCPUG00000009733
melopsittacus_undulatus ENSMUNG00000002026
lepidothrix_coronata ENSLCOG00000012371
manacus_vitellinus ENSMVIG00005013333
parus_major ENSPMJG00000013822
cyanistes_caeruleus ENSCCEG00000006236
serinus_canaria ENSSCAG00000007285
lonchura_striata_domestica ENSLSDG00000005516
junco_hyemalis ENSJHYG00000005246
zonotrichia_albicollis ENSZALG00000009233
taeniopygia_guttata ENSTGUG00000007811
ficedula_albicollis ENSFALG00000003262
anser_brachyrhynchus ENSABRG00000000020
anas_platyrhynchos_platyrhynchos ENSAPLG00000003332
meleagris_gallopavo ENSMGAG00000007880
coturnix_japonica ENSCJPG00005015048
numida_meleagris ENSNMEG00000001523
apteryx_haastii ENSAHAG00000005664
apteryx_owenii ENSAOWG00000012372
apteryx_rowi ENSARWG00000010888
dromaius_novaehollandiae ENSDNVG00000005594
nothoprocta_perdicaria ENSNPEG00000002068
lonchura_striata_domestica ENSLSDG00000005509
notechis_scutatus ENSNSUG00000000587
crocodylus_porosus ENSCPRG00005007740
pogona_vitticeps ENSPVIG00000011862
anolis_carolinensis ENSACAG00000013110
notechis_scutatus ENSNSUG00000002604
salvator_merianae ENSSMRG00000006898
notamacropus_eugenii ENSMEUG00000011542
phascolarctos_cinereus ENSPCIG00000014646
sarcophilus_harrisii ENSSHAG00000012810
monodelphis_domestica ENSMODG00000003855
ornithorhynchus_anatinus ENSOANG00000006736
pan_troglodytes ENSPTRG00000008471
pan_paniscus ENSPPAG00000034173
homo_sapiens ENSG00000176715
gorilla_gorilla ENSGGOG00000016782
pongo_abelii ENSPPYG00000007659
nomascus_leucogenys ENSNLEG00000015698
piliocolobus_tephrosceles ENSPTEG00000037848
colobus_angolensis_palliatus ENSCANG00000031231
rhinopithecus_roxellana ENSRROG00000042699
rhinopithecus_bieti ENSRBIG00000043528
papio_anubis ENSPANG00000021831
