sorex_araneus ENSSARG00000008743
erinaceus_europaeus ENSEEUG00000007945
vicugna_pacos ENSVPAG00000005635
vicugna_pacos ENSVPAG00000005412
sus_scrofa ENSSSCG00000008602
bos_mutus ENSBMUG00000005607
bos_taurus ENSBTAG00000020894
bison_bison ENSBBBG00000007183
ovis_aries ENSOARG00000017115
capra_hircus ENSCHIG00000022265
tursiops_truncatus ENSTTRG00000017108
myotis_lucifugus ENSMLUG00000001596
pteropus_vampyrus ENSPVAG00000002909
equus_asinus ENSEASG00005009414
equus_caballus ENSECAG00000016674
ursus_americanus ENSUAMG00000008094
ursus_maritimus ENSUMAG00000023207
ailuropoda_melanoleuca ENSAMEG00000002787
canis_lupus ENSCAFG00020025761
canis_lupus ENSCAFG00000003829
vulpes_vulpes ENSVVUG00000014821
mustela_putorius ENSMPUG00000013714
neovison_vison ENSNVIG00000013199
panthera_pardus ENSPPRG00000021333
panthera_tigris ENSPTIG00000016492
felis_catus ENSFCAG00000043657
gorilla_gorilla ENSGGOG00000027710
homo_sapiens ENSG00000068697
pan_troglodytes ENSPTRG00000011690
pan_paniscus ENSPPAG00000037069
pongo_abelii ENSPPYG00000012620
nomascus_leucogenys ENSNLEG00000002305
theropithecus_gelada ENSTGEG00000022975
theropithecus_gelada ENSTGEG00000018137
cercocebus_atys ENSCATG00000036860
mandrillus_leucophaeus ENSMLEG00000011616
papio_anubis ENSPANG00000011260
macaca_fascicularis ENSMFAG00000036772
macaca_mulatta ENSMMUG00000001582
macaca_nemestrina ENSMNEG00000030721
chlorocebus_sabaeus ENSCSAG00000008071
rhinopithecus_roxellana ENSRROG00000045642
rhinopithecus_bieti ENSRBIG00000014447
colobus_angolensis ENSCANG00000036614
piliocolobus_tephrosceles ENSPTEG00000036317
cebus_capucinus ENSCCAG00000029231
callithrix_jacchus ENSCJAG00000007433
saimiri_boliviensis ENSSBOG00000031549
aotus_nancymaae ENSANAG00000027701
aotus_nancymaae ENSANAG00000025592
callithrix_jacchus ENSCJAG00000041856
carlito_syrichta ENSTSYG00000009004
propithecus_coquereli ENSPCOG00000019008
prolemur_simus ENSPSMG00000007179
microcebus_murinus ENSMICG00000031395
otolemur_garnettii ENSOGAG00000003002
ictidomys_tridecemlineatus ENSSTOG00000007214
ictidomys_tridecemlineatus ENSSTOG00000033132
urocitellus_parryii ENSUPAG00010009333
spermophilus_dauricus ENSSDAG00000005300
marmota_marmota ENSMMMG00000022160
dipodomys_ordii ENSDORG00000014089
cavia_aperea ENSCAPG00000009101
cavia_porcellus ENSCPOG00000009690
octodon_degus ENSODEG00000008579
chinchilla_lanigera ENSCLAG00000006983
heterocephalus_glaber ENSHGLG00100011015
heterocephalus_glaber ENSHGLG00000018003
fukomys_damarensis ENSFDAG00000008180
castor_canadensis ENSCCNG00000023320
cricetulus_griseus ENSCGRG00001021474
cricetulus_griseus ENSCGRG00000002254
cricetulus_griseus ENSCGRG00015000691
