sorex_araneus ENSSARG00000004936
oryctolagus_cuniculus ENSOCUG00000001205
anolis_carolinensis ENSACAG00000004013
xenopus_tropicalis ENSXETG00000003371
pygocentrus_nattereri ENSPNAG00000023109
astyanax_mexicanus ENSAMXG00000002431
ictalurus_punctatus ENSIPUG00000015215
electrophorus_electricus ENSEEEG00000020330
clupea_harengus ENSCHAG00000021323
danio_rerio ENSDARG00000014746
denticeps_clupeoides ENSDCDG00000031965
esox_lucius ENSELUG00000013096
hucho_hucho ENSHHUG00000040581
cynoglossus_semilaevis ENSCSEG00000008840
lates_calcarifer ENSLCAG00010026366
tetraodon_nigroviridis ENSTNIG00000002567
hippocampus_comes ENSHCOG00000016419
amphilophus_citrinellus ENSACIG00000005478
mola_mola ENSMMOG00000009716
anabas_testudineus ENSATEG00000007513
takifugu_rubripes ENSTRUG00000020940
gouania_willdenowi ENSGWIG00000004502
seriola_dumerili ENSSDUG00000016413
seriola_lalandi ENSSLDG00000009353
larimichthys_crocea ENSLCRG00005017840
labrus_bergylta ENSLBEG00000014659
cottoperca_gobio ENSCGOG00000001784
amphiprion_ocellaris ENSAOCG00000008283
amphiprion_percula ENSAPEG00000010636
acanthochromis_polyacanthus ENSAPOG00000003197
stegastes_partitus ENSSPAG00000009723
parambassis_ranga ENSPRNG00000003420
neolamprologus_brichardi ENSNBRG00000011084
scophthalmus_maximus ENSSMAG00000015505
lates_calcarifer ENSLCAG00010010038
monopterus_albus ENSMALG00000003337
mastacembelus_armatus ENSMAMG00000003142
paramormyrops_kingsleyae ENSPKIG00000009667
lepisosteus_oculatus ENSLOCG00000006675
erpetoichthys_calabaricus ENSECRG00000018032
scleropages_formosus ENSSFOG00015023675
scleropages_formosus ENSSFOG00015009955
callorhinchus_milii ENSCMIG00000014647
anser_brachyrhynchus ENSABRG00000021282
anas_platyrhynchos ENSAPLG00000013263
coturnix_japonica ENSCJPG00005016078
numida_meleagris ENSNMEG00000021068
calidris_pugnax ENSCPUG00000016899
calidris_pygmaea ENSCPGG00000006569
taeniopygia_guttata ENSTGUG00000004562
lonchura_striata ENSLSDG00000004694
serinus_canaria ENSSCAG00000011905
junco_hyemalis ENSJHYG00000017374
parus_major ENSPMJG00000010311
cyanistes_caeruleus ENSCCEG00000008475
lepidothrix_coronata ENSLCOG00000009951
dromaius_novaehollandiae ENSDNVG00000017475
pelodiscus_sinensis ENSPSIG00000006523
apteryx_haastii ENSAHAG00000016279
gallus_gallus ENSGALG00000034325
gopherus_agassizii ENSGAGG00000023681
salvator_merianae ENSSMRG00000017001
notechis_scutatus ENSNSUG00000008773
apteryx_owenii ENSAOWG00000002067
apteryx_rowi ENSARWG00000009382
sphenodon_punctatus ENSSPUG00000009732
notamacropus_eugenii ENSMEUG00000012525
monodelphis_domestica ENSMODG00000005826
ochotona_princeps ENSOPRG00000006199
mesocricetus_auratus ENSMAUG00000020570
ovis_aries ENSOARG00000005135
canis_lupus ENSCAFG00020024881
choloepus_hoffmanni ENSCHOG00000012843
myotis_lucifugus ENSMLUG00000015896
capra_hircus ENSCHIG00000023549
vulpes_vulpes ENSVVUG00000017311
otolemur_garnettii ENSOGAG00000025535
bos_indicus ENSBIXG00005005915
ailuropoda_melanoleuca ENSAMEG00000008605
castor_canadensis ENSCCNG00000025986
homo_sapiens ENSG00000078328
mus_spicilegus ENSMSIG00000023467
rattus_norvegicus ENSRNOG00000002827
dasypus_novemcinctus ENSDNOG00000043612
dipodomys_ordii ENSDORG00000010024
equus_caballus ENSECAG00000012667
pteropus_vampyrus ENSPVAG00000013467
heterocephalus_glaber ENSHGLG00000016944
heterocephalus_glaber ENSHGLG00100003272
fukomys_damarensis ENSFDAG00000007388
chinchilla_lanigera ENSCLAG00000012761
octodon_degus ENSODEG00000013166
cavia_aperea ENSCAPG00000017669
cavia_porcellus ENSCPOG00000011314
urocitellus_parryii ENSUPAG00010019661
marmota_marmota ENSMMMG00000005672
ictidomys_tridecemlineatus ENSSTOG00000000322
equus_asinus ENSEASG00005011599
vicugna_pacos ENSVPAG00000001284
tursiops_truncatus ENSTTRG00000005700
bos_taurus ENSBTAG00000007210
tupaia_belangeri ENSTBEG00000009169
