caenorhabditis_elegans_strain_n2 WBGene00003821
drosophila_melanogaster FBgn0038473
ciona_savignyi ENSCSAVG00000007394
ciona_intestinalis ENSCING00000010738
calidris_pygmaea ENSCPGG00000009307
calidris_pugnax ENSCPUG00000018643
parus_major ENSPMJG00000006852
urocitellus_parryii ENSUPAG00010017290
octodon_degus ENSODEG00000005679
microcebus_murinus ENSMICG00000011884
astatotilapia_calliptera ENSACLG00000000115
pundamilia_nyererei ENSPNYG00000013195
haplochromis_burtoni ENSHBUG00000000835
oreochromis_niloticus ENSONIG00000016291
lepisosteus_oculatus ENSLOCG00000005925
saccharomyces_cerevisiae YER006W
