mola_mola ENSMMOG00000017153
takifugu_rubripes ENSTRUG00000020893
gasterosteus_aculeatus ENSGACG00000013622
seriola_dumerili ENSSDUG00000022103
seriola_lalandi_dorsalis ENSSLDG00000018136
cynoglossus_semilaevis ENSCSEG00000021617
astatotilapia_calliptera ENSACLG00000024567
haplochromis_burtoni ENSHBUG00000009023
maylandia_zebra ENSMZEG00005023168
neolamprologus_brichardi ENSNBRG00000004975
poecilia_formosa ENSPFOG00000013474
amphiprion_ocellaris ENSAOCG00000020273
amphiprion_percula ENSAPEG00000000479
acanthochromis_polyacanthus ENSAPOG00000018131
gadus_morhua ENSGMOG00000013675
pygocentrus_nattereri ENSPNAG00000013690
astyanax_mexicanus ENSAMXG00000036447
danio_rerio ENSDARG00000098191
paramormyrops_kingsleyae ENSPKIG00000017828
scleropages_formosus ENSSFOG00015006912
