calidris_pygmaea ENSCPGG00000017873
melopsittacus_undulatus ENSMUNG00000015970
junco_hyemalis ENSJHYG00000004382
ornithorhynchus_anatinus ENSOANG00000015756
ornithorhynchus_anatinus ENSOANG00000029297
phascolarctos_cinereus ENSPCIG00000009591
vulpes_vulpes ENSVVUG00000027991
castor_canadensis ENSCCNG00000020955
dipodomys_ordii ENSDORG00000015299
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021222
mus_musculus ENSMUSG00000075402
mus_spicilegus ENSMSIG00000010240
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020329
mus_pahari MGP_PahariEiJ_G0020328
rattus_norvegicus ENSRNOG00000031785
meriones_unguiculatus ENSMUGG00000024903
peromyscus_maniculatus_bairdii ENSPEMG00000012031
microtus_ochrogaster ENSMOCG00000010009
cricetulus_griseus_chok1gshd ENSCGRG00001010612
cricetulus_griseus_crigri ENSCGRG00000010094
cricetulus_griseus_crigri-picr ENSCGRG00015028631
mesocricetus_auratus ENSMAUG00000018027
nannospalax_galili ENSNGAG00000011934
chinchilla_lanigera ENSCLAG00000010290
heterocephalus_glaber_female ENSHGLG00000001572
octodon_degus ENSODEG00000012091
ictidomys_tridecemlineatus ENSSTOG00000034030
tupaia_belangeri ENSTBEG00000001768
microcebus_murinus ENSMICG00000002229
propithecus_coquereli ENSPCOG00000021355
cebus_capucinus ENSCCAG00000022087
callithrix_jacchus ENSCJAG00000044935
aotus_nancymaae ENSANAG00000035890
saimiri_boliviensis_boliviensis ENSSBOG00000019416
pan_paniscus ENSPPAG00000041526
pan_troglodytes ENSPTRG00000004990
gorilla_gorilla ENSGGOG00000011442
homo_sapiens ENSG00000185069
pongo_abelii ENSPPYG00000004557
nomascus_leucogenys ENSNLEG00000031804
theropithecus_gelada ENSTGEG00000006820
papio_anubis ENSPANG00000013484
mandrillus_leucophaeus ENSMLEG00000039821
cercocebus_atys ENSCATG00000022734
macaca_fascicularis ENSMFAG00000000993
macaca_mulatta ENSMMUG00000014980
macaca_nemestrina ENSMNEG00000044313
chlorocebus_sabaeus ENSCSAG00000005622
piliocolobus_tephrosceles ENSPTEG00000038033
colobus_angolensis_palliatus ENSCANG00000023460
rhinopithecus_roxellana ENSRROG00000008365
rhinopithecus_bieti ENSRBIG00000028991
otolemur_garnettii ENSOGAG00000024615
carlito_syrichta ENSTSYG00000005108
equus_caballus ENSECAG00000011083
equus_asinus_asinus ENSEASG00005009230
bison_bison_bison ENSBBBG00000020375
bos_mutus ENSBMUG00000009130
capra_hircus ENSCHIG00000017320
myotis_lucifugus ENSMLUG00000004208
pteropus_vampyrus ENSPVAG00000009347
canis_lupus_dingo ENSCAFG00020021704
canis_lupus_familiaris ENSCAFG00000007208
vulpes_vulpes ENSVVUG00000027992
neovison_vison ENSNVIG00000023199
ailuropoda_melanoleuca ENSAMEG00000011814
ursus_maritimus ENSUMAG00000009334
panthera_pardus ENSPPRG00000012473
panthera_tigris_altaica ENSPTIG00000002275
felis_catus ENSFCAG00000000293
erinaceus_europaeus ENSEEUG00000012078
ochotona_princeps ENSOPRG00000008872
oryctolagus_cuniculus ENSOCUG00000012764
dasypus_novemcinctus ENSDNOG00000008476
loxodonta_africana ENSLAFG00000005508
procavia_capensis ENSPCAG00000001142
echinops_telfairi ENSETEG00000003602
phascolarctos_cinereus ENSPCIG00000008677
notamacropus_eugenii ENSMEUG00000005794
notamacropus_eugenii ENSMEUG00000014987
sarcophilus_harrisii ENSSHAG00000006000
monodelphis_domestica ENSMODG00000008733
prolemur_simus ENSPSMG00000013457
ornithorhynchus_anatinus ENSOANG00000006945
