erinaceus_europaeus ENSEEUG00000015395
sorex_araneus ENSSARG00000008858
castor_canadensis ENSCCNG00000028271
dipodomys_ordii ENSDORG00000009866
mus_musculus ENSMUSG00000030830
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031611
mus_spicilegus ENSMSIG00000030237
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030497
mus_pahari MGP_PahariEiJ_G0013706
rattus_norvegicus ENSRNOG00000017980
meriones_unguiculatus ENSMUGG00000012770
peromyscus_maniculatus_bairdii ENSPEMG00000023615
microtus_ochrogaster ENSMOCG00000001413
cricetulus_griseus_chok1gshd ENSCGRG00001019139
cricetulus_griseus_crigri ENSCGRG00000001241
cricetulus_griseus_crigri-picr ENSCGRG00015024798
mesocricetus_auratus ENSMAUG00000010889
nannospalax_galili ENSNGAG00000014462
jaculus_jaculus ENSJJAG00000014386
chinchilla_lanigera ENSCLAG00000014257
octodon_degus ENSODEG00000014497
cavia_porcellus ENSCPOG00000007159
cavia_aperea ENSCAPG00000015010
heterocephalus_glaber_male ENSHGLG00100008088
heterocephalus_glaber_female ENSHGLG00000012206
fukomys_damarensis ENSFDAG00000020854
ictidomys_tridecemlineatus ENSSTOG00000002813
urocitellus_parryii ENSUPAG00010020088
spermophilus_dauricus ENSSDAG00000009689
marmota_marmota_marmota ENSMMMG00000023814
oryctolagus_cuniculus ENSOCUG00000014362
ochotona_princeps ENSOPRG00000011064
tupaia_belangeri ENSTBEG00000002882
pan_paniscus ENSPPAG00000041005
pan_troglodytes ENSPTRG00000008004
homo_sapiens ENSG00000005844
gorilla_gorilla ENSGGOG00000002189
pongo_abelii ENSPPYG00000007275
nomascus_leucogenys ENSNLEG00000015846
piliocolobus_tephrosceles ENSPTEG00000025946
colobus_angolensis_palliatus ENSCANG00000043832
rhinopithecus_roxellana ENSRROG00000038358
rhinopithecus_bieti ENSRBIG00000036763
macaca_mulatta ENSMMUG00000016876
macaca_fascicularis ENSMFAG00000003265
cercocebus_atys ENSCATG00000029869
macaca_nemestrina ENSMNEG00000043542
chlorocebus_sabaeus ENSCSAG00000005978
theropithecus_gelada ENSTGEG00000012316
papio_anubis ENSPANG00000016535
mandrillus_leucophaeus ENSMLEG00000035436
saimiri_boliviensis_boliviensis ENSSBOG00000030186
cebus_capucinus ENSCCAG00000034874
callithrix_jacchus ENSCJAG00000002628
aotus_nancymaae ENSANAG00000033501
carlito_syrichta ENSTSYG00000011174
propithecus_coquereli ENSPCOG00000023595
microcebus_murinus ENSMICG00000004705
prolemur_simus ENSPSMG00000007002
otolemur_garnettii ENSOGAG00000034063
pteropus_vampyrus ENSPVAG00000010058
myotis_lucifugus ENSMLUG00000008325
ursus_maritimus ENSUMAG00000011654
ursus_americanus ENSUAMG00000022179
ailuropoda_melanoleuca ENSAMEG00000007813
neovison_vison ENSNVIG00000024985
mustela_putorius_furo ENSMPUG00000012307
canis_lupus_familiaris ENSCAFG00000016603
canis_lupus_dingo ENSCAFG00020017826
vulpes_vulpes ENSVVUG00000026163
panthera_pardus ENSPPRG00000007664
panthera_tigris_altaica ENSPTIG00000007165
felis_catus ENSFCAG00000009795
capra_hircus ENSCHIG00000012390
ovis_aries ENSOARG00000006423
bos_mutus ENSBMUG00000021974
bison_bison_bison ENSBBBG00000016465
bos_taurus ENSBTAG00000007103
tursiops_truncatus ENSTTRG00000001729
vicugna_pacos ENSVPAG00000010453
sus_scrofa ENSSSCG00000007797
equus_asinus_asinus ENSEASG00005013044
equus_caballus ENSECAG00000008485
loxodonta_africana ENSLAFG00000013591
procavia_capensis ENSPCAG00000014455
echinops_telfairi ENSETEG00000002258
choloepus_hoffmanni ENSCHOG00000003634
dasypus_novemcinctus ENSDNOG00000017188
phascolarctos_cinereus ENSPCIG00000016847
notamacropus_eugenii ENSMEUG00000007226
sarcophilus_harrisii ENSSHAG00000007124
monodelphis_domestica ENSMODG00000001568
ornithorhynchus_anatinus ENSOANG00000013667
lepidothrix_coronata ENSLCOG00000009962
chelonoidis_abingdonii ENSCABG00000007634
chelonoidis_abingdonii ENSCABG00000007637
gopherus_agassizii ENSGAGG00000000913
chrysemys_picta_bellii ENSCPBG00000013656
pelodiscus_sinensis ENSPSIG00000017982
anolis_carolinensis ENSACAG00000010992
notechis_scutatus ENSNSUG00000019227
salvator_merianae ENSSMRG00000008373
sphenodon_punctatus ENSSPUG00000011055
sphenodon_punctatus ENSSPUG00000011086
ornithorhynchus_anatinus ENSOANG00000029150
