drosophila_melanogaster FBgn0032020
caenorhabditis_elegans_strain_n2 WBGene00014938
loxodonta_africana ENSLAFG00000031433
echinops_telfairi ENSETEG00000007798
cricetulus_griseus_chok1gshd ENSCGRG00001004862
cricetulus_griseus_crigri-picr ENSCGRG00015025426
cricetulus_griseus_crigri ENSCGRG00000012273
mesocricetus_auratus ENSMAUG00000019661
peromyscus_maniculatus_bairdii ENSPEMG00000027280
microtus_ochrogaster ENSMOCG00000007673
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015431
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014624
mus_musculus ENSMUSG00000042229
mus_pahari MGP_PahariEiJ_G0027860
rattus_norvegicus ENSRNOG00000045814
rattus_norvegicus ENSRNOG00000004424
meriones_unguiculatus ENSMUGG00000005126
nannospalax_galili ENSNGAG00000018113
jaculus_jaculus ENSJJAG00000020396
castor_canadensis ENSCCNG00000027601
castor_canadensis ENSCCNG00000014447
dipodomys_ordii ENSDORG00000000851
heterocephalus_glaber_female ENSHGLG00000011589
heterocephalus_glaber_male ENSHGLG00100015327
fukomys_damarensis ENSFDAG00000017937
chinchilla_lanigera ENSCLAG00000014300
octodon_degus ENSODEG00000012775
prolemur_simus ENSPSMG00000002671
saimiri_boliviensis_boliviensis ENSSBOG00000035749
cebus_capucinus ENSCCAG00000030538
aotus_nancymaae ENSANAG00000031550
pan_troglodytes ENSPTRG00000001860
pan_paniscus ENSPPAG00000029057
homo_sapiens ENSG00000183155
pongo_abelii ENSPPYG00000000344
gorilla_gorilla ENSGGOG00000003438
nomascus_leucogenys ENSNLEG00000018102
macaca_mulatta ENSMMUG00000041850
macaca_fascicularis ENSMFAG00000037667
macaca_nemestrina ENSMNEG00000044527
theropithecus_gelada ENSTGEG00000018530
mandrillus_leucophaeus ENSMLEG00000011422
papio_anubis ENSPANG00000032497
cercocebus_atys ENSCATG00000029847
chlorocebus_sabaeus ENSCSAG00000014218
colobus_angolensis_palliatus ENSCANG00000039602
piliocolobus_tephrosceles ENSPTEG00000029603
rhinopithecus_bieti ENSRBIG00000023725
rhinopithecus_roxellana ENSRROG00000039337
propithecus_coquereli ENSPCOG00000018312
microcebus_murinus ENSMICG00000007924
oryctolagus_cuniculus ENSOCUG00000002207
carlito_syrichta ENSTSYG00000033169
dasypus_novemcinctus ENSDNOG00000040354
dasypus_novemcinctus ENSDNOG00000043291
choloepus_hoffmanni ENSCHOG00000006424
ursus_americanus ENSUAMG00000017951
ailuropoda_melanoleuca ENSAMEG00000012149
canis_lupus_familiaris ENSCAFG00000030897
canis_lupus_dingo ENSCAFG00020015033
mustela_putorius_furo ENSMPUG00000011205
panthera_pardus ENSPPRG00000023405
panthera_tigris_altaica ENSPTIG00000017028
felis_catus ENSFCAG00000040709
equus_asinus_asinus ENSEASG00005019681
equus_caballus ENSECAG00000005604
myotis_lucifugus ENSMLUG00000017333
pteropus_vampyrus ENSPVAG00000013135
capra_hircus ENSCHIG00000006781
bos_taurus ENSBTAG00000013560
sus_scrofa ENSSSCG00000022787
sorex_araneus ENSSARG00000007667
marmota_marmota_marmota ENSMMMG00000013149
ictidomys_tridecemlineatus ENSSTOG00000015450
urocitellus_parryii ENSUPAG00010008393
procavia_capensis ENSPCAG00000004381
