taeniopygia_guttata ENSTGUG00000000095
melopsittacus_undulatus ENSMUNG00000004169
gopherus_agassizii ENSGAGG00000016191
macaca_fascicularis ENSMFAG00000042430
aotus_nancymaae ENSANAG00000036427
nannospalax_galili ENSNGAG00000010951
mus_spicilegus ENSMSIG00000008933
marmota_marmota_marmota ENSMMMG00000021523
ictidomys_tridecemlineatus ENSSTOG00000022842
cavia_porcellus ENSCPOG00000022876
rattus_norvegicus ENSRNOG00000042886
phascolarctos_cinereus ENSPCIG00000020515
monodelphis_domestica ENSMODG00000003890
phascolarctos_cinereus ENSPCIG00000004578
monodelphis_domestica ENSMODG00000025356
anas_platyrhynchos_platyrhynchos ENSAPLG00000000915
apteryx_haastii ENSAHAG00000008847
sphenodon_punctatus ENSSPUG00000002186
vulpes_vulpes ENSVVUG00000025217
bos_taurus ENSBTAG00000002468
macaca_mulatta ENSMMUG00000028895
gorilla_gorilla ENSGGOG00000024725
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021418
mus_musculus ENSMUSG00000067288
meriones_unguiculatus ENSMUGG00000007761
nannospalax_galili ENSNGAG00000000148
microtus_ochrogaster ENSMOCG00000007820
jaculus_jaculus ENSJJAG00000017384
anser_brachyrhynchus ENSABRG00000005883
chelonoidis_abingdonii ENSCABG00000001324
urocitellus_parryii ENSUPAG00010004310
chinchilla_lanigera ENSCLAG00000002218
ursus_maritimus ENSUMAG00000014631
bos_mutus ENSBMUG00000005683
octodon_degus ENSODEG00000019037
marmota_marmota_marmota ENSMMMG00000022173
mus_spicilegus ENSMSIG00000017890
mus_spicilegus ENSMSIG00000026388
meriones_unguiculatus ENSMUGG00000021698
microtus_ochrogaster ENSMOCG00000002602
microtus_ochrogaster ENSMOCG00000006129
microtus_ochrogaster ENSMOCG00000018789
salvator_merianae ENSSMRG00000008505
chelonoidis_abingdonii ENSCABG00000023135
calidris_pygmaea ENSCPGG00000011624
gopherus_agassizii ENSGAGG00000003977
dasypus_novemcinctus ENSDNOG00000041203
nomascus_leucogenys ENSNLEG00000034904
meriones_unguiculatus ENSMUGG00000018156
piliocolobus_tephrosceles ENSPTEG00000025294
jaculus_jaculus ENSJJAG00000010478
dasypus_novemcinctus ENSDNOG00000036089
dasypus_novemcinctus ENSDNOG00000043010
sus_scrofa ENSSSCG00000037340
callithrix_jacchus ENSCJAG00000022371
mus_spicilegus ENSMSIG00000017178
rattus_norvegicus ENSRNOG00000030242
peromyscus_maniculatus_bairdii ENSPEMG00000029482
peromyscus_maniculatus_bairdii ENSPEMG00000012673
cricetulus_griseus_chok1gshd ENSCGRG00001004003
cricetulus_griseus_crigri-picr ENSCGRG00015027215
urocitellus_parryii ENSUPAG00010010033
chlorocebus_sabaeus ENSCSAG00000000174
gopherus_agassizii ENSGAGG00000004683
aotus_nancymaae ENSANAG00000019522
cebus_capucinus ENSCCAG00000016358
theropithecus_gelada ENSTGEG00000018204
nannospalax_galili ENSNGAG00000011527
sorex_araneus ENSSARG00000006449
erinaceus_europaeus ENSEEUG00000006685
microtus_ochrogaster ENSMOCG00000007029
nannospalax_galili ENSNGAG00000015826
rattus_norvegicus ENSRNOG00000046342
crocodylus_porosus ENSCPRG00005013479
ursus_americanus ENSUAMG00000022329
ovis_aries ENSOARG00000003689
pan_paniscus ENSPPAG00000028825
pongo_abelii ENSPPYG00000002308
saimiri_boliviensis_boliviensis ENSSBOG00000012561
cebus_capucinus ENSCCAG00000030298
cricetulus_griseus_crigri ENSCGRG00000004955
panthera_tigris_altaica ENSPTIG00000014735
notechis_scutatus ENSNSUG00000006795
pogona_vitticeps ENSPVIG00000013054
chrysemys_picta_bellii ENSCPBG00000017064
ovis_aries ENSOARG00000004121
capra_hircus ENSCHIG00000009632
otolemur_garnettii ENSOGAG00000024475
macaca_fascicularis ENSMFAG00000024228
macaca_mulatta ENSMMUG00000030827
bison_bison_bison ENSBBBG00000015076
ursus_maritimus ENSUMAG00000000588
dipodomys_ordii ENSDORG00000027636
microtus_ochrogaster ENSMOCG00000001023
oryctolagus_cuniculus ENSOCUG00000021484
macaca_mulatta ENSMMUG00000030258
macaca_fascicularis ENSMFAG00000029879
macaca_nemestrina ENSMNEG00000034123
carlito_syrichta ENSTSYG00000027428
dasypus_novemcinctus ENSDNOG00000043999
capra_hircus ENSCHIG00000007447
ovis_aries ENSOARG00000013830
pongo_abelii ENSPPYG00000017517
theropithecus_gelada ENSTGEG00000001518
theropithecus_gelada ENSTGEG00000002230
piliocolobus_tephrosceles ENSPTEG00000025996
otolemur_garnettii ENSOGAG00000002534
ursus_americanus ENSUAMG00000008958
chinchilla_lanigera ENSCLAG00000017469
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027470
panthera_pardus ENSPPRG00000016498
panthera_tigris_altaica ENSPTIG00000005894
felis_catus ENSFCAG00000040752
phascolarctos_cinereus ENSPCIG00000026023
heterocephalus_glaber_male ENSHGLG00100020381
heterocephalus_glaber_male ENSHGLG00100019526
jaculus_jaculus ENSJJAG00000020121
