scophthalmus_maximus ENSSMAG00000016497
cynoglossus_semilaevis ENSCSEG00000009920
seriola_lalandi_dorsalis ENSSLDG00000013796
seriola_dumerili ENSSDUG00000002621
poecilia_latipinna ENSPLAG00000022453
poecilia_formosa ENSPFOG00000023986
poecilia_mexicana ENSPMEG00000009587
poecilia_reticulata ENSPREG00000019093
xiphophorus_couchianus ENSXCOG00000004565
xiphophorus_maculatus ENSXMAG00000029968
gambusia_affinis ENSGAFG00000011505
fundulus_heteroclitus ENSFHEG00000004834
cyprinodon_variegatus ENSCVAG00000019264
kryptolebias_marmoratus ENSKMAG00000017264
maylandia_zebra ENSMZEG00005009700
astatotilapia_calliptera ENSACLG00000003677
haplochromis_burtoni ENSHBUG00000014500
pundamilia_nyererei ENSPNYG00000011899
neolamprologus_brichardi ENSNBRG00000013474
oreochromis_niloticus ENSONIG00000006720
amphilophus_citrinellus ENSACIG00000006275
anabas_testudineus ENSATEG00000020781
amphiprion_ocellaris ENSAOCG00000006354
acanthochromis_polyacanthus ENSAPOG00000018323
stegastes_partitus ENSSPAG00000023288
amphiprion_percula ENSAPEG00000002495
monopterus_albus ENSMALG00000008710
labrus_bergylta ENSLBEG00000019287
periophthalmus_magnuspinnatus ENSPMGG00000018324
esox_lucius ENSELUG00000006754
