calidris_pygmaea ENSCPGG00000015049
calidris_pugnax ENSCPUG00000013734
melopsittacus_undulatus ENSMUNG00000004286
lonchura_striata ENSLSDG00000009806
taeniopygia_guttata ENSTGUG00000001312
serinus_canaria ENSSCAG00000010689
zonotrichia_albicollis ENSZALG00000010574
ficedula_albicollis ENSFALG00000014211
parus_major ENSPMJG00000005015
cyanistes_caeruleus ENSCCEG00000014524
lepidothrix_coronata ENSLCOG00000014382
manacus_vitellinus ENSMVIG00005019756
coturnix_japonica ENSCJPG00005003598
numida_meleagris ENSNMEG00000009750
anser_brachyrhynchus ENSABRG00000011445
anas_platyrhynchos ENSAPLG00000028116
apteryx_owenii ENSAOWG00000017940
apteryx_haastii ENSAHAG00000007390
apteryx_rowi ENSARWG00000009147
nothoprocta_perdicaria ENSNPEG00000011886
dromaius_novaehollandiae ENSDNVG00000005941
crocodylus_porosus ENSCPRG00005015229
gopherus_agassizii ENSGAGG00000016277
chelonoidis_abingdonii ENSCABG00000003181
chrysemys_picta ENSCPBG00000008143
pelodiscus_sinensis ENSPSIG00000001008
pogona_vitticeps ENSPVIG00000015260
anolis_carolinensis ENSACAG00000001211
phascolarctos_cinereus ENSPCIG00000005358
vombatus_ursinus ENSVURG00010006242
monodelphis_domestica ENSMODG00000025140
oryctolagus_cuniculus ENSOCUG00000008320
erinaceus_europaeus ENSEEUG00000003412
castor_canadensis ENSCCNG00000015315
dipodomys_ordii ENSDORG00000011598
mus_musculus ENSMUSG00000046593
mus_spretus MGP_SPRETEiJ_G0026844
mus_spicilegus ENSMSIG00000007214
mus_caroli MGP_CAROLIEiJ_G0025896
mus_pahari MGP_PahariEiJ_G0024019
rattus_norvegicus ENSRNOG00000042246
meriones_unguiculatus ENSMUGG00000025234
cricetulus_griseus ENSCGRG00015005599
cricetulus_griseus ENSCGRG00000018852
cricetulus_griseus ENSCGRG00001009559
mesocricetus_auratus ENSMAUG00000017467
microtus_ochrogaster ENSMOCG00000003322
peromyscus_maniculatus ENSPEMG00000028971
nannospalax_galili ENSNGAG00000014137
jaculus_jaculus ENSJJAG00000007413
cavia_porcellus ENSCPOG00000034422
cavia_aperea ENSCAPG00000007019
chinchilla_lanigera ENSCLAG00000013872
octodon_degus ENSODEG00000020383
heterocephalus_glaber ENSHGLG00100019898
heterocephalus_glaber ENSHGLG00000010968
fukomys_damarensis ENSFDAG00000015063
marmota_marmota ENSMMMG00000008835
spermophilus_dauricus ENSSDAG00000000794
ictidomys_tridecemlineatus ENSSTOG00000025820
urocitellus_parryii ENSUPAG00010007829
tupaia_belangeri ENSTBEG00000002016
prolemur_simus ENSPSMG00000010940
otolemur_garnettii ENSOGAG00000016332
macaca_nemestrina ENSMNEG00000013710
macaca_mulatta ENSMMUG00000053668
macaca_fascicularis ENSMFAG00000024179
mandrillus_leucophaeus ENSMLEG00000026942
cercocebus_atys ENSCATG00000003669
theropithecus_gelada ENSTGEG00000011575
papio_anubis ENSPANG00000004499
chlorocebus_sabaeus ENSCSAG00000000446
colobus_angolensis ENSCANG00000038410
piliocolobus_tephrosceles ENSPTEG00000013998
rhinopithecus_bieti ENSRBIG00000030718
rhinopithecus_roxellana ENSRROG00000037239
gorilla_gorilla ENSGGOG00000043117
homo_sapiens ENSG00000188133
pan_paniscus ENSPPAG00000007092
pan_troglodytes ENSPTRG00000047390
pongo_abelii ENSPPYG00000019144
nomascus_leucogenys ENSNLEG00000031457
callithrix_jacchus ENSCJAG00000041764
saimiri_boliviensis ENSSBOG00000036309
cebus_capucinus ENSCCAG00000004298
aotus_nancymaae ENSANAG00000031329
myotis_lucifugus ENSMLUG00000004096
pteropus_vampyrus ENSPVAG00000009212
equus_caballus ENSECAG00000004732
equus_asinus ENSEASG00005004570
ursus_maritimus ENSUMAG00000005832
ursus_americanus ENSUAMG00000017928
ailuropoda_melanoleuca ENSAMEG00000019433
neovison_vison ENSNVIG00000000661
mustela_putorius ENSMPUG00000018428
vulpes_vulpes ENSVVUG00000021135
canis_lupus ENSCAFG00020015595
panthera_tigris ENSPTIG00000006226
panthera_pardus ENSPPRG00000016103
ovis_aries ENSOARG00000009026
capra_hircus ENSCHIG00000008408
bos_indicus ENSBIXG00000022172
bos_indicus ENSBIXG00005027309
bos_taurus ENSBTAG00000013974
bos_mutus ENSBMUG00000017916
bison_bison ENSBBBG00000005782
sus_scrofa ENSSSCG00000011002
tursiops_truncatus ENSTTRG00000011298
dasypus_novemcinctus ENSDNOG00000006659
echinops_telfairi ENSETEG00000005905
ornithorhynchus_anatinus ENSOANG00000012130
xenopus_tropicalis ENSXETG00000003825
latimeria_chalumnae ENSLACG00000007107
scleropages_formosus ENSSFOG00015018914
paramormyrops_kingsleyae ENSPKIG00000011679
clupea_harengus ENSCHAG00000027800
lepisosteus_oculatus ENSLOCG00000017926
erpetoichthys_calabaricus ENSECRG00000012230
callorhinchus_milii ENSCMIG00000012181
pygocentrus_nattereri ENSPNAG00000011628
eptatretus_burgeri ENSEBUG00000015894
