apteryx_haastii ENSAHAG00000019709
apteryx_rowi ENSARWG00000005047
dromaius_novaehollandiae ENSDNVG00000004769
calidris_pugnax ENSCPUG00000000006
calidris_pygmaea ENSCPGG00000015407
calidris_pugnax ENSCPUG00000009452
melopsittacus_undulatus ENSMUNG00000005725
lepidothrix_coronata ENSLCOG00000007957
serinus_canaria ENSSCAG00000013211
parus_major ENSPMJG00000007612
cyanistes_caeruleus ENSCCEG00000007387
lonchura_striata_domestica ENSLSDG00000016364
calidris_pugnax ENSCPUG00000009451
calidris_pygmaea ENSCPGG00000015405
anas_platyrhynchos_platyrhynchos ENSAPLG00000028713
anser_brachyrhynchus ENSABRG00000016765
manacus_vitellinus ENSMVIG00005016785
nothoprocta_perdicaria ENSNPEG00000004906
notechis_scutatus ENSNSUG00000014771
