phascolarctos_cinereus ENSPCIG00000027615
notamacropus_eugenii ENSMEUG00000008072
monodelphis_domestica ENSMODG00000002628
sarcophilus_harrisii ENSSHAG00000011868
heterocephalus_glaber_male ENSHGLG00100013486
heterocephalus_glaber_female ENSHGLG00000001344
fukomys_damarensis ENSFDAG00000020024
cavia_porcellus ENSCPOG00000002158
cavia_aperea ENSCAPG00000012142
chinchilla_lanigera ENSCLAG00000004461
urocitellus_parryii ENSUPAG00010021075
ictidomys_tridecemlineatus ENSSTOG00000006250
marmota_marmota_marmota ENSMMMG00000000087
cricetulus_griseus_crigri ENSCGRG00000003990
cricetulus_griseus_chok1gshd ENSCGRG00001012176
cricetulus_griseus_crigri-picr ENSCGRG00015025435
mesocricetus_auratus ENSMAUG00000002827
microtus_ochrogaster ENSMOCG00000021311
peromyscus_maniculatus_bairdii ENSPEMG00000011612
mus_spicilegus ENSMSIG00000014607
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027327
mus_musculus ENSMUSG00000060268
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026355
mus_pahari MGP_PahariEiJ_G0028686
rattus_norvegicus ENSRNOG00000031494
meriones_unguiculatus ENSMUGG00000023096
nannospalax_galili ENSNGAG00000008927
jaculus_jaculus ENSJJAG00000009395
castor_canadensis ENSCCNG00000005878
oryctolagus_cuniculus ENSOCUG00000016833
ochotona_princeps ENSOPRG00000003871
tupaia_belangeri ENSTBEG00000008105
pan_troglodytes ENSPTRG00000022898
pan_paniscus ENSPPAG00000043665
homo_sapiens ENSG00000198520
gorilla_gorilla ENSGGOG00000001077
pongo_abelii ENSPPYG00000001428
nomascus_leucogenys ENSNLEG00000014100
papio_anubis ENSPANG00000001766
theropithecus_gelada ENSTGEG00000028206
macaca_mulatta ENSMMUG00000013341
macaca_fascicularis ENSMFAG00000040974
macaca_nemestrina ENSMNEG00000039684
mandrillus_leucophaeus ENSMLEG00000043750
cercocebus_atys ENSCATG00000044179
chlorocebus_sabaeus ENSCSAG00000001201
rhinopithecus_roxellana ENSRROG00000030409
rhinopithecus_bieti ENSRBIG00000038613
piliocolobus_tephrosceles ENSPTEG00000035724
colobus_angolensis_palliatus ENSCANG00000031715
cebus_capucinus ENSCCAG00000036715
saimiri_boliviensis_boliviensis ENSSBOG00000028476
callithrix_jacchus ENSCJAG00000004070
aotus_nancymaae ENSANAG00000036724
carlito_syrichta ENSTSYG00000034679
propithecus_coquereli ENSPCOG00000021887
prolemur_simus ENSPSMG00000003800
microcebus_murinus ENSMICG00000013700
otolemur_garnettii ENSOGAG00000014047
dipodomys_ordii ENSDORG00000010726
octodon_degus ENSODEG00000009209
pteropus_vampyrus ENSPVAG00000006105
myotis_lucifugus ENSMLUG00000003889
equus_caballus ENSECAG00000024264
equus_asinus_asinus ENSEASG00005002147
capra_hircus ENSCHIG00000021996
ovis_aries ENSOARG00000000989
bos_taurus ENSBTAG00000011822
tursiops_truncatus ENSTTRG00000000747
sus_scrofa ENSSSCG00000033259
ursus_americanus ENSUAMG00000019373
ailuropoda_melanoleuca ENSAMEG00000014085
neovison_vison ENSNVIG00000018313
mustela_putorius_furo ENSMPUG00000013514
canis_lupus_dingo ENSCAFG00020017258
canis_lupus_familiaris ENSCAFG00000004790
vulpes_vulpes ENSVVUG00000007852
panthera_pardus ENSPPRG00000001073
panthera_tigris_altaica ENSPTIG00000020460
felis_catus ENSFCAG00000044138
erinaceus_europaeus ENSEEUG00000009156
sorex_araneus ENSSARG00000011419
loxodonta_africana ENSLAFG00000031604
procavia_capensis ENSPCAG00000007353
echinops_telfairi ENSETEG00000003905
dasypus_novemcinctus ENSDNOG00000017726
ornithorhynchus_anatinus ENSOANG00000003694
anolis_carolinensis ENSACAG00000014830
pogona_vitticeps ENSPVIG00000022686
salvator_merianae ENSSMRG00000018390
sphenodon_punctatus ENSSPUG00000003255
apteryx_owenii ENSAOWG00000009694
apteryx_haastii ENSAHAG00000008005
apteryx_rowi ENSARWG00000001291
dromaius_novaehollandiae ENSDNVG00000002563
anser_brachyrhynchus ENSABRG00000017874
anas_platyrhynchos_platyrhynchos ENSAPLG00000010051
coturnix_japonica ENSCJPG00005009740
gallus_gallus ENSGALG00000020716
meleagris_gallopavo ENSMGAG00000010110
calidris_pugnax ENSCPUG00000002473
crocodylus_porosus ENSCPRG00005017447
gopherus_agassizii ENSGAGG00000014949
chrysemys_picta_bellii ENSCPBG00000003747
pelodiscus_sinensis ENSPSIG00000006486
latimeria_chalumnae ENSLACG00000007859
